text,structure,verb,det,prep,sen_prob_nospace,tokens,log_prob_tokens
the opponent found the manager the juice .,DO,FIND,THE,for,-55.67234420776367,▁The|▁oppon|ent|▁found|▁the|▁manager|▁the|▁ju|ice|.,"[-3.1171624660491943, -11.682723999023438, -0.8916208148002625, -8.18995475769043, -2.237959146499634, -9.696578025817871, -6.030315399169922, -10.313733100891113, -1.133178949356079, -2.3791186809539795]"
the partner found the tea for the winner .,PD,FIND,THE,for,-50.53715896606445,▁The|▁partner|▁found|▁the|▁tea|▁for|▁the|▁winner|.,"[-3.1171624660491943, -11.194026947021484, -7.6520795822143555, -2.4900364875793457, -10.22244930267334, -4.927421569824219, -1.7278368473052979, -7.1894636154174805, -2.0166802406311035]"
the partner found the winner the tea .,DO,FIND,THE,for,-51.75882339477539,▁The|▁partner|▁found|▁the|▁winner|▁the|▁tea|.,"[-3.1171624660491943, -11.194026947021484, -7.652078628540039, -2.490037202835083, -7.819204807281494, -6.354048728942871, -10.14028549194336, -2.9919774532318115]"
the employer found the chicken for the aunt .,PD,FIND,THE,for,-54.42588806152344,▁The|▁employ|er|▁found|▁the|▁ch|icken|▁for|▁the|▁a|unt|.,"[-3.1171624660491943, -10.053779602050781, -1.0484670400619507, -8.407161712646484, -2.1085147857666016, -8.44439697265625, -1.8610373735427856, -5.79914665222168, -1.2665444612503052, -7.9929656982421875, -2.481743574142456, -1.8449620008468628]"
the employer found the aunt the chicken .,DO,FIND,THE,for,-56.4320182800293,▁The|▁employ|er|▁found|▁the|▁a|unt|▁the|▁ch|icken|.,"[-3.1171624660491943, -10.053779602050781, -1.0484659671783447, -8.407161712646484, -2.1085140705108643, -7.584572792053223, -5.139847755432129, -5.546748638153076, -8.665180206298828, -1.6227916479110718, -3.1377949714660645]"
the employer found the salad for the mayor .,PD,FIND,THE,for,-54.58015823364258,▁The|▁employ|er|▁found|▁the|▁sal|ad|▁for|▁the|▁mayor|.,"[-3.1171624660491943, -10.053779602050781, -1.0484659671783447, -8.407161712646484, -2.1085140705108643, -6.908608436584473, -5.022878170013428, -5.036864757537842, -1.4834786653518677, -8.838335990905762, -2.5549099445343018]"
the employer found the mayor the salad .,DO,FIND,THE,for,-59.61343002319336,▁The|▁employ|er|▁found|▁the|▁mayor|▁the|▁sal|ad|.,"[-3.1171624660491943, -10.053779602050781, -1.0484670400619507, -8.407161712646484, -2.108513355255127, -11.71212387084961, -6.819401264190674, -7.376580238342285, -5.970020294189453, -3.0002212524414062]"
the adult found the pie for the husband .,PD,FIND,THE,for,-53.7010498046875,▁The|▁adult|▁found|▁the|▁pie|▁for|▁the|▁husband|.,"[-3.1171624660491943, -10.06001091003418, -8.916548728942871, -3.766284942626953, -10.522790908813477, -5.72520637512207, -1.7368667125701904, -7.8567914962768555, -1.9993915557861328]"
the adult found the husband the pie .,DO,FIND,THE,for,-53.57951354980469,▁The|▁adult|▁found|▁the|▁husband|▁the|▁pie|.,"[-3.1171624660491943, -10.06001091003418, -8.916547775268555, -3.7662839889526367, -8.753889083862305, -5.499991416931152, -11.010929107666016, -2.4547011852264404]"
the princess found the beer for the band .,PD,FIND,THE,for,-49.71696853637695,▁The|▁prin|cess|▁found|▁the|▁be|er|▁for|▁the|▁band|.,"[-3.1171624660491943, -10.446669578552246, -0.024502186104655266, -7.001165390014648, -2.008977174758911, -6.740169048309326, -3.813680410385132, -5.557697296142578, -1.7349929809570312, -7.68438196182251, -1.5875709056854248]"
the princess found the band the beer .,DO,FIND,THE,for,-49.34049987792969,▁The|▁prin|cess|▁found|▁the|▁band|▁the|▁be|er|.,"[-3.1171624660491943, -10.446669578552246, -0.024502068758010864, -7.001163959503174, -2.0089774131774902, -7.257558345794678, -6.360646724700928, -6.527872085571289, -4.071195602416992, -2.524749755859375]"
the husband found the book for the hero .,PD,FIND,THE,for,-46.38122177124024,▁The|▁husband|▁found|▁the|▁book|▁for|▁the|▁hero|.,"[-3.1171624660491943, -9.879819869995117, -7.875494956970215, -1.9139028787612915, -4.948503017425537, -4.088825225830078, -2.7953989505767822, -8.494759559631348, -3.267353057861328]"
the husband found the hero the book .,DO,FIND,THE,for,-47.47208023071289,▁The|▁husband|▁found|▁the|▁hero|▁the|▁book|.,"[-3.1171624660491943, -9.879819869995117, -7.875494956970215, -1.9139032363891602, -7.939941883087158, -6.971810340881348, -6.856274604797363, -2.917675733566284]"
the husband found the iron for the club .,PD,FIND,THE,for,-49.2481689453125,▁The|▁husband|▁found|▁the|▁iron|▁for|▁the|▁club|.,"[-3.1171624660491943, -9.879819869995117, -7.875494956970215, -1.9139028787612915, -7.966126918792725, -5.454959869384766, -1.2437702417373657, -9.71308708190918, -2.0838463306427]"
the husband found the club the iron .,DO,FIND,THE,for,-51.33277130126953,▁The|▁husband|▁found|▁the|▁club|▁the|▁iron|.,"[-3.1171624660491943, -9.879819869995117, -7.875494956970215, -1.9139032363891602, -9.546817779541016, -5.271745204925537, -10.827187538146973, -2.9006404876708984]"
a mother found a gun for an aunt .,PD,FIND,A,for,-50.73190307617188,▁A|▁mother|▁found|▁a|▁gun|▁for|▁an|▁a|unt|.,"[-4.501774787902832, -7.289122581481934, -6.644793510437012, -2.0970754623413086, -5.527019023895264, -6.758698463439941, -6.6562981605529785, -6.279025554656982, -1.8814716339111328, -3.0966196060180664]"
a mother found an aunt a gun .,DO,FIND,A,for,-47.80070877075195,▁A|▁mother|▁found|▁an|▁a|unt|▁a|▁gun|.,"[-4.501774787902832, -7.289122581481934, -6.644793510437012, -4.308259963989258, -6.214358329772949, -3.658201217651367, -5.721737384796143, -6.994048118591309, -2.468416213989258]"
a hero found a tea for a corporation .,PD,FIND,A,for,-57.06985855102539,▁A|▁hero|▁found|▁a|▁tea|▁for|▁a|▁corpor|ation|.,"[-4.501774787902832, -8.886063575744629, -8.485584259033203, -3.838752269744873, -10.568256378173828, -5.116239547729492, -2.4426724910736084, -10.282047271728516, -0.812673807144165, -2.1357927322387695]"
a hero found a corporation a tea .,DO,FIND,A,for,-58.90011978149414,▁A|▁hero|▁found|▁a|▁corpor|ation|▁a|▁tea|.,"[-4.501774787902832, -8.886063575744629, -8.485584259033203, -3.838752269744873, -11.067328453063965, -1.6527824401855469, -5.353710651397705, -11.087830543518066, -4.026293754577637]"
an aunt found a juice for an adult .,PD,FIND,A,for,-52.02167892456055,▁An|▁a|unt|▁found|▁a|▁ju|ice|▁for|▁an|▁adult|.,"[-6.047245979309082, -6.497696876525879, -4.191415786743164, -6.828405857086182, -1.796138048171997, -8.301193237304688, -2.505103826522827, -4.444554328918457, -4.981703281402588, -3.5053327083587646, -2.9228920936584473]"
an aunt found an adult a juice .,DO,FIND,A,for,-56.44748306274414,▁An|▁a|unt|▁found|▁an|▁adult|▁a|▁ju|ice|.,"[-6.047245979309082, -6.497696876525879, -4.1914167404174805, -6.828405380249023, -3.816664218902588, -6.04284143447876, -6.158635139465332, -10.093585014343262, -2.984891653060913, -3.7860991954803467]"
a father found a motor for an army .,PD,FIND,A,for,-53.75167846679688,▁A|▁father|▁found|▁a|▁motor|▁for|▁an|▁army|.,"[-4.501774787902832, -8.272058486938477, -6.585694313049316, -2.2484803199768066, -9.253799438476562, -6.115819454193115, -3.8802707195281982, -7.592104911804199, -5.301677227020264]"
a father found an army a motor .,DO,FIND,A,for,-54.49848556518555,▁A|▁father|▁found|▁an|▁army|▁a|▁motor|.,"[-4.501774787902832, -8.272058486938477, -6.585694789886475, -4.368303298950195, -7.007944107055664, -8.092353820800781, -9.00767993927002, -6.662677764892578]"
an uncle found a computer for a minister .,PD,FIND,A,for,-52.13835525512695,▁An|▁uncle|▁found|▁a|▁computer|▁for|▁a|▁minister|.,"[-6.047245979309082, -10.185415267944336, -6.469445705413818, -2.071655035018921, -7.485438346862793, -3.4281294345855713, -3.0349059104919434, -10.845864295959473, -2.570255756378174]"
an uncle found a minister a computer .,DO,FIND,A,for,-52.99771881103516,▁An|▁uncle|▁found|▁a|▁minister|▁a|▁computer|.,"[-6.047245979309082, -10.185415267944336, -6.469445705413818, -2.0716552734375, -10.7236909866333, -4.734378337860107, -10.775486946105957, -1.9903981685638428]"
a buddy found an iron for a company .,PD,FIND,A,for,-53.23673248291016,▁A|▁bud|dy|▁found|▁an|▁iron|▁for|▁a|▁company|.,"[-4.501774787902832, -9.229394912719727, -0.7422601580619812, -8.05511474609375, -3.5595080852508545, -7.930264472961426, -4.051012992858887, -3.659545421600342, -8.339256286621094, -3.1686019897460938]"
a buddy found a company an iron .,DO,FIND,A,for,-53.79950714111328,▁A|▁bud|dy|▁found|▁a|▁company|▁an|▁iron|.,"[-4.501774787902832, -9.229394912719727, -0.7422601580619812, -8.05511474609375, -1.8527700901031494, -6.83111572265625, -9.03943157196045, -8.68217945098877, -4.865468978881836]"
the physician got the tea for the company .,PD,GET,THE,for,-50.603145599365234,▁The|▁phys|ician|▁got|▁the|▁tea|▁for|▁the|▁company|.,"[-3.1171624660491943, -9.539776802062988, -1.2383116483688354, -9.149629592895508, -2.424698829650879, -9.689208030700684, -3.8808131217956543, -1.846681833267212, -7.713069915771484, -2.0037941932678223]"
the physician got the company the tea .,DO,GET,THE,for,-52.78696823120117,▁The|▁phys|ician|▁got|▁the|▁company|▁the|▁tea|.,"[-3.1171624660491943, -9.539776802062988, -1.2383116483688354, -9.149629592895508, -2.424699068069458, -8.142753601074219, -5.1508989334106445, -11.429717063903809, -2.5940208435058594]"
the wife got the glass for the club .,PD,GET,THE,for,-51.54546737670898,▁The|▁wife|▁got|▁the|▁glass|▁for|▁the|▁club|.,"[-3.1171624660491943, -9.438132286071777, -7.605077743530273, -2.6508047580718994, -9.081356048583984, -5.501659393310547, -2.1688499450683594, -9.917325019836426, -2.065099000930786]"
the wife got the club the glass .,DO,GET,THE,for,-52.36965560913086,▁The|▁wife|▁got|▁the|▁club|▁the|▁glass|.,"[-3.1171624660491943, -9.438132286071777, -7.605079650878906, -2.6508049964904785, -9.32574462890625, -5.796900749206543, -10.663933753967285, -3.7718961238861084]"
the physician got the salad for the corporation .,PD,GET,THE,for,-57.74252700805664,▁The|▁phys|ician|▁got|▁the|▁sal|ad|▁for|▁the|▁corpor|ation|.,"[-3.1171624660491943, -9.539776802062988, -1.2383116483688354, -9.149629592895508, -2.424699068069458, -8.137102127075195, -3.9918856620788574, -4.228104591369629, -1.9893544912338257, -10.290284156799316, -1.964241862297058, -1.6719775199890137]"
the physician got the corporation the salad .,DO,GET,THE,for,-57.43444061279297,▁The|▁phys|ician|▁got|▁the|▁corpor|ation|▁the|▁sal|ad|.,"[-3.1171624660491943, -9.539776802062988, -1.2383114099502563, -9.149630546569824, -2.4246981143951416, -10.246452331542969, -1.2785060405731201, -4.752246856689453, -8.311389923095703, -4.678237438201904, -2.6980254650115967]"
the soldier got the coffee for the king .,PD,GET,THE,for,-44.99365615844727,▁The|▁soldier|▁got|▁the|▁coffee|▁for|▁the|▁king|.,"[-3.1171624660491943, -10.914864540100098, -6.589010715484619, -2.7241742610931396, -8.296402931213379, -3.833132743835449, -1.4445232152938843, -6.767730712890625, -1.3066539764404297]"
the soldier got the king the coffee .,DO,GET,THE,for,-44.96321868896485,▁The|▁soldier|▁got|▁the|▁king|▁the|▁coffee|.,"[-3.1171624660491943, -10.914864540100098, -6.589011192321777, -2.7241744995117188, -7.969964981079102, -5.034976482391357, -6.977331161499023, -1.6357351541519165]"
a buddy got a gun for an army .,PD,GET,A,for,-52.53032302856445,▁A|▁bud|dy|▁got|▁a|▁gun|▁for|▁an|▁army|.,"[-4.501774787902832, -9.229394912719727, -0.7422601580619812, -6.820813179016113, -2.119276762008667, -7.536097526550293, -2.4621245861053467, -6.958617210388184, -7.475227355957031, -4.684732437133789]"
a buddy got an army a gun .,DO,GET,A,for,-50.367149353027344,▁A|▁bud|dy|▁got|▁an|▁army|▁a|▁gun|.,"[-4.501774787902832, -9.229394912719727, -0.7422601580619812, -6.820813179016113, -3.686037540435791, -8.997421264648438, -7.124216079711914, -7.122366428375244, -2.1428680419921875]"
a candidate got an engine for a corporation .,PD,GET,A,for,-51.70561981201172,▁A|▁candidate|▁got|▁an|▁engine|▁for|▁a|▁corpor|ation|.,"[-4.501774787902832, -9.324664115905762, -9.062830924987793, -3.4114747047424316, -9.256244659423828, -3.752436876296997, -2.081317186355591, -7.155021667480469, -1.2168033123016357, -1.9430534839630127]"
a candidate got a corporation an engine .,DO,GET,A,for,-55.63941955566406,▁A|▁candidate|▁got|▁a|▁corpor|ation|▁an|▁engine|.,"[-4.501774787902832, -9.324664115905762, -9.062830924987793, -1.963716983795166, -9.850423812866211, -2.682722806930542, -6.653100967407227, -8.750505447387695, -2.8496780395507812]"
an employee got a candy for a business .,PD,GET,A,for,-48.24964904785156,▁An|▁employee|▁got|▁a|▁c|andy|▁for|▁a|▁business|.,"[-6.047245979309082, -6.293264389038086, -8.403581619262695, -1.9799526929855347, -5.765414714813232, -2.6692910194396973, -4.048981189727783, -2.487659215927124, -6.260033130645752, -4.294222354888916]"
an employee got a business a candy .,DO,GET,A,for,-52.03868103027344,▁An|▁employee|▁got|▁a|▁business|▁a|▁c|andy|.,"[-6.047245979309082, -6.293264389038086, -8.403581619262695, -1.9799526929855347, -7.9106550216674805, -7.38007926940918, -5.773717880249023, -4.042969703674316, -4.207212924957275]"
a king got a gun for a student .,PD,GET,A,for,-51.88276672363281,▁A|▁king|▁got|▁a|▁gun|▁for|▁a|▁student|.,"[-4.501774787902832, -9.772171974182129, -8.343029022216797, -1.8409135341644287, -8.947319030761719, -4.1149091720581055, -2.9102261066436768, -9.293396949768066, -2.159026622772217]"
a king got a student a gun .,DO,GET,A,for,-49.19179916381836,▁A|▁king|▁got|▁a|▁student|▁a|▁gun|.,"[-4.501774787902832, -9.772171974182129, -8.343029975891113, -1.840914011001587, -9.077129364013672, -5.61494779586792, -8.121053695678711, -1.9207794666290283]"
the president gave the camera to the manager .,PD,GIVE,THE,to,-47.45438003540039,▁The|▁president|▁gave|▁the|▁camera|▁to|▁the|▁manager|.,"[-3.1171624660491943, -7.836104393005371, -6.158238410949707, -2.256420612335205, -9.7613525390625, -6.090529918670654, -1.9459221363067627, -7.630322456359863, -2.658327102661133]"
the president gave the manager the camera .,DO,GIVE,THE,to,-44.13130569458008,▁The|▁president|▁gave|▁the|▁manager|▁the|▁camera|.,"[-3.1171624660491943, -7.836104393005371, -6.158238410949707, -2.256420135498047, -10.023815155029297, -3.0565953254699707, -9.889852523803711, -1.7931157350540161]"
the minister gave the beer to the actress .,PD,GIVE,THE,to,-48.177879333496094,▁The|▁minister|▁gave|▁the|▁be|er|▁to|▁the|▁actress|.,"[-3.1171624660491943, -9.625150680541992, -6.433236122131348, -1.4456896781921387, -10.93856143951416, -2.7860991954803467, -2.197765588760376, -1.1356433629989624, -8.742305755615234, -1.7562668323516846]"
the minister gave the actress the beer .,DO,GIVE,THE,to,-49.37158966064453,▁The|▁minister|▁gave|▁the|▁actress|▁the|▁be|er|.,"[-3.1171624660491943, -9.625150680541992, -6.433236122131348, -1.4456896781921387, -11.997730255126953, -2.3637266159057617, -8.988849639892578, -2.890077590942383, -2.5099658966064453]"
the physician gave the chocolate to the wife .,PD,GIVE,THE,to,-44.76401519775391,▁The|▁phys|ician|▁gave|▁the|▁ch|oc|olate|▁to|▁the|▁wife|.,"[-3.1171624660491943, -9.539776802062988, -1.2383116483688354, -7.111941337585449, -2.2756261825561523, -7.330852508544922, -3.1907405853271484, -0.35982346534729004, -1.115767478942871, -0.8282097578048706, -6.382208347320557, -2.273594379425049]"
the physician gave the wife the chocolate .,DO,GIVE,THE,to,-45.02280426025391,▁The|▁phys|ician|▁gave|▁the|▁wife|▁the|▁ch|oc|olate|.,"[-3.1171624660491943, -9.539776802062988, -1.2383114099502563, -7.111941337585449, -2.2756271362304688, -6.527985095977783, -2.4224040508270264, -7.136117935180664, -2.4521231651306152, -0.692868709564209, -2.508481025695801]"
the son gave the television to the administration .,PD,GIVE,THE,to,-51.84749984741211,▁The|▁son|▁gave|▁the|▁television|▁to|▁the|▁administration|.,"[-3.1171624660491943, -9.168675422668457, -9.223353385925293, -2.152431011199951, -10.35763931274414, -0.9381885528564453, -1.3092241287231445, -13.471879005432129, -2.1089515686035156]"
the son gave the administration the television .,DO,GIVE,THE,to,-50.93364334106445,▁The|▁son|▁gave|▁the|▁administration|▁the|▁television|.,"[-3.1171624660491943, -9.168675422668457, -9.223353385925293, -2.152431011199951, -11.693751335144043, -3.1726388931274414, -9.582944869995117, -2.822690010070801]"
the secretary gave the juice to the son .,PD,GIVE,THE,to,-47.2441520690918,▁The|▁secretary|▁gave|▁the|▁ju|ice|▁to|▁the|▁son|.,"[-3.1171624660491943, -10.731681823730469, -8.228490829467773, -2.139585018157959, -10.334311485290527, -1.3959145545959473, -1.4683256149291992, -0.8791812062263489, -7.372278213500977, -1.5772167444229126]"
the secretary gave the son the juice .,DO,GIVE,THE,to,-48.86261749267578,▁The|▁secretary|▁gave|▁the|▁son|▁the|▁ju|ice|.,"[-3.1171624660491943, -10.731681823730469, -8.228490829467773, -2.139585018157959, -9.190499305725098, -2.8281142711639404, -9.930534362792969, -0.7881916165351868, -1.908355474472046]"
the son gave the meal to the club .,PD,GIVE,THE,to,-48.33740234375,▁The|▁son|▁gave|▁the|▁me|al|▁to|▁the|▁club|.,"[-3.1171624660491943, -9.168675422668457, -9.223353385925293, -2.152431011199951, -7.445285320281982, -0.809352457523346, -1.655405044555664, -0.8174452185630798, -11.71505069732666, -2.233241081237793]"
the son gave the club the meal .,DO,GIVE,THE,to,-50.18107604980469,▁The|▁son|▁gave|▁the|▁club|▁the|▁me|al|.,"[-3.1171624660491943, -9.168675422668457, -9.223353385925293, -2.152431011199951, -10.091775894165039, -2.79498028755188, -9.5585355758667, -1.3241046667099, -2.7500550746917725]"
a reader gave an engine to an army .,PD,GIVE,A,to,-51.78266906738281,▁A|▁reader|▁gave|▁an|▁engine|▁to|▁an|▁army|.,"[-4.501774787902832, -7.776543617248535, -6.692958831787109, -5.308802604675293, -10.69624137878418, -3.112856388092041, -3.314305305480957, -6.643431663513184, -3.7357518672943115]"
a reader gave an army an engine .,DO,GIVE,A,to,-51.12929916381836,▁A|▁reader|▁gave|▁an|▁army|▁an|▁engine|.,"[-4.501774787902832, -7.776543617248535, -6.692957878112793, -5.308801174163818, -10.051141738891602, -4.215137004852295, -10.002775192260742, -2.5801663398742676]"
a son gave a beer to a colonel .,PD,GIVE,A,to,-46.493751525878906,▁A|▁son|▁gave|▁a|▁be|er|▁to|▁a|▁colon|el|.,"[-4.501774787902832, -8.81699275970459, -7.286171913146973, -2.397716522216797, -7.669743537902832, -1.1104754209518433, -0.4382987320423126, -2.582839012145996, -9.615951538085938, -0.16071268916130066, -1.9130802154541016]"
a son gave a colonel a beer .,DO,GIVE,A,to,-51.28140258789063,▁A|▁son|▁gave|▁a|▁colon|el|▁a|▁be|er|.,"[-4.501774787902832, -8.81699275970459, -7.286172389984131, -2.3977150917053223, -12.289328575134277, -3.9380459785461426, -0.9814042448997498, -5.916840553283691, -3.5261504650115967, -1.6269809007644653]"
a chief gave a key to an employee .,PD,GIVE,A,to,-39.9590950012207,▁A|▁chief|▁gave|▁a|▁key|▁to|▁an|▁employee|.,"[-4.501774787902832, -10.240310668945312, -9.218584060668945, -1.9057790040969849, -6.517178535461426, -0.9713682532310486, -3.314328193664551, -1.5379999876022339, -1.7517752647399902]"
a chief gave an employee a key .,DO,GIVE,A,to,-43.19491195678711,▁A|▁chief|▁gave|▁an|▁employee|▁a|▁key|.,"[-4.501774787902832, -10.240310668945312, -9.218584060668945, -3.5443506240844727, -5.062930583953857, -0.8231557607650757, -5.932029724121094, -3.871777296066284]"
a boy gave a juice to a corporation .,PD,GIVE,A,to,-49.76530456542969,▁A|▁boy|▁gave|▁a|▁ju|ice|▁to|▁a|▁corpor|ation|.,"[-4.501774787902832, -7.667085647583008, -8.259105682373047, -1.5892448425292969, -9.61292839050293, -0.23514646291732788, -1.5637080669403076, -1.0511038303375244, -11.01921272277832, -2.4887003898620605, -1.7772923707962036]"
a boy gave a corporation a juice .,DO,GIVE,A,to,-50.37806701660156,▁A|▁boy|▁gave|▁a|▁corpor|ation|▁a|▁ju|ice|.,"[-4.501774787902832, -7.667085647583008, -8.259103775024414, -1.5892459154129028, -10.978833198547363, -1.7732272148132324, -1.1674602031707764, -9.781471252441406, -1.2560104131698608, -3.403850555419922]"
a buddy gave a juice to a son .,PD,GIVE,A,to,-50.907318115234375,▁A|▁bud|dy|▁gave|▁a|▁ju|ice|▁to|▁a|▁son|.,"[-4.501774787902832, -9.229394912719727, -0.7422595620155334, -5.976782321929932, -4.516288757324219, -10.04117202758789, -1.9618558883666992, -2.2835047245025635, -1.4339650869369507, -7.6183929443359375, -2.6019253730773926]"
a buddy gave a son a juice .,DO,GIVE,A,to,-50.139102935791016,▁A|▁bud|dy|▁gave|▁a|▁son|▁a|▁ju|ice|.,"[-4.501774787902832, -9.229394912719727, -0.7422601580619812, -5.976781845092773, -4.5162882804870605, -7.978414535522461, -2.3424291610717773, -8.66422176361084, -1.6055582761764526, -4.581977367401123]"
an employee gave a salad to a physician .,PD,GIVE,A,to,-45.95964813232422,▁An|▁employee|▁gave|▁a|▁sal|ad|▁to|▁a|▁phys|ician|.,"[-6.047245979309082, -6.293264389038086, -8.969223976135254, -1.808608889579773, -6.812662601470947, -2.6213924884796143, -0.8577629327774048, -0.5812930464744568, -8.973310470581055, -0.40365275740623474, -2.5912322998046875]"
an employee gave a physician a salad .,DO,GIVE,A,to,-48.39619064331055,▁An|▁employee|▁gave|▁a|▁phys|ician|▁a|▁sal|ad|.,"[-6.047245979309082, -6.293264389038086, -8.96922492980957, -1.808609127998352, -9.7362060546875, -0.3352435231208801, -0.9293689727783203, -6.415316581726074, -4.650321006774902, -3.2113871574401855]"
the man kept the ball for the professor .,PD,KEEP,THE,for,-46.13887023925781,▁The|▁man|▁kept|▁the|▁ball|▁for|▁the|▁professor|.,"[-3.1171624660491943, -7.168401718139648, -8.247824668884277, -3.145610809326172, -5.2920918464660645, -3.3608477115631104, -2.925518035888672, -11.240326881408691, -1.6410856246948242]"
the man kept the professor the ball .,DO,KEEP,THE,for,-47.8906478881836,▁The|▁man|▁kept|▁the|▁professor|▁the|▁ball|.,"[-3.1171624660491943, -7.168401718139648, -8.247824668884277, -3.1456103324890137, -9.86666202545166, -7.241239547729492, -6.97676420211792, -2.1269783973693848]"
the reader kept the television for the actor .,PD,KEEP,THE,for,-56.15076446533203,▁The|▁reader|▁kept|▁the|▁television|▁for|▁the|▁actor|.,"[-3.1171624660491943, -10.400851249694824, -9.837713241577148, -3.1872878074645996, -9.161479949951172, -5.903493881225586, -2.104794502258301, -10.400357246398926, -2.037625551223755]"
the reader kept the actor the television .,DO,KEEP,THE,for,-55.10025024414063,▁The|▁reader|▁kept|▁the|▁actor|▁the|▁television|.,"[-3.1171624660491943, -10.400851249694824, -9.837712287902832, -3.1872873306274414, -9.93252944946289, -6.53950309753418, -8.578378677368164, -3.5068271160125732]"
the aunt kept the salad for the professor .,PD,KEEP,THE,for,-51.60731506347656,▁The|▁a|unt|▁kept|▁the|▁sal|ad|▁for|▁the|▁professor|.,"[-3.1171624660491943, -7.8795905113220215, -5.258617877960205, -7.588097095489502, -2.185153007507324, -7.674568176269531, -1.7608954906463623, -3.7660655975341797, -2.4043545722961426, -8.638771057128906, -1.3340405225753784]"
the aunt kept the professor the salad .,DO,KEEP,THE,for,-56.209381103515625,▁The|▁a|unt|▁kept|▁the|▁professor|▁the|▁sal|ad|.,"[-3.1171624660491943, -7.8795905113220215, -5.258616924285889, -7.588095664978027, -2.1851534843444824, -10.72635269165039, -6.94424295425415, -8.761438369750977, -1.8555121421813965, -1.8932113647460938]"
the scientist kept the computer for the army .,PD,KEEP,THE,for,-50.02848815917969,▁The|▁scient|ist|▁kept|▁the|▁computer|▁for|▁the|▁army|.,"[-3.1171624660491943, -9.652734756469727, -1.3938779830932617, -10.206514358520508, -2.394160747528076, -7.103079319000244, -3.8161003589630127, -3.2213492393493652, -7.689308166503906, -1.434198260307312]"
the scientist kept the army the computer .,DO,KEEP,THE,for,-54.68589019775391,▁The|▁scient|ist|▁kept|▁the|▁army|▁the|▁computer|.,"[-3.1171624660491943, -9.652734756469727, -1.3938779830932617, -10.206514358520508, -2.394160747528076, -9.220760345458984, -6.765112400054932, -8.832261085510254, -3.103306293487549]"
the aunt kept the tea for the champion .,PD,KEEP,THE,for,-50.80413436889648,▁The|▁a|unt|▁kept|▁the|▁tea|▁for|▁the|▁champion|.,"[-3.1171624660491943, -7.8795905113220215, -5.258616924285889, -7.588095664978027, -2.1851534843444824, -6.3006086349487305, -3.5644500255584717, -2.395695209503174, -10.68714427947998, -1.8276171684265137]"
the aunt kept the champion the tea .,DO,KEEP,THE,for,-54.32672119140625,▁The|▁a|unt|▁kept|▁the|▁champion|▁the|▁tea|.,"[-3.1171624660491943, -7.8795905113220215, -5.258616924285889, -7.588095664978027, -2.185152292251587, -12.04133415222168, -6.276766300201416, -7.889966011047363, -2.0900354385375977]"
the adult kept the box for the business .,PD,KEEP,THE,for,-53.96034240722656,▁The|▁adult|▁kept|▁the|▁box|▁for|▁the|▁business|.,"[-3.1171624660491943, -10.06001091003418, -13.81733512878418, -2.7953619956970215, -6.293591499328613, -3.4051871299743652, -2.9536361694335938, -9.505422592163086, -2.012638807296753]"
the adult kept the business the box .,DO,KEEP,THE,for,-56.01943588256836,▁The|▁adult|▁kept|▁the|▁business|▁the|▁box|.,"[-3.1171624660491943, -10.06001091003418, -13.817333221435547, -2.7953624725341797, -7.870387077331543, -6.833329677581787, -8.544300079345703, -2.981553792953491]"
the soldier kept the box for the business .,PD,KEEP,THE,for,-49.09316253662109,▁The|▁soldier|▁kept|▁the|▁box|▁for|▁the|▁business|.,"[-3.1171624660491943, -10.914864540100098, -7.3506879806518555, -2.769794464111328, -5.7444000244140625, -3.489114761352539, -3.0981993675231934, -10.055953025817871, -2.552983283996582]"
the soldier kept the business the box .,DO,KEEP,THE,for,-49.888092041015625,▁The|▁soldier|▁kept|▁the|▁business|▁the|▁box|.,"[-3.1171624660491943, -10.914864540100098, -7.3506879806518555, -2.769793748855591, -7.5606207847595215, -7.063264846801758, -8.442872047424316, -2.668823003768921]"
the actor kept the meal for the club .,PD,KEEP,THE,for,-52.77682113647461,▁The|▁actor|▁kept|▁the|▁me|al|▁for|▁the|▁club|.,"[-3.1171624660491943, -9.261722564697266, -8.830363273620605, -2.186755895614624, -9.122970581054688, -0.5277689099311829, -4.799571990966797, -2.5068697929382324, -9.390153884887695, -3.0334839820861816]"
the actor kept the club the meal .,DO,KEEP,THE,for,-54.16892623901367,▁The|▁actor|▁kept|▁the|▁club|▁the|▁me|al|.,"[-3.1171624660491943, -9.261722564697266, -8.830363273620605, -2.186755895614624, -8.96127700805664, -7.103146553039551, -10.420293807983398, -1.668398380279541, -2.6198062896728516]"
a princess kept a plate for a physician .,PD,KEEP,A,for,-54.26208114624024,▁A|▁prin|cess|▁kept|▁a|▁plate|▁for|▁a|▁phys|ician|.,"[-4.501774787902832, -10.29953670501709, -0.02450183592736721, -8.515398025512695, -2.878413438796997, -9.183696746826172, -3.653700351715088, -2.1692395210266113, -10.873211860656738, -0.259655624628067, -1.9029488563537598]"
a princess kept a physician a plate .,DO,KEEP,A,for,-59.79182052612305,▁A|▁prin|cess|▁kept|▁a|▁phys|ician|▁a|▁plate|.,"[-4.501774787902832, -10.29953670501709, -0.02450183592736721, -8.515398979187012, -2.8784122467041016, -10.40556812286377, -0.1770733743906021, -4.780275821685791, -15.109299659729004, -3.099977731704712]"
