text,structure,verb,det,prep,sen_prob_nospace,tokens,log_prob_tokens
a buddy purchased us a coat .,DO,PURCHASE,A,for,-42.898921966552734,▁A|▁bud|dy|▁purchased|▁us|▁a|▁coat|.,"[-4.20621395111084, -9.403324127197266, -1.1098811626434326, -7.802324295043945, -5.463022232055664, -0.9050123691558838, -9.807965278625488, -4.201178550720215]"
an opponent purchased a chicken for me .,PD,PURCHASE,A,for,-46.20076370239258,▁An|▁oppon|ent|▁purchased|▁a|▁ch|icken|▁for|▁me|.,"[-6.080687522888184, -9.598535537719727, -0.027059433981776237, -11.751834869384766, -1.1632884740829468, -5.986873626708984, -2.5737380981445312, -3.4456050395965576, -3.657473564147949, -1.915663719177246]"
an opponent purchased me a chicken .,DO,PURCHASE,A,for,-44.66989135742188,▁An|▁oppon|ent|▁purchased|▁me|▁a|▁ch|icken|.,"[-6.080687522888184, -9.598535537719727, -0.027059433981776237, -11.751834869384766, -4.6292314529418945, -1.4017678499221802, -5.354665756225586, -2.2277534008026123, -3.5983572006225586]"
an actor purchased a cheese for them .,PD,PURCHASE,A,for,-51.21230316162109,▁An|▁actor|▁purchased|▁a|▁che|ese|▁for|▁them|.,"[-6.080687522888184, -7.308281898498535, -11.17088794708252, -0.8040212988853455, -8.373754501342773, -2.29592227935791, -4.227962017059326, -9.026959419250488, -1.9238287210464478]"
an actor purchased them a cheese .,DO,PURCHASE,A,for,-52.59210205078125,▁An|▁actor|▁purchased|▁them|▁a|▁che|ese|.,"[-6.080687522888184, -7.308281898498535, -11.170886039733887, -8.443025588989258, -4.4915242195129395, -8.900654792785645, -1.566650152206421, -4.630392074584961]"
a captain purchased a hat for you .,PD,PURCHASE,A,for,-47.12660598754883,▁A|▁captain|▁purchased|▁a|▁hat|▁for|▁you|.,"[-4.20621395111084, -10.952102661132812, -11.152059555053711, -0.44504427909851074, -9.340691566467285, -1.4084237813949585, -8.464439392089844, -1.1576310396194458]"
a captain purchased you a hat .,DO,PURCHASE,A,for,-47.75107192993164,▁A|▁captain|▁purchased|▁you|▁a|▁hat|.,"[-4.20621395111084, -10.952102661132812, -11.15206241607666, -9.469929695129395, -3.917503833770752, -6.649091720581055, -1.404166579246521]"
an author purchased a key for us .,PD,PURCHASE,A,for,-44.91719055175781,▁An|▁author|▁purchased|▁a|▁key|▁for|▁us|.,"[-6.080687522888184, -6.525688171386719, -11.663751602172852, -1.0149567127227783, -8.370065689086914, -2.5373964309692383, -6.3408098220825195, -2.3838350772857666]"
an author purchased us a key .,DO,PURCHASE,A,for,-45.42040252685547,▁An|▁author|▁purchased|▁us|▁a|▁key|.,"[-6.080687522888184, -6.525688171386719, -11.663751602172852, -7.847068786621094, -1.3671624660491943, -8.499736785888672, -3.4363064765930176]"
a child purchased a hat for him .,PD,PURCHASE,A,for,-39.62872314453125,▁A|▁child|▁purchased|▁a|▁hat|▁for|▁him|.,"[-4.20621395111084, -7.081210136413574, -10.369072914123535, -0.7287591695785522, -7.817597389221191, -1.4836252927780151, -6.505645751953125, -1.4365990161895752]"
a child purchased him a hat .,DO,PURCHASE,A,for,-39.2965202331543,▁A|▁child|▁purchased|▁him|▁a|▁hat|.,"[-4.20621395111084, -7.081210136413574, -10.369071960449219, -8.6796236038208, -0.9369384050369263, -6.088551998138428, -1.9349122047424316]"
a lady purchased an instrument for them .,PD,PURCHASE,A,for,-45.19956588745117,▁A|▁lady|▁purchased|▁an|▁instrument|▁for|▁them|.,"[-4.20621395111084, -8.734609603881836, -8.058460235595703, -2.810084819793701, -7.074888706207275, -2.4900457859039307, -9.673665046691895, -2.1516003608703613]"
a lady purchased them an instrument .,DO,PURCHASE,A,for,-47.82848358154297,▁A|▁lady|▁purchased|▁them|▁an|▁instrument|.,"[-4.20621395111084, -8.734609603881836, -8.058460235595703, -10.066414833068848, -6.646265029907227, -7.797248840332031, -2.319272518157959]"
a candidate purchased a tea for him .,PD,PURCHASE,A,for,-49.05454254150391,▁A|▁candidate|▁purchased|▁a|▁tea|▁for|▁him|.,"[-4.20621395111084, -9.32246208190918, -11.485725402832031, -1.106294870376587, -9.041157722473145, -5.064282417297363, -6.791182994842529, -2.037221908569336]"
a candidate purchased him a tea .,DO,PURCHASE,A,for,-47.55348587036133,▁A|▁candidate|▁purchased|▁him|▁a|▁tea|.,"[-4.20621395111084, -9.32246208190918, -11.485725402832031, -9.835281372070312, -1.7350395917892456, -7.890999794006348, -3.0777640342712402]"
an actress purchased a bag for me .,PD,PURCHASE,A,for,-42.93207931518555,▁An|▁actress|▁purchased|▁a|▁bag|▁for|▁me|.,"[-6.080687522888184, -8.335225105285645, -11.137207984924316, -0.7792403697967529, -6.429803848266602, -1.9594180583953857, -6.280267715454102, -1.9302345514297485]"
an actress purchased me a bag .,DO,PURCHASE,A,for,-42.07579040527344,▁An|▁actress|▁purchased|▁me|▁a|▁bag|.,"[-6.080687522888184, -8.335225105285645, -11.137208938598633, -7.3544464111328125, -1.2788327932357788, -5.178763389587402, -2.710628032684326]"
a lady purchased a chocolate for it .,PD,PURCHASE,A,for,-45.79180908203125,▁A|▁lady|▁purchased|▁a|▁ch|oc|olate|▁for|▁it|.,"[-4.20621395111084, -8.734609603881836, -8.058460235595703, -0.3955433666706085, -6.9825615882873535, -2.0312037467956543, -0.0012028133496642113, -4.65885591506958, -7.930367469787598, -2.7927913665771484]"
a lady purchased it a chocolate .,DO,PURCHASE,A,for,-46.390384674072266,▁A|▁lady|▁purchased|▁it|▁a|▁ch|oc|olate|.,"[-4.20621395111084, -8.734609603881836, -8.058460235595703, -6.835189342498779, -4.267146587371826, -8.338705062866211, -2.029977321624756, -0.013012375682592392, -3.9070725440979004]"
a soldier purchased a candy for her .,PD,PURCHASE,A,for,-46.8846435546875,▁A|▁soldier|▁purchased|▁a|▁c|andy|▁for|▁her|.,"[-4.20621395111084, -8.823785781860352, -11.40062427520752, -0.830713152885437, -4.995118141174316, -2.1188628673553467, -4.778494358062744, -4.739091873168945, -4.991734504699707]"
a soldier purchased her a candy .,DO,PURCHASE,A,for,-44.302860260009766,▁A|▁soldier|▁purchased|▁her|▁a|▁c|andy|.,"[-4.20621395111084, -8.823785781860352, -11.400622367858887, -6.206112861633301, -2.759744167327881, -4.936641693115234, -1.241634726524353, -4.728107452392578]"
a professor purchased a coffee for us .,PD,PURCHASE,A,for,-44.80406188964844,▁A|▁professor|▁purchased|▁a|▁coffee|▁for|▁us|.,"[-4.20621395111084, -8.844736099243164, -10.981925010681152, -0.6632167100906372, -6.902705669403076, -3.762918472290039, -7.514638423919678, -1.9277095794677734]"
a professor purchased us a coffee .,DO,PURCHASE,A,for,-43.662872314453125,▁A|▁professor|▁purchased|▁us|▁a|▁coffee|.,"[-4.20621395111084, -8.844736099243164, -10.981925964355469, -8.684794425964355, -1.8055986166000366, -5.746920585632324, -3.39268159866333]"
a captain purchased a candy for you .,PD,PURCHASE,A,for,-50.29792022705078,▁A|▁captain|▁purchased|▁a|▁c|andy|▁for|▁you|.,"[-4.20621395111084, -10.952102661132812, -11.15206241607666, -0.4450444281101227, -6.61007833480835, -3.803334951400757, -5.115423679351807, -6.922680854797363, -1.0909812450408936]"
a captain purchased you a candy .,DO,PURCHASE,A,for,-51.763973236083984,▁A|▁captain|▁purchased|▁you|▁a|▁c|andy|.,"[-4.20621395111084, -10.952102661132812, -11.152059555053711, -9.469929695129395, -3.917508602142334, -5.437293529510498, -3.095607280731201, -3.5332608222961426]"
a pilot purchased a meal for him .,PD,PURCHASE,A,for,-45.63975143432617,▁A|▁pilot|▁purchased|▁a|▁me|al|▁for|▁him|.,"[-4.20621395111084, -8.243562698364258, -12.024925231933594, -0.7397549748420715, -7.140082836151123, -0.07286016643047333, -2.295257568359375, -7.711606502532959, -3.2054874897003174]"
a pilot purchased him a meal .,DO,PURCHASE,A,for,-41.96021270751953,▁A|▁pilot|▁purchased|▁him|▁a|▁me|al|.,"[-4.20621395111084, -8.243562698364258, -12.024924278259277, -8.455968856811523, -0.9078052639961243, -5.595796585083008, -0.2415103167295456, -2.2844321727752686]"
a leader purchased a cheese for them .,PD,PURCHASE,A,for,-50.750606536865234,▁A|▁leader|▁purchased|▁a|▁che|ese|▁for|▁them|.,"[-4.20621395111084, -8.392179489135742, -13.45828628540039, -1.272601842880249, -8.553060531616211, -1.2024928331375122, -4.486615180969238, -7.508857727050781, -1.6702989339828491]"
a leader purchased them a cheese .,DO,PURCHASE,A,for,-51.13530731201172,▁A|▁leader|▁purchased|▁them|▁a|▁che|ese|.,"[-4.20621395111084, -8.392179489135742, -13.458287239074707, -7.768126487731934, -3.250107765197754, -8.497328758239746, -1.3527207374572754, -4.210341453552246]"
the manager saved the cheese for you .,PD,SAVE,THE,for,-43.5890998840332,▁The|▁manager|▁saved|▁the|▁che|ese|▁for|▁you|.,"[-3.6788957118988037, -9.713770866394043, -10.636750221252441, -1.5466371774673462, -7.850736618041992, -1.3715287446975708, -2.893354892730713, -5.056667327880859, -0.8407558798789978]"
the manager saved you the cheese .,DO,SAVE,THE,for,-45.42610168457031,▁The|▁manager|▁saved|▁you|▁the|▁che|ese|.,"[-3.6788957118988037, -9.713770866394043, -10.636747360229492, -6.4724345207214355, -3.50429630279541, -8.045310974121094, -1.0218788385391235, -2.3527698516845703]"
the son saved the wire for me .,PD,SAVE,THE,for,-46.27689743041992,▁The|▁son|▁saved|▁the|▁wire|▁for|▁me|.,"[-3.6788957118988037, -8.680868148803711, -13.361368179321289, -1.4679251909255981, -11.114333152770996, -3.5324671268463135, -3.306687116622925, -1.134354591369629]"
the son saved me the wire .,DO,SAVE,THE,for,-47.849082946777344,▁The|▁son|▁saved|▁me|▁the|▁wire|.,"[-3.6788957118988037, -8.680868148803711, -13.361369132995605, -4.130254745483398, -4.26341438293457, -11.42907428741455, -2.3052070140838623]"
the guy saved the knife for me .,PD,SAVE,THE,for,-39.367923736572266,▁The|▁gu|y|▁saved|▁the|▁kn|ife|▁for|▁me|.,"[-3.6788957118988037, -8.403411865234375, -0.8527905941009521, -9.521446228027344, -2.0116071701049805, -8.209348678588867, -0.8871675133705139, -2.2473108768463135, -2.474575996398926, -1.0813707113265991]"
the guy saved me the knife .,DO,SAVE,THE,for,-40.45018768310547,▁The|▁gu|y|▁saved|▁me|▁the|▁kn|ife|.,"[-3.6788957118988037, -8.403411865234375, -0.8527905941009521, -9.521446228027344, -2.916665554046631, -3.8103442192077637, -8.9865083694458, -0.34981656074523926, -1.9303101301193237]"
the prince saved the coffee for it .,PD,SAVE,THE,for,-50.66559982299805,▁The|▁prince|▁saved|▁the|▁coffee|▁for|▁it|.,"[-3.6788957118988037, -10.83607292175293, -9.749950408935547, -1.1617149114608765, -10.093611717224121, -5.135293483734131, -8.498879432678223, -1.5111862421035767]"
the prince saved it the coffee .,DO,SAVE,THE,for,-49.3515510559082,▁The|▁prince|▁saved|▁it|▁the|▁coffee|.,"[-3.6788957118988037, -10.83607292175293, -9.74994945526123, -6.7501606941223145, -5.873581886291504, -9.341726303100586, -3.1211647987365723]"
the uncle saved the bell for me .,PD,SAVE,THE,for,-44.52936935424805,▁The|▁uncle|▁saved|▁the|▁bell|▁for|▁me|.,"[-3.6788957118988037, -13.077665328979492, -9.433656692504883, -1.2669190168380737, -10.179083824157715, -3.4958977699279785, -2.567534923553467, -0.8297158479690552]"
the uncle saved me the bell .,DO,SAVE,THE,for,-45.59745788574219,▁The|▁uncle|▁saved|▁me|▁the|▁bell|.,"[-3.6788957118988037, -13.077665328979492, -9.433656692504883, -3.473717212677002, -4.46738862991333, -9.48602294921875, -1.9801143407821655]"
the minister saved the tea for them .,PD,SAVE,THE,for,-46.75324249267578,▁The|▁minister|▁saved|▁the|▁tea|▁for|▁them|.,"[-3.6788957118988037, -9.807758331298828, -11.616827964782715, -1.4651732444763184, -9.304134368896484, -3.6423542499542236, -6.005586624145508, -1.2325122356414795]"
the minister saved them the tea .,DO,SAVE,THE,for,-45.5272216796875,▁The|▁minister|▁saved|▁them|▁the|▁tea|.,"[-3.6788957118988037, -9.807758331298828, -11.616827964782715, -5.547945022583008, -4.163613319396973, -8.369803428649902, -2.3423776626586914]"
the opponent saved the machine for you .,PD,SAVE,THE,for,-48.64862060546875,▁The|▁oppon|ent|▁saved|▁the|▁machine|▁for|▁you|.,"[-3.6788957118988037, -11.651771545410156, -0.8993584513664246, -11.819872856140137, -1.5251049995422363, -9.248984336853027, -3.7949612140655518, -4.761428356170654, -1.2682421207427979]"
the opponent saved you the machine .,DO,SAVE,THE,for,-51.05012893676758,▁The|▁oppon|ent|▁saved|▁you|▁the|▁machine|.,"[-3.6788957118988037, -11.651771545410156, -0.8993584513664246, -11.819873809814453, -5.857041358947754, -3.8182952404022217, -10.908218383789062, -2.4166762828826904]"
the author saved the ball for you .,PD,SAVE,THE,for,-44.2357177734375,▁The|▁author|▁saved|▁the|▁ball|▁for|▁you|.,"[-3.6788957118988037, -7.047139644622803, -11.54489803314209, -2.221564769744873, -8.134292602539062, -3.0734901428222656, -7.276895046234131, -1.2585407495498657]"
the author saved you the ball .,DO,SAVE,THE,for,-45.23347473144531,▁The|▁author|▁saved|▁you|▁the|▁ball|.,"[-3.6788957118988037, -7.047139644622803, -11.54489803314209, -6.869485855102539, -2.1155850887298584, -11.003114700317383, -2.974353551864624]"
the prince saved the juice for them .,PD,SAVE,THE,for,-46.74867630004883,▁The|▁prince|▁saved|▁the|▁ju|ice|▁for|▁them|.,"[-3.6788957118988037, -10.83607292175293, -9.74994945526123, -1.1617151498794556, -10.353374481201172, -0.9016367197036743, -2.633502960205078, -6.424054145812988, -1.009477138519287]"
the prince saved them the juice .,DO,SAVE,THE,for,-47.013954162597656,▁The|▁prince|▁saved|▁them|▁the|▁ju|ice|.,"[-3.6788957118988037, -10.83607292175293, -9.749950408935547, -5.267157077789307, -5.221696376800537, -9.308772087097168, -0.47478699684143066, -2.4766178131103516]"
the wife saved the salad for them .,PD,SAVE,THE,for,-45.05194854736328,▁The|▁wife|▁saved|▁the|▁sal|ad|▁for|▁them|.,"[-3.6788957118988037, -9.513023376464844, -11.484508514404297, -1.4835608005523682, -7.206185340881348, -1.9276940822601318, -2.2538886070251465, -6.340402603149414, -1.1637905836105347]"
the wife saved them the salad .,DO,SAVE,THE,for,-45.816551208496094,▁The|▁wife|▁saved|▁them|▁the|▁sal|ad|.,"[-3.6788957118988037, -9.513023376464844, -11.48450756072998, -5.659035682678223, -4.566611289978027, -6.831850528717041, -2.046318769454956, -2.0363094806671143]"
the daughter saved the coffee for us .,PD,SAVE,THE,for,-48.63533782958984,▁The|▁daughter|▁saved|▁the|▁coffee|▁for|▁us|.,"[-3.6788957118988037, -9.432022094726562, -13.730141639709473, -1.660146713256836, -9.252350807189941, -4.566533088684082, -5.232111930847168, -1.0831338167190552]"
the daughter saved us the coffee .,DO,SAVE,THE,for,-47.78293228149414,▁The|▁daughter|▁saved|▁us|▁the|▁coffee|.,"[-3.6788957118988037, -9.432022094726562, -13.730143547058105, -6.154722690582275, -4.202861785888672, -8.384263038635254, -2.200021505355835]"
the king saved the candy for him .,PD,SAVE,THE,for,-43.492652893066406,▁The|▁king|▁saved|▁the|▁c|andy|▁for|▁him|.,"[-3.6788957118988037, -8.97679328918457, -9.727123260498047, -1.3377363681793213, -6.140308380126953, -3.73175048828125, -3.809539556503296, -5.207784652709961, -0.8827203512191772]"
the king saved him the candy .,DO,SAVE,THE,for,-43.06417083740234,▁The|▁king|▁saved|▁him|▁the|▁c|andy|.,"[-3.6788957118988037, -8.97679328918457, -9.72712516784668, -4.103018760681152, -4.227930068969727, -6.690540790557861, -3.9399404525756836, -1.7199254035949707]"
the princess saved the salad for you .,PD,SAVE,THE,for,-44.81143951416016,▁The|▁prin|cess|▁saved|▁the|▁sal|ad|▁for|▁you|.,"[-3.6788957118988037, -10.97946548461914, -0.03886023163795471, -7.4278564453125, -1.0292373895645142, -8.75654125213623, -2.1791698932647705, -4.646048545837402, -5.232265472412109, -0.8430989384651184]"
the princess saved you the salad .,DO,SAVE,THE,for,-45.92155838012695,▁The|▁prin|cess|▁saved|▁you|▁the|▁sal|ad|.,"[-3.6788957118988037, -10.97946548461914, -0.03886023163795471, -7.4278564453125, -6.768864154815674, -5.332090377807617, -8.173995971679688, -1.8571010828018188, -1.664428472518921]"
the attorney saved the tea for them .,PD,SAVE,THE,for,-50.08502578735352,▁The|▁att|orney|▁saved|▁the|▁tea|▁for|▁them|.,"[-3.6788957118988037, -8.948784828186035, -1.8549704551696777, -12.060811042785645, -1.7901549339294434, -10.62326717376709, -3.3430845737457275, -6.524650573730469, -1.2604048252105713]"
the attorney saved them the tea .,DO,SAVE,THE,for,-49.104591369628906,▁The|▁att|orney|▁saved|▁them|▁the|▁tea|.,"[-3.6788957118988037, -8.948784828186035, -1.854968786239624, -12.060810089111328, -5.101579666137695, -3.705303192138672, -11.238752365112305, -2.515496015548706]"
the pilot saved the computer for you .,PD,SAVE,THE,for,-44.50786209106445,▁The|▁pilot|▁saved|▁the|▁computer|▁for|▁you|.,"[-3.6788957118988037, -9.353681564331055, -10.594923973083496, -1.3889154195785522, -9.59524917602539, -4.5728583335876465, -4.376801490783691, -0.9465384483337402]"
the pilot saved you the computer .,DO,SAVE,THE,for,-45.56383514404297,▁The|▁pilot|▁saved|▁you|▁the|▁computer|.,"[-3.6788957118988037, -9.353681564331055, -10.594924926757812, -6.758039474487305, -4.4137163162231445, -8.719084739685059, -2.0454909801483154]"
the doctor saved the bowl for us .,PD,SAVE,THE,for,-44.1167221069336,▁The|▁doctor|▁saved|▁the|▁bow|l|▁for|▁us|.,"[-3.6788957118988037, -8.731461524963379, -9.292062759399414, -1.7504374980926514, -10.639626502990723, -1.1000934839248657, -3.0647072792053223, -4.716695785522461, -1.142736792564392]"
the doctor saved us the bowl .,DO,SAVE,THE,for,-44.63802719116211,▁The|▁doctor|▁saved|▁us|▁the|▁bow|l|.,"[-3.6788957118988037, -8.731461524963379, -9.292061805725098, -4.663045883178711, -4.715775966644287, -10.505146980285645, -0.7276925444602966, -2.323946952819824]"
the chief saved the cheese for them .,PD,SAVE,THE,for,-47.93676376342773,▁The|▁chief|▁saved|▁the|▁che|ese|▁for|▁them|.,"[-3.6788957118988037, -8.581487655639648, -14.40304946899414, -1.4396905899047852, -7.649238109588623, -1.541243314743042, -2.819953441619873, -6.753237247467041, -1.0699659585952759]"
the chief saved them the cheese .,DO,SAVE,THE,for,-46.96345520019531,▁The|▁chief|▁saved|▁them|▁the|▁che|ese|.,"[-3.6788957118988037, -8.581487655639648, -14.403050422668457, -4.767795085906982, -4.113626003265381, -8.452149391174316, -1.1364926099777222, -1.829960823059082]"
the cousin saved the juice for him .,PD,SAVE,THE,for,-47.51978302001953,▁The|▁cousin|▁saved|▁the|▁ju|ice|▁for|▁him|.,"[-3.6788957118988037, -12.762985229492188, -11.457025527954102, -1.757125973701477, -9.231053352355957, -1.1164809465408325, -2.351365089416504, -4.077202796936035, -1.0876500606536865]"
the cousin saved him the juice .,DO,SAVE,THE,for,-48.54134750366211,▁The|▁cousin|▁saved|▁him|▁the|▁ju|ice|.,"[-3.6788957118988037, -12.762985229492188, -11.457025527954102, -3.662428140640259, -4.537059783935547, -9.67746639251709, -0.49042510986328125, -2.275057077407837]"
a manager saved a bell for him .,PD,SAVE,A,for,-48.00062942504883,▁A|▁manager|▁saved|▁a|▁bell|▁for|▁him|.,"[-4.20621395111084, -9.854104995727539, -9.610593795776367, -1.7318847179412842, -10.091106414794922, -5.703807353973389, -4.9918532371521, -1.8110648393630981]"
a manager saved him a bell .,DO,SAVE,A,for,-47.19485855102539,▁A|▁manager|▁saved|▁him|▁a|▁bell|.,"[-4.20621395111084, -9.854104995727539, -9.61059284210205, -6.528932094573975, -4.035456657409668, -10.322713851928711, -2.6368441581726074]"
a partner saved a knife for them .,PD,SAVE,A,for,-51.15907669067383,▁A|▁partner|▁saved|▁a|▁kn|ife|▁for|▁them|.,"[-4.20621395111084, -9.659964561462402, -12.596274375915527, -2.3238229751586914, -8.866100311279297, -0.46047770977020264, -4.831096172332764, -6.4430389404296875, -1.772091031074524]"
a partner saved them a knife .,DO,SAVE,A,for,-49.45185852050781,▁A|▁partner|▁saved|▁them|▁a|▁kn|ife|.,"[-4.20621395111084, -9.659964561462402, -12.596271514892578, -6.485476016998291, -4.366575241088867, -8.690349578857422, -0.8580983281135559, -2.5889129638671875]"
an author saved a chocolate for us .,PD,SAVE,A,for,-50.99685287475586,▁An|▁author|▁saved|▁a|▁ch|oc|olate|▁for|▁us|.,"[-6.080687522888184, -6.525688171386719, -11.870702743530273, -1.9853472709655762, -5.9116950035095215, -3.4093852043151855, -0.03557183966040611, -7.038651466369629, -6.268280982971191, -1.8708417415618896]"
an author saved us a chocolate .,DO,SAVE,A,for,-47.275184631347656,▁An|▁author|▁saved|▁us|▁a|▁ch|oc|olate|.,"[-6.080687522888184, -6.525688171386719, -11.870702743530273, -5.842721462249756, -3.0894556045532227, -7.185086727142334, -1.5087192058563232, -0.022900519892573357, -5.149223327636719]"
an actress saved a coffee for us .,PD,SAVE,A,for,-51.67156600952149,▁An|▁actress|▁saved|▁a|▁coffee|▁for|▁us|.,"[-6.080687522888184, -8.335225105285645, -9.64231014251709, -1.8261805772781372, -9.557217597961426, -6.666295528411865, -7.557266712188721, -2.006382703781128]"
an actress saved us a coffee .,DO,SAVE,A,for,-44.602874755859375,▁An|▁actress|▁saved|▁us|▁a|▁coffee|.,"[-6.080687522888184, -8.335225105285645, -9.64231014251709, -5.778419494628906, -3.8460326194763184, -7.742232322692871, -3.1779651641845703]"
a candidate saved a pie for us .,PD,SAVE,A,for,-48.11677169799805,▁A|▁candidate|▁saved|▁a|▁pie|▁for|▁us|.,"[-4.20621395111084, -9.32246208190918, -11.422544479370117, -2.701192855834961, -10.62503433227539, -2.7948157787323, -5.434182167053223, -1.6103242635726929]"
a candidate saved us a pie .,DO,SAVE,A,for,-45.98444366455078,▁A|▁candidate|▁saved|▁us|▁a|▁pie|.,"[-4.20621395111084, -9.32246208190918, -11.422544479370117, -5.6661787033081055, -2.565218925476074, -10.737595558166504, -2.064228057861328]"
a kid saved a coat for me .,PD,SAVE,A,for,-41.56342697143555,▁A|▁kid|▁saved|▁a|▁coat|▁for|▁me|.,"[-4.20621395111084, -8.724475860595703, -9.563549995422363, -2.1196138858795166, -10.627227783203125, -2.458038568496704, -2.1484153270721436, -1.7158913612365723]"
a kid saved me a coat .,DO,SAVE,A,for,-42.72164535522461,▁A|▁kid|▁saved|▁me|▁a|▁coat|.,"[-4.20621395111084, -8.724475860595703, -9.563549041748047, -4.085892677307129, -3.6179261207580566, -10.10515022277832, -2.4184374809265137]"
a priest saved a hat for you .,PD,SAVE,A,for,-42.93374633789063,▁A|▁priest|▁saved|▁a|▁hat|▁for|▁you|.,"[-4.20621395111084, -9.170948028564453, -9.025757789611816, -1.639013409614563, -9.447857856750488, -3.9869115352630615, -4.091069221496582, -1.3659753799438477]"
a priest saved you a hat .,DO,SAVE,A,for,-48.25561141967773,▁A|▁priest|▁saved|▁you|▁a|▁hat|.,"[-4.20621395111084, -9.170948028564453, -9.02575969696045, -8.021560668945312, -5.341293811798096, -10.191405296325684, -2.2984275817871094]"
a lady saved a salad for me .,PD,SAVE,A,for,-43.264530181884766,▁A|▁lady|▁saved|▁a|▁sal|ad|▁for|▁me|.,"[-4.20621395111084, -8.734609603881836, -9.486082077026367, -1.7307655811309814, -8.980770111083984, -2.221311092376709, -3.410597324371338, -2.5566787719726562, -1.9375029802322388]"
a lady saved me a salad .,DO,SAVE,A,for,-41.3361930847168,▁A|▁lady|▁saved|▁me|▁a|▁sal|ad|.,"[-4.20621395111084, -8.734609603881836, -9.486083030700684, -4.025801658630371, -2.597734212875366, -8.27081298828125, -0.9712522625923157, -3.043682336807251]"
an actor saved a beer for them .,PD,SAVE,A,for,-48.659454345703125,▁An|▁actor|▁saved|▁a|▁be|er|▁for|▁them|.,"[-6.080687522888184, -7.308281898498535, -10.046741485595703, -1.7280933856964111, -7.227146625518799, -1.908034086227417, -4.532018184661865, -7.992124080657959, -1.8363254070281982]"
an actor saved them a beer .,DO,SAVE,A,for,-44.795509338378906,▁An|▁actor|▁saved|▁them|▁a|▁be|er|.,"[-6.080687522888184, -7.308281898498535, -10.046740531921387, -7.321618556976318, -4.877365589141846, -6.670222759246826, -0.27476492524147034, -2.215825319290161]"
a cop saved a knife for him .,PD,SAVE,A,for,-47.68392181396485,▁A|▁cop|▁saved|▁a|▁kn|ife|▁for|▁him|.,"[-4.20621395111084, -9.552361488342285, -8.62875747680664, -0.7430610060691833, -9.147910118103027, -0.14076371490955353, -7.075503826141357, -6.327779769897461, -1.861569881439209]"
a cop saved him a knife .,DO,SAVE,A,for,-45.88340759277344,▁A|▁cop|▁saved|▁him|▁a|▁kn|ife|.,"[-4.20621395111084, -9.552361488342285, -8.628758430480957, -5.276247501373291, -6.163202285766602, -8.934903144836426, -0.05250956118106842, -3.069215774536133]"
a manager saved an anchor for you .,PD,SAVE,A,for,-49.86190032958984,▁A|▁manager|▁saved|▁an|▁anchor|▁for|▁you|.,"[-4.20621395111084, -9.854104995727539, -9.610593795776367, -3.9962003231048584, -9.53862476348877, -4.679469108581543, -6.59065580368042, -1.3860355615615845]"
a manager saved you an anchor .,DO,SAVE,A,for,-47.856536865234375,▁A|▁manager|▁saved|▁you|▁an|▁anchor|.,"[-4.20621395111084, -9.854104995727539, -9.61059284210205, -6.85103178024292, -5.2307353019714355, -9.708467483520508, -2.3953919410705566]"
a father saved a hat for it .,PD,SAVE,A,for,-47.0753173828125,▁A|▁father|▁saved|▁a|▁hat|▁for|▁it|.,"[-4.20621395111084, -8.159383773803711, -8.41081714630127, -2.855012893676758, -9.944421768188477, -2.6317248344421387, -9.001679420471191, -1.8660606145858765]"
a father saved it a hat .,DO,SAVE,A,for,-47.26549530029297,▁A|▁father|▁saved|▁it|▁a|▁hat|.,"[-4.20621395111084, -8.159383773803711, -8.410816192626953, -8.807355880737305, -5.242449760437012, -9.400655746459961, -3.038618564605713]"
a captain saved a bottle for us .,PD,SAVE,A,for,-45.26218032836914,▁A|▁captain|▁saved|▁a|▁bott|le|▁for|▁us|.,"[-4.20621395111084, -10.952102661132812, -8.881943702697754, -1.7982027530670166, -8.524734497070312, -0.16041897237300873, -3.6707379817962646, -5.31298828125, -1.7548391819000244]"
a captain saved us a bottle .,DO,SAVE,A,for,-47.673866271972656,▁A|▁captain|▁saved|▁us|▁a|▁bott|le|.,"[-4.20621395111084, -10.952102661132812, -8.881942749023438, -6.307819843292236, -5.237635612487793, -6.21591329574585, -0.005005447659641504, -5.867232322692871]"
an aunt saved a cheese for him .,PD,SAVE,A,for,-50.74057769775391,▁An|▁a|unt|▁saved|▁a|▁che|ese|▁for|▁him|.,"[-6.080687522888184, -6.207032203674316, -4.5503363609313965, -8.517021179199219, -1.8899202346801758, -9.013174057006836, -3.6738762855529785, -5.169315338134766, -3.859772205352783, -1.7794371843338013]"
an aunt saved him a cheese .,DO,SAVE,A,for,-47.67293930053711,▁An|▁a|unt|▁saved|▁him|▁a|▁che|ese|.,"[-6.080687522888184, -6.207032203674316, -4.5503363609313965, -8.517021179199219, -4.286649703979492, -5.556197166442871, -7.6617631912231445, -0.9612818956375122, -3.851968765258789]"
a father saved a hat for them .,PD,SAVE,A,for,-46.68123245239258,▁A|▁father|▁saved|▁a|▁hat|▁for|▁them|.,"[-4.20621395111084, -8.159383773803711, -8.41081714630127, -2.855012893676758, -9.944421768188477, -2.6317248344421387, -8.81171989440918, -1.6619383096694946]"
