ppo,pdo,tpo,tdo
the lady drew the plate for it .,the lady drew it the plate .,a priest showed a knife to you .,a priest showed you a knife .
the daughter kept the ball for them .,the daughter kept them the ball .,a chief fed a pie to it .,a chief fed it a pie .
the teacher kept the coffee for us .,the teacher kept us the coffee .,a chief fed a pie to you .,a chief fed you a pie .
the bishop caught the motor for you .,the bishop caught you the motor .,a chief fed a pie to us .,a chief fed us a pie .
the king kept the cheese for her .,the king kept her the cheese .,a chief fed a pie to you .,a chief fed you a pie .
the princess delivered the candy for me .,the princess delivered me the candy .,a chief fed a pie to him .,a chief fed him a pie .
the uncle purchased the coffee for them .,the uncle purchased them the coffee .,a chief fed a pie to us .,a chief fed us a pie .
the band designed the card for them .,the band designed them the card .,a chief fed a pie to you .,a chief fed you a pie .
the father drew the bell for me .,the father drew me the bell .,a chief fed a pie to you .,a chief fed you a pie .
the minister got the engine for him .,the minister got him the engine .,a chief fed a pie to it .,a chief fed it a pie .
the priest left the cigarette for him .,the priest left him the cigarette .,a chief fed a pie to me .,a chief fed me a pie .
the employer promised the bottle to them .,the employer promised them the bottle .,a reader delivered a salad for us .,a reader delivered us a salad .
the child promised the motor to you .,the child promised you the motor .,a reader delivered a salad for you .,a reader delivered you a salad .
the actress supplied the chicken to him .,the actress supplied him the chicken .,a reader delivered a salad for you .,a reader delivered you a salad .
the chief threw the chocolate to you .,the chief threw you the chocolate .,a reader delivered a salad for him .,a reader delivered him a salad .
the daughter promised the coffee to you .,the daughter promised you the coffee .,a reader delivered a salad for them .,a reader delivered them a salad .
the teacher supplied the iron to you .,the teacher supplied you the iron .,a reader delivered a salad for you .,a reader delivered you a salad .
the father supplied the juice to me .,the father supplied me the juice .,a reader delivered a salad for them .,a reader delivered them a salad .
the employer supplied the television to you .,the employer supplied you the television .,a reader delivered a salad for them .,a reader delivered them a salad .
the attorney supplied the coffee to them .,the attorney supplied them the coffee .,a reader delivered a salad for you .,a reader delivered you a salad .
the daughter showed the anchor to you .,the daughter showed you the anchor .,a reader delivered a salad for him .,a reader delivered him a salad .
a parent caught a log for him .,a parent caught him a log .,the husband gave the pie to you .,the husband gave you the pie .
a teacher bought a tea for me .,a teacher bought me a tea .,the husband gave the pie to them .,the husband gave them the pie .
an attorney made a camera for him .,an attorney made him a camera .,the husband gave the pie to me .,the husband gave me the pie .
an adult left a beer for you .,an adult left you a beer .,the husband gave the pie to you .,the husband gave you the pie .
a professor made a knife for them .,a professor made them a knife .,the husband gave the pie to you .,the husband gave you the pie .
a priest purchased a plate for them .,a priest purchased them a plate .,the husband gave the pie to you .,the husband gave you the pie .
a daughter found a juice for her .,a daughter found her a juice .,the husband gave the pie to her .,the husband gave her the pie .
a child saved a tea for me .,a child saved me a tea .,the husband gave the pie to us .,the husband gave us the pie .
an employee saved a juice for you .,an employee saved you a juice .,the husband gave the pie to you .,the husband gave you the pie .
a worker left a meal for it .,a worker left it a meal .,the husband gave the pie to them .,the husband gave them the pie .
the girl made the computer for him .,the girl made him the computer .,a wife threw a chocolate to you .,a wife threw you a chocolate .
the soldier purchased the anchor for you .,the soldier purchased you the anchor .,a wife threw a chocolate to me .,a wife threw me a chocolate .
the worker saved the coffee for me .,the worker saved me the coffee .,a wife threw a chocolate to you .,a wife threw you a chocolate .
the chief got the beer for it .,the chief got it the beer .,a wife threw a chocolate to us .,a wife threw us a chocolate .
the manager saved the hat for you .,the manager saved you the hat .,a wife threw a chocolate to me .,a wife threw me a chocolate .
the princess kept the beer for us .,the princess kept us the beer .,a wife threw a chocolate to us .,a wife threw us a chocolate .
the lady made the engine for you .,the lady made you the engine .,a wife threw a chocolate to me .,a wife threw me a chocolate .
the employee made the coat for you .,the employee made you the coat .,a wife threw a chocolate to them .,a wife threw them a chocolate .
the cop drew the crystal for us .,the cop drew us the crystal .,a wife threw a chocolate to you .,a wife threw you a chocolate .
the buddy bought the coffee for you .,the buddy bought you the coffee .,a wife threw a chocolate to me .,a wife threw me a chocolate .
an aunt supplied a chicken to you .,an aunt supplied you a chicken .,the man made the guitar for me .,the man made me the guitar .
a kid brought a chocolate to us .,a kid brought us a chocolate .,the man made the guitar for us .,the man made us the guitar .
a parent showed a beer to you .,a parent showed you a beer .,the man made the guitar for you .,the man made you the guitar .
a professor promised a chicken to me .,a professor promised me a chicken .,the man made the guitar for them .,the man made them the guitar .
a guest threw a book to you .,a guest threw you a book .,the man made the guitar for us .,the man made us the guitar .
a cousin threw a candy to you .,a cousin threw you a candy .,the man made the guitar for him .,the man made him the guitar .
an author showed a beer to you .,an author showed you a beer .,the man made the guitar for us .,the man made us the guitar .
an actress showed a juice to you .,an actress showed you a juice .,the man made the guitar for you .,the man made you the guitar .
a brother threw a salad to us .,a brother threw us a salad .,the man made the guitar for you .,the man made you the guitar .
a pilot sent a plate to her .,a pilot sent her a plate .,the man made the guitar for us .,the man made us the guitar .
an opponent delivered a knife for you .,an opponent delivered you a knife .,the parent sold the juice to me .,the parent sold me the juice .
an aunt caught a computer for you .,an aunt caught you a computer .,the parent sold the juice to you .,the parent sold you the juice .
a kid kept an iron for it .,a kid kept it an iron .,the parent sold the juice to us .,the parent sold us the juice .
an opponent drew a knife for them .,an opponent drew them a knife .,the parent sold the juice to us .,the parent sold us the juice .
a woman found a plate for me .,a woman found me a plate .,the parent sold the juice to us .,the parent sold us the juice .
a lady left a plate for them .,a lady left them a plate .,the parent sold the juice to us .,the parent sold us the juice .
a chief saved a candy for me .,a chief saved me a candy .,the parent sold the juice to you .,the parent sold you the juice .
an administration designed a cigarette for it .,an administration designed it a cigarette .,the parent sold the juice to him .,the parent sold him the juice .
a sheriff caught a camera for me .,a sheriff caught me a camera .,the parent sold the juice to her .,the parent sold her the juice .
a nurse drew a crystal for you .,a nurse drew you a crystal .,the parent sold the juice to you .,the parent sold you the juice .
a scientist designed a log for me .,a scientist designed me a log .,the champion showed the bag to you .,the champion showed you the bag .
a captain designed an engine for him .,a captain designed him an engine .,the champion showed the bag to you .,the champion showed you the bag .
a reader made a crystal for her .,a reader made her a crystal .,the champion showed the bag to her .,the champion showed her the bag .
a leader caught an engine for them .,a leader caught them an engine .,the champion showed the bag to us .,the champion showed us the bag .
an attorney kept a coffee for it .,an attorney kept it a coffee .,the champion showed the bag to me .,the champion showed me the bag .
a minister purchased a motor for it .,a minister purchased it a motor .,the champion showed the bag to it .,the champion showed it the bag .
a writer saved a crystal for it .,a writer saved it a crystal .,the champion showed the bag to you .,the champion showed you the bag .
a son made a ball for you .,a son made you a ball .,the champion showed the bag to me .,the champion showed me the bag .
a guy drew a glass for me .,a guy drew me a glass .,the champion showed the bag to her .,the champion showed her the bag .
a sheriff left a meal for us .,a sheriff left us a meal .,the champion showed the bag to them .,the champion showed them the bag .
a teacher gave a beer to them .,a teacher gave them a beer .,the prince made the ball for you .,the prince made you the ball .
an opponent sent a chicken to us .,an opponent sent us a chicken .,the prince made the ball for you .,the prince made you the ball .
a pilot took a computer to you .,a pilot took you a computer .,the prince made the ball for him .,the prince made him the ball .
a woman took a plate to you .,a woman took you a plate .,the prince made the ball for you .,the prince made you the ball .
a writer sent a beer to them .,a writer sent them a beer .,the prince made the ball for him .,the prince made him the ball .
a winner showed a candy to him .,a winner showed him a candy .,the prince made the ball for you .,the prince made you the ball .
a president took a telephone to us .,a president took us a telephone .,the prince made the ball for her .,the prince made her the ball .
a scientist gave a pie to me .,a scientist gave me a pie .,the prince made the ball for it .,the prince made it the ball .
a student showed a beer to it .,a student showed it a beer .,the prince made the ball for me .,the prince made me the ball .
an adult brought a meal to me .,an adult brought me a meal .,the prince made the ball for you .,the prince made you the ball .
a student caught a motor for us .,a student caught us a motor .,the president fed the meal to it .,the president fed it the meal .
a buddy left a cheese for it .,a buddy left it a cheese .,the president fed the meal to her .,the president fed her the meal .
a wife found a knife for you .,a wife found you a knife .,the president fed the meal to us .,the president fed us the meal .
a lady drew a ball for you .,a lady drew you a ball .,the president fed the meal to him .,the president fed him the meal .
an actor drew a wire for us .,an actor drew us a wire .,the president fed the meal to us .,the president fed us the meal .
a parent kept a chocolate for us .,a parent kept us a chocolate .,the president fed the meal to you .,the president fed you the meal .
a professor left a cheese for us .,a professor left us a cheese .,the president fed the meal to me .,the president fed me the meal .
a singer purchased a juice for you .,a singer purchased you a juice .,the president fed the meal to me .,the president fed me the meal .
a pilot drew a telephone for them .,a pilot drew them a telephone .,the president fed the meal to him .,the president fed him the meal .
an author caught a glass for them .,an author caught them a glass .,the president fed the meal to me .,the president fed me the meal .
the scientist purchased the candy for you .,the scientist purchased you the candy .,a buddy sent a motor to me .,a buddy sent me a motor .
the priest purchased the juice for me .,the priest purchased me the juice .,a buddy sent a motor to him .,a buddy sent him a motor .
the company designed the gun for them .,the company designed them the gun .,a buddy sent a motor to us .,a buddy sent us a motor .
the writer caught the television for them .,the writer caught them the television .,a buddy sent a motor to me .,a buddy sent me a motor .
the captain made the bell for us .,the captain made us the bell .,a buddy sent a motor to them .,a buddy sent them a motor .
the attorney left the salad for it .,the attorney left it the salad .,a buddy sent a motor to him .,a buddy sent him a motor .
the nurse purchased the beer for her .,the nurse purchased her the beer .,a buddy sent a motor to me .,a buddy sent me a motor .
the sheriff kept the tea for you .,the sheriff kept you the tea .,a buddy sent a motor to him .,a buddy sent him a motor .
the kid kept the computer for us .,the kid kept us the computer .,a buddy sent a motor to them .,a buddy sent them a motor .
the soldier saved the chocolate for you .,the soldier saved you the chocolate .,a buddy sent a motor to you .,a buddy sent you a motor .
a princess supplied a flower to you .,a princess supplied you a flower .,the student purchased the tea for us .,the student purchased us the tea .
a writer supplied a meal to you .,a writer supplied you a meal .,the student purchased the tea for them .,the student purchased them the tea .
a hero sent a juice to him .,a hero sent him a juice .,the student purchased the tea for it .,the student purchased it the tea .
a son sent a meal to me .,a son sent me a meal .,the student purchased the tea for you .,the student purchased you the tea .
a leader supplied a cigarette to us .,a leader supplied us a cigarette .,the student purchased the tea for them .,the student purchased them the tea .
a brother brought a beer to her .,a brother brought her a beer .,the student purchased the tea for him .,the student purchased him the tea .
a colonel took a button to you .,a colonel took you a button .,the student purchased the tea for us .,the student purchased us the tea .
an employee supplied a juice to you .,an employee supplied you a juice .,the student purchased the tea for you .,the student purchased you the tea .
a writer took an instrument to you .,a writer took you an instrument .,the student purchased the tea for me .,the student purchased me the tea .
a kid supplied a beer to them .,a kid supplied them a beer .,the student purchased the tea for you .,the student purchased you the tea .
the writer took the plate to them .,the writer took them the plate .,a husband drew a guitar for it .,a husband drew it a guitar .
the lawyer showed the pie to them .,the lawyer showed them the pie .,a husband drew a guitar for me .,a husband drew me a guitar .
the physician sold the coffee to it .,the physician sold it the coffee .,a husband drew a guitar for her .,a husband drew her a guitar .
the cousin took the knife to him .,the cousin took him the knife .,a husband drew a guitar for you .,a husband drew you a guitar .
the mayor gave the juice to you .,the mayor gave you the juice .,a husband drew a guitar for you .,a husband drew you a guitar .
the winner supplied the tea to them .,the winner supplied them the tea .,a husband drew a guitar for her .,a husband drew her a guitar .
the scientist sent the salad to him .,the scientist sent him the salad .,a husband drew a guitar for him .,a husband drew him a guitar .
the leader took the motor to you .,the leader took you the motor .,a husband drew a guitar for me .,a husband drew me a guitar .
the bishop showed the chocolate to you .,the bishop showed you the chocolate .,a husband drew a guitar for him .,a husband drew him a guitar .
the opponent sent the chocolate to them .,the opponent sent them the chocolate .,a husband drew a guitar for me .,a husband drew me a guitar .
the doctor fed the chocolate to you .,the doctor fed you the chocolate .,an employer made a motor for it .,an employer made it a motor .
the buddy showed the salad to them .,the buddy showed them the salad .,an employer made a motor for them .,an employer made them a motor .
the friend promised the chocolate to us .,the friend promised us the chocolate .,an employer made a motor for you .,an employer made you a motor .
the champion threw the coffee to me .,the champion threw me the coffee .,an employer made a motor for us .,an employer made us a motor .
the physician sold the beer to us .,the physician sold us the beer .,an employer made a motor for me .,an employer made me a motor .
the king sent the tea to him .,the king sent him the tea .,an employer made a motor for him .,an employer made him a motor .
the lawyer brought the candy to him .,the lawyer brought him the candy .,an employer made a motor for us .,an employer made us a motor .
the son fed the chicken to us .,the son fed us the chicken .,an employer made a motor for you .,an employer made you a motor .
the woman fed the cheese to him .,the woman fed him the cheese .,an employer made a motor for you .,an employer made you a motor .
the father gave the hat to me .,the father gave me the hat .,an employer made a motor for her .,an employer made her a motor .
the daughter drew the machine for you .,the daughter drew you the machine .,a princess supplied a salad to him .,a princess supplied him a salad .
the lawyer got the meal for it .,the lawyer got it the meal .,a princess supplied a salad to him .,a princess supplied him a salad .
the professor got the beer for you .,the professor got you the beer .,a princess supplied a salad to them .,a princess supplied them a salad .
the employee left the computer for me .,the employee left me the computer .,a princess supplied a salad to you .,a princess supplied you a salad .
the manager drew the anchor for them .,the manager drew them the anchor .,a princess supplied a salad to them .,a princess supplied them a salad .
the husband left the telephone for me .,the husband left me the telephone .,a princess supplied a salad to her .,a princess supplied her a salad .
the manager purchased the cheese for you .,the manager purchased you the cheese .,a princess supplied a salad to us .,a princess supplied us a salad .
the student left the juice for me .,the student left me the juice .,a princess supplied a salad to us .,a princess supplied us a salad .
the guy saved the book for them .,the guy saved them the book .,a princess supplied a salad to me .,a princess supplied me a salad .
the champion delivered the chicken for you .,the champion delivered you the chicken .,a princess supplied a salad to him .,a princess supplied him a salad .
the woman promised the computer to us .,the woman promised us the computer .,an adult drew a gun for us .,an adult drew us a gun .
the captain brought the jacket to you .,the captain brought you the jacket .,an adult drew a gun for you .,an adult drew you a gun .
the physician supplied the coffee to me .,the physician supplied me the coffee .,an adult drew a gun for you .,an adult drew you a gun .
the physician showed the juice to me .,the physician showed me the juice .,an adult drew a gun for us .,an adult drew us a gun .
the worker sold the chicken to us .,the worker sold us the chicken .,an adult drew a gun for it .,an adult drew it a gun .
the actress sent the candy to you .,the actress sent you the candy .,an adult drew a gun for you .,an adult drew you a gun .
the candidate brought the candy to you .,the candidate brought you the candy .,an adult drew a gun for him .,an adult drew him a gun .
the lady showed the coffee to you .,the lady showed you the coffee .,an adult drew a gun for me .,an adult drew me a gun .
the student promised the instrument to him .,the student promised him the instrument .,an adult drew a gun for me .,an adult drew me a gun .
the professor took the coat to him .,the professor took him the coat .,an adult drew a gun for me .,an adult drew me a gun .
a partner fed a pie to her .,a partner fed her a pie .,the opponent purchased the knife for us .,the opponent purchased us the knife .
a writer sent a chicken to you .,a writer sent you a chicken .,the opponent purchased the knife for it .,the opponent purchased it the knife .
a cousin promised a meal to you .,a cousin promised you a meal .,the opponent purchased the knife for him .,the opponent purchased him the knife .
a candidate promised a juice to us .,a candidate promised us a juice .,the opponent purchased the knife for you .,the opponent purchased you the knife .
a guy sent a coffee to you .,a guy sent you a coffee .,the opponent purchased the knife for you .,the opponent purchased you the knife .
a sheriff took a log to us .,a sheriff took us a log .,the opponent purchased the knife for him .,the opponent purchased him the knife .
an employee gave a meal to him .,an employee gave him a meal .,the opponent purchased the knife for it .,the opponent purchased it the knife .
a partner took a cup to them .,a partner took them a cup .,the opponent purchased the knife for you .,the opponent purchased you the knife .
a bishop supplied a cheese to it .,a bishop supplied it a cheese .,the opponent purchased the knife for me .,the opponent purchased me the knife .
a teacher promised a chocolate to you .,a teacher promised you a chocolate .,the opponent purchased the knife for him .,the opponent purchased him the knife .
an opponent got a chocolate for me .,an opponent got me a chocolate .,the kid promised the tea to them .,the kid promised them the tea .
a friend left a chocolate for us .,a friend left us a chocolate .,the kid promised the tea to it .,the kid promised it the tea .
a lady purchased a chocolate for him .,a lady purchased him a chocolate .,the kid promised the tea to you .,the kid promised you the tea .
a singer got a beer for you .,a singer got you a beer .,the kid promised the tea to it .,the kid promised it the tea .
a priest saved a pie for it .,a priest saved it a pie .,the kid promised the tea to me .,the kid promised me the tea .
an actor saved a beer for me .,an actor saved me a beer .,the kid promised the tea to us .,the kid promised us the tea .
a writer made a flower for it .,a writer made it a flower .,the kid promised the tea to it .,the kid promised it the tea .
a hero bought a coat for him .,a hero bought him a coat .,the kid promised the tea to you .,the kid promised you the tea .
a partner drew a bowl for me .,a partner drew me a bowl .,the kid promised the tea to you .,the kid promised you the tea .
a buddy bought a meal for them .,a buddy bought them a meal .,the kid promised the tea to him .,the kid promised him the tea .
an opponent threw a pot to you .,an opponent threw you a pot .,the minister delivered the beer for you .,the minister delivered you the beer .
a parent threw a flower to it .,a parent threw it a flower .,the minister delivered the beer for you .,the minister delivered you the beer .
a sheriff promised a tea to me .,a sheriff promised me a tea .,the minister delivered the beer for you .,the minister delivered you the beer .
a sheriff promised an engine to them .,a sheriff promised them an engine .,the minister delivered the beer for us .,the minister delivered us the beer .
a candidate supplied a cheese to me .,a candidate supplied me a cheese .,the minister delivered the beer for him .,the minister delivered him the beer .
a parent supplied a tea to me .,a parent supplied me a tea .,the minister delivered the beer for you .,the minister delivered you the beer .
a daughter sold a telephone to it .,a daughter sold it a telephone .,the minister delivered the beer for me .,the minister delivered me the beer .
a nurse supplied a juice to them .,a nurse supplied them a juice .,the minister delivered the beer for it .,the minister delivered it the beer .
an aunt sold a candy to us .,an aunt sold us a candy .,the minister delivered the beer for them .,the minister delivered them the beer .
a secretary promised a coffee to me .,a secretary promised me a coffee .,the minister delivered the beer for you .,the minister delivered you the beer .
a husband left a candy for it .,a husband left it a candy .,the teacher showed the newspaper to me .,the teacher showed me the newspaper .
a child got a beer for me .,a child got me a beer .,the teacher showed the newspaper to them .,the teacher showed them the newspaper .
a lady purchased a meal for you .,a lady purchased you a meal .,the teacher showed the newspaper to you .,the teacher showed you the newspaper .
a leader made a computer for us .,a leader made us a computer .,the teacher showed the newspaper to me .,the teacher showed me the newspaper .
a bishop left an anchor for you .,a bishop left you an anchor .,the teacher showed the newspaper to him .,the teacher showed him the newspaper .
a captain purchased a cigarette for you .,a captain purchased you a cigarette .,the teacher showed the newspaper to us .,the teacher showed us the newspaper .
a pilot found a wire for you .,a pilot found you a wire .,the teacher showed the newspaper to you .,the teacher showed you the newspaper .
a captain made a plate for you .,a captain made you a plate .,the teacher showed the newspaper to us .,the teacher showed us the newspaper .
a wife drew a log for me .,a wife drew me a log .,the teacher showed the newspaper to us .,the teacher showed us the newspaper .
an author caught a cup for you .,an author caught you a cup .,the teacher showed the newspaper to you .,the teacher showed you the newspaper .
a colonel left a beer for you .,a colonel left you a beer .,the secretary brought the engine to them .,the secretary brought them the engine .
a professor kept a beer for us .,a professor kept us a beer .,the secretary brought the engine to it .,the secretary brought it the engine .
a guy made a newspaper for you .,a guy made you a newspaper .,the secretary brought the engine to you .,the secretary brought you the engine .
a band designed a newspaper for us .,a band designed us a newspaper .,the secretary brought the engine to you .,the secretary brought you the engine .
a chief purchased a meal for it .,a chief purchased it a meal .,the secretary brought the engine to us .,the secretary brought us the engine .
a father found a cup for us .,a father found us a cup .,the secretary brought the engine to us .,the secretary brought us the engine .
a brother made a ball for her .,a brother made her a ball .,the secretary brought the engine to him .,the secretary brought him the engine .
a reader bought a chicken for you .,a reader bought you a chicken .,the secretary brought the engine to us .,the secretary brought us the engine .
a guest left a tea for him .,a guest left him a tea .,the secretary brought the engine to us .,the secretary brought us the engine .
a daughter caught a cigarette for us .,a daughter caught us a cigarette .,the secretary brought the engine to me .,the secretary brought me the engine .
an adult found a pie for us .,an adult found us a pie .,the mayor supplied the coffee to you .,the mayor supplied you the coffee .
a guy purchased a beer for us .,a guy purchased us a beer .,the mayor supplied the coffee to it .,the mayor supplied it the coffee .
a hero got a hat for you .,a hero got you a hat .,the mayor supplied the coffee to you .,the mayor supplied you the coffee .
a guy purchased a juice for you .,a guy purchased you a juice .,the mayor supplied the coffee to her .,the mayor supplied her the coffee .
a prince kept a salad for me .,a prince kept me a salad .,the mayor supplied the coffee to it .,the mayor supplied it the coffee .
a friend bought a coat for them .,a friend bought them a coat .,the mayor supplied the coffee to it .,the mayor supplied it the coffee .
a doctor caught a guitar for you .,a doctor caught you a guitar .,the mayor supplied the coffee to us .,the mayor supplied us the coffee .
a scientist saved a coat for her .,a scientist saved her a coat .,the mayor supplied the coffee to us .,the mayor supplied us the coffee .
a student kept a key for it .,a student kept it a key .,the mayor supplied the coffee to you .,the mayor supplied you the coffee .
a lady made a motor for him .,a lady made him a motor .,the mayor supplied the coffee to him .,the mayor supplied him the coffee .
the attorney drew the bottle for us .,the attorney drew us the bottle .,a manager threw a candy to you .,a manager threw you a candy .
the adult left the button for him .,the adult left him the button .,a manager threw a candy to us .,a manager threw us a candy .
the soldier designed the computer for it .,the soldier designed it the computer .,a manager threw a candy to you .,a manager threw you a candy .
the candidate delivered the coffee for them .,the candidate delivered them the coffee .,a manager threw a candy to you .,a manager threw you a candy .
the reader left the juice for us .,the reader left us the juice .,a manager threw a candy to him .,a manager threw him a candy .
the champion saved the coffee for me .,the champion saved me the coffee .,a manager threw a candy to you .,a manager threw you a candy .
the secretary made the iron for it .,the secretary made it the iron .,a manager threw a candy to you .,a manager threw you a candy .
the aunt delivered the beer for it .,the aunt delivered it the beer .,a manager threw a candy to you .,a manager threw you a candy .
the mother found the coffee for me .,the mother found me the coffee .,a manager threw a candy to them .,a manager threw them a candy .
the bishop left the salad for him .,the bishop left him the salad .,a manager threw a candy to me .,a manager threw me a candy .
the priest drew the log for me .,the priest drew me the log .,a nurse showed a cigarette to it .,a nurse showed it a cigarette .
the colonel bought the glass for you .,the colonel bought you the glass .,a nurse showed a cigarette to me .,a nurse showed me a cigarette .
the manager caught the engine for me .,the manager caught me the engine .,a nurse showed a cigarette to it .,a nurse showed it a cigarette .
the aunt made the hat for you .,the aunt made you the hat .,a nurse showed a cigarette to her .,a nurse showed her a cigarette .
the band designed the motor for us .,the band designed us the motor .,a nurse showed a cigarette to you .,a nurse showed you a cigarette .
the attorney left the coffee for me .,the attorney left me the coffee .,a nurse showed a cigarette to them .,a nurse showed them a cigarette .
the woman made the machine for me .,the woman made me the machine .,a nurse showed a cigarette to him .,a nurse showed him a cigarette .
the boy left the cheese for him .,the boy left him the cheese .,a nurse showed a cigarette to us .,a nurse showed us a cigarette .
the priest found the juice for you .,the priest found you the juice .,a nurse showed a cigarette to me .,a nurse showed me a cigarette .
the brother purchased the ball for it .,the brother purchased it the ball .,a nurse showed a cigarette to her .,a nurse showed her a cigarette .
a sheriff brought a bowl to you .,a sheriff brought you a bowl .,the winner kept the log for them .,the winner kept them the log .
an employer brought an anchor to them .,an employer brought them an anchor .,the winner kept the log for them .,the winner kept them the log .
a king sent a tea to me .,a king sent me a tea .,the winner kept the log for me .,the winner kept me the log .
a secretary sent a bell to us .,a secretary sent us a bell .,the winner kept the log for us .,the winner kept us the log .
a bishop fed a cheese to them .,a bishop fed them a cheese .,the winner kept the log for us .,the winner kept us the log .
a captain sold a beer to you .,a captain sold you a beer .,the winner kept the log for you .,the winner kept you the log .
a student threw a guitar to me .,a student threw me a guitar .,the winner kept the log for you .,the winner kept you the log .
a daughter sold a chicken to it .,a daughter sold it a chicken .,the winner kept the log for me .,the winner kept me the log .
an actress sold a juice to him .,an actress sold him a juice .,the winner kept the log for you .,the winner kept you the log .
a woman brought a bell to us .,a woman brought us a bell .,the winner kept the log for her .,the winner kept her the log .
a hero promised a glass to him .,a hero promised him a glass .,the candidate saved the coffee for us .,the candidate saved us the coffee .
an attorney showed a pie to you .,an attorney showed you a pie .,the candidate saved the coffee for it .,the candidate saved it the coffee .
a professor supplied a meal to us .,a professor supplied us a meal .,the candidate saved the coffee for me .,the candidate saved me the coffee .
a pilot brought a juice to you .,a pilot brought you a juice .,the candidate saved the coffee for you .,the candidate saved you the coffee .
a champion brought a juice to you .,a champion brought you a juice .,the candidate saved the coffee for him .,the candidate saved him the coffee .
a girl gave a beer to you .,a girl gave you a beer .,the candidate saved the coffee for him .,the candidate saved him the coffee .
a woman supplied a cheese to us .,a woman supplied us a cheese .,the candidate saved the coffee for you .,the candidate saved you the coffee .
an attorney brought a salad to us .,an attorney brought us a salad .,the candidate saved the coffee for you .,the candidate saved you the coffee .
a partner promised a beer to her .,a partner promised her a beer .,the candidate saved the coffee for it .,the candidate saved it the coffee .
a parent sold a beer to them .,a parent sold them a beer .,the candidate saved the coffee for us .,the candidate saved us the coffee .
an administration designed a wire for me .,an administration designed me a wire .,the teacher fed the chicken to him .,the teacher fed him the chicken .
a bishop kept a bowl for me .,a bishop kept me a bowl .,the teacher fed the chicken to me .,the teacher fed me the chicken .
an employee drew a motor for it .,an employee drew it a motor .,the teacher fed the chicken to you .,the teacher fed you the chicken .
a woman saved a hat for me .,a woman saved me a hat .,the teacher fed the chicken to him .,the teacher fed him the chicken .
a king left a flower for it .,a king left it a flower .,the teacher fed the chicken to it .,the teacher fed it the chicken .
an employee drew a button for me .,an employee drew me a button .,the teacher fed the chicken to me .,the teacher fed me the chicken .
a winner left a beer for you .,a winner left you a beer .,the teacher fed the chicken to us .,the teacher fed us the chicken .
a president left a chocolate for her .,a president left her a chocolate .,the teacher fed the chicken to me .,the teacher fed me the chicken .
a man found a salad for him .,a man found him a salad .,the teacher fed the chicken to it .,the teacher fed it the chicken .
a bishop got a cheese for me .,a bishop got me a cheese .,the teacher fed the chicken to it .,the teacher fed it the chicken .
the manager bought the beer for it .,the manager bought it the beer .,a chief brought a chicken to him .,a chief brought him a chicken .
the actor found the cheese for me .,the actor found me the cheese .,a chief brought a chicken to her .,a chief brought her a chicken .
the manager purchased the chocolate for me .,the manager purchased me the chocolate .,a chief brought a chicken to you .,a chief brought you a chicken .
the brother saved the beer for me .,the brother saved me the beer .,a chief brought a chicken to me .,a chief brought me a chicken .
the opponent caught the machine for you .,the opponent caught you the machine .,a chief brought a chicken to us .,a chief brought us a chicken .
the partner drew the key for you .,the partner drew you the key .,a chief brought a chicken to him .,a chief brought him a chicken .
the guest left the motor for me .,the guest left me the motor .,a chief brought a chicken to me .,a chief brought me a chicken .
the employer drew the telephone for me .,the employer drew me the telephone .,a chief brought a chicken to them .,a chief brought them a chicken .
the son drew the iron for them .,the son drew them the iron .,a chief brought a chicken to them .,a chief brought them a chicken .
the princess bought the juice for him .,the princess bought him the juice .,a chief brought a chicken to him .,a chief brought him a chicken .
an actor saved a bag for them .,an actor saved them a bag .,the husband brought the juice to him .,the husband brought him the juice .
a sheriff drew an iron for it .,a sheriff drew it an iron .,the husband brought the juice to you .,the husband brought you the juice .
a partner left a beer for her .,a partner left her a beer .,the husband brought the juice to us .,the husband brought us the juice .
a child drew a jacket for me .,a child drew me a jacket .,the husband brought the juice to them .,the husband brought them the juice .
a colonel left a cheese for you .,a colonel left you a cheese .,the husband brought the juice to you .,the husband brought you the juice .
an employer kept a meal for you .,an employer kept you a meal .,the husband brought the juice to it .,the husband brought it the juice .
a champion drew a bottle for you .,a champion drew you a bottle .,the husband brought the juice to you .,the husband brought you the juice .
a bishop drew a machine for her .,a bishop drew her a machine .,the husband brought the juice to them .,the husband brought them the juice .
a company designed a motor for us .,a company designed us a motor .,the husband brought the juice to them .,the husband brought them the juice .
a mother made a pot for it .,a mother made it a pot .,the husband brought the juice to them .,the husband brought them the juice .
the bishop designed the crystal for us .,the bishop designed us the crystal .,a brother sent a chicken to it .,a brother sent it a chicken .
the girl found the coffee for me .,the girl found me the coffee .,a brother sent a chicken to you .,a brother sent you a chicken .
the business designed the engine for him .,the business designed him the engine .,a brother sent a chicken to me .,a brother sent me a chicken .
the sheriff bought the juice for us .,the sheriff bought us the juice .,a brother sent a chicken to you .,a brother sent you a chicken .
the guy bought the box for us .,the guy bought us the box .,a brother sent a chicken to him .,a brother sent him a chicken .
the actress found the chocolate for him .,the actress found him the chocolate .,a brother sent a chicken to us .,a brother sent us a chicken .
the parent designed the bowl for me .,the parent designed me the bowl .,a brother sent a chicken to us .,a brother sent us a chicken .
the worker purchased the book for you .,the worker purchased you the book .,a brother sent a chicken to him .,a brother sent him a chicken .
