text,structure,verb,det,prep,tokens,log_prob_tokens,log_prob
a king designed a daughter a plate .,DO,DESIGN,A,for,"['A', ' king', ' designed', ' a', ' daughter', ' a', ' plate', '.']","[-4.116546, -9.58169, -10.852072, -2.175959, -10.005309, -4.1072783, -9.534455, -2.8369796]",-53.21028518676758
a pilot designed a ball for a winner .,PD,DESIGN,A,for,"['A', ' pilot', ' designed', ' a', ' ball', ' for', ' a', ' winner', '.']","[-4.116546, -8.236963, -7.9717884, -5.356435, -9.2626, -3.6754885, -2.0870929, -10.324378, -1.7549707]",-52.78626251220703
a pilot designed a winner a ball .,DO,DESIGN,A,for,"['A', ' pilot', ' designed', ' a', ' winner', ' a', ' ball', '.']","[-4.116546, -8.236963, -7.9717884, -5.356435, -11.524319, -6.4916945, -9.968316, -3.7869327]",-57.45299530029297
an administration designed a bowl for a club .,PD,DESIGN,A,for,"['An', ' administration', ' designed', ' a', ' bowl', ' for', ' a', ' club', '.']","[-6.034515, -9.611116, -8.083667, -6.382984, -9.954169, -2.625814, -2.1402488, -7.9017115, -3.265067]",-55.999290466308594
an administration designed a club a bowl .,DO,DESIGN,A,for,"['An', ' administration', ' designed', ' a', ' club', ' a', ' bowl', '.']","[-6.034515, -9.611116, -8.083667, -6.382984, -8.60456, -6.201932, -9.690489, -3.7834778]",-58.392738342285156
a buddy designed a box for an actress .,PD,DESIGN,A,for,"['A', ' buddy', ' designed', ' a', ' box', ' for', ' an', ' actress', '.']","[-4.116546, -10.491358, -11.25561, -0.8833593, -6.791936, -1.1899667, -4.628855, -11.341759, -2.8674943]",-53.566890716552734
a buddy designed an actress a box .,DO,DESIGN,A,for,"['A', ' buddy', ' designed', ' an', ' actress', ' a', ' box', '.']","[-4.116546, -10.491358, -11.25561, -3.0083594, -12.990761, -3.4317136, -7.0973873, -3.237224]",-55.62895584106445
an administration designed a motor for a business .,PD,DESIGN,A,for,"['An', ' administration', ' designed', ' a', ' motor', ' for', ' a', ' business', '.']","[-6.034515, -9.611116, -8.083667, -6.382984, -8.659247, -3.8150568, -1.1103694, -7.6287203, -3.3728182]",-54.69849395751953
an administration designed a business a motor .,DO,DESIGN,A,for,"['An', ' administration', ' designed', ' a', ' business', ' a', ' motor', '.']","[-6.034515, -9.611116, -8.083667, -6.382984, -6.22956, -7.379506, -8.924015, -5.880923]",-58.52628707885742
a band designed a flower for an administration .,PD,DESIGN,A,for,"['A', ' band', ' designed', ' a', ' flower', ' for', ' an', ' administration', '.']","[-4.116546, -8.983057, -7.6895485, -6.4418626, -8.152783, -3.08659, -4.0938673, -10.145773, -3.9429898]",-56.65301513671875
a band designed an administration a flower .,DO,DESIGN,A,for,"['A', ' band', ' designed', ' an', ' administration', ' a', ' flower', '.']","[-4.116546, -8.983057, -7.6895485, -8.293426, -11.851546, -6.3595324, -9.626261, -3.6320612]",-60.55197525024414
a club designed a coat for a business .,PD,DESIGN,A,for,"['A', ' club', ' designed', ' a', ' coat', ' for', ' a', ' business', '.']","[-4.116546, -9.1783695, -6.129469, -7.920441, -8.407178, -1.5879124, -1.7294937, -8.747694, -5.273542]",-53.09064483642578
a club designed a business a coat .,DO,DESIGN,A,for,"['A', ' club', ' designed', ' a', ' business', ' a', ' coat', '.']","[-4.116546, -9.1783695, -6.129469, -7.920441, -6.813428, -7.88386, -8.993327, -3.2500548]",-54.28549575805664
a cop designed a bowl for an actress .,PD,DESIGN,A,for,"['A', ' cop', ' designed', ' a', ' bowl', ' for', ' an', ' actress', '.']","[-4.116546, -8.940088, -10.627279, -2.0459232, -10.019726, -1.6721113, -5.0163994, -9.630268, -2.4209323]",-54.48927307128906
a cop designed an actress a bowl .,DO,DESIGN,A,for,"['A', ' cop', ' designed', ' an', ' actress', ' a', ' bowl', '.']","[-4.116546, -8.940088, -10.627279, -3.8740482, -13.092992, -5.0157156, -10.619448, -3.8437397]",-60.12985610961914
the worker took the plate to the chief .,PD,TAKE,THE,to,"['The', ' worker', ' took', ' the', ' plate', ' to', ' the', ' chief', '.']","[-3.1868587, -11.131111, -6.3464518, -1.657138, -7.559466, -2.0062075, -0.6392017, -6.809061, -3.4508905]",-42.78638458251953
the worker took the chief the plate .,DO,TAKE,THE,to,"['The', ' worker', ' took', ' the', ' chief', ' the', ' plate', '.']","[-3.1868587, -11.131111, -6.3464518, -1.657138, -9.371965, -6.6216846, -8.593196, -2.9439902]",-49.852394104003906
the actress took the bottle to the uncle .,PD,TAKE,THE,to,"['The', ' actress', ' took', ' the', ' bottle', ' to', ' the', ' uncle', '.']","[-3.1868587, -8.5119705, -4.508107, -3.290958, -9.504593, -2.3185835, -1.3776542, -13.985549, -4.1665716]",-50.85084915161133
the actress took the uncle the bottle .,DO,TAKE,THE,to,"['The', ' actress', ' took', ' the', ' uncle', ' the', ' bottle', '.']","[-3.1868587, -8.5119705, -4.508107, -3.290958, -12.696976, -7.3026423, -6.8845673, -4.1248198]",-50.506900787353516
the author took the coat to the leader .,PD,TAKE,THE,to,"['The', ' author', ' took', ' the', ' coat', ' to', ' the', ' leader', '.']","[-3.1868587, -7.021736, -7.990902, -1.9535618, -10.759247, -3.1902652, -1.1600349, -10.525523, -3.2693415]",-49.057472229003906
the author took the leader the coat .,DO,TAKE,THE,to,"['The', ' author', ' took', ' the', ' leader', ' the', ' coat', '.']","[-3.1868587, -7.021736, -7.990902, -1.9535618, -11.196747, -6.6746593, -10.547863, -3.0792353]",-51.65156173706055
the professor took the computer to the teacher .,PD,TAKE,THE,to,"['The', ' professor', ' took', ' the', ' computer', ' to', ' the', ' teacher', '.']","[-3.1868587, -10.818611, -5.7914114, -1.9319346, -7.7654963, -2.460871, -0.9876953, -5.2424498, -2.245054]",-40.430381774902344
the professor took the teacher the computer .,DO,TAKE,THE,to,"['The', ' professor', ' took', ' the', ' teacher', ' the', ' computer', '.']","[-3.1868587, -10.818611, -5.7914114, -1.9319346, -7.3592463, -7.040507, -7.465006, -2.9408197]",-46.534393310546875
the girl took the iron to the guy .,PD,TAKE,THE,to,"['The', ' girl', ' took', ' the', ' iron', ' to', ' the', ' guy', '.']","[-3.1868587, -8.594002, -6.0032, -1.7498028, -8.205571, -3.6423838, -1.2063631, -5.990467, -2.6271167]",-41.20576477050781
the girl took the guy the iron .,DO,TAKE,THE,to,"['The', ' girl', ' took', ' the', ' guy', ' the', ' iron', '.']","[-3.1868587, -8.594002, -6.0032, -1.7498028, -5.830571, -7.0948086, -9.1590805, -3.9389477]",-45.557273864746094
a boy took a guitar to an actor .,PD,TAKE,A,to,"['A', ' boy', ' took', ' a', ' guitar', ' to', ' an', ' actor', '.']","[-4.116546, -7.8385253, -7.1511164, -1.2239685, -7.0344124, -1.5096345, -4.536829, -9.264515, -2.967413]",-45.64295959472656
a boy took an actor a guitar .,DO,TAKE,A,to,"['A', ' boy', ' took', ' an', ' actor', ' a', ' guitar', '.']","[-4.116546, -7.8385253, -7.1511164, -3.7083435, -10.281806, -6.4524517, -7.2920218, -2.7904363]",-49.631248474121094
a man took a bottle to a brother .,PD,TAKE,A,to,"['A', ' man', ' took', ' a', ' bottle', ' to', ' a', ' brother', '.']","[-4.116546, -4.836572, -6.794199, -1.4856223, -5.3811216, -4.5498066, -1.4705178, -9.3855915, -4.6523676]",-42.67234802246094
a man took a brother a bottle .,DO,TAKE,A,to,"['A', ' man', ' took', ' a', ' brother', ' a', ' bottle', '.']","[-4.116546, -4.836572, -6.794199, -1.4856223, -11.865497, -6.105298, -4.722744, -4.9389715]",-44.865447998046875
an actress took a bell to a pilot .,PD,TAKE,A,to,"['An', ' actress', ' took', ' a', ' bell', ' to', ' a', ' pilot', '.']","[-6.034515, -7.925569, -7.730532, -2.296114, -12.520833, -2.421782, -2.3857193, -8.990256, -3.8242059]",-54.1295280456543
an actress took a pilot a bell .,DO,TAKE,A,to,"['An', ' actress', ' took', ' a', ' pilot', ' a', ' bell', '.']","[-6.034515, -7.925569, -7.730532, -2.296114, -11.055989, -7.8146505, -12.366677, -4.4725933]",-59.69664001464844
a doctor took a ball to a sheriff .,PD,TAKE,A,to,"['A', ' doctor', ' took', ' a', ' ball', ' to', ' a', ' sheriff', '.']","[-4.116546, -8.024073, -7.204624, -1.4921291, -8.508525, -4.4144235, -3.3965292, -10.801298, -3.874043]",-51.832191467285156
a doctor took a sheriff a ball .,DO,TAKE,A,to,"['A', ' doctor', ' took', ' a', ' sheriff', ' a', ' ball', '.']","[-4.116546, -8.024073, -7.204624, -1.4921291, -13.629619, -7.496846, -7.7455006, -4.090462]",-53.79979705810547
a doctor took a log to a priest .,PD,TAKE,A,to,"['A', ' doctor', ' took', ' a', ' log', ' to', ' a', ' priest', '.']","[-4.116546, -8.024073, -7.204624, -1.4921291, -11.4401655, -4.004302, -1.8085194, -6.423092, -2.1448631]",-46.6583137512207
a doctor took a priest a log .,DO,TAKE,A,to,"['A', ' doctor', ' took', ' a', ' priest', ' a', ' log', '.']","[-4.116546, -8.024073, -7.204624, -1.4921291, -10.348369, -5.6932535, -9.081777, -3.574668]",-49.535438537597656
a cousin took a pot to a king .,PD,TAKE,A,to,"['A', ' cousin', ' took', ' a', ' pot', ' to', ' a', ' king', '.']","[-4.116546, -10.5689945, -7.2510257, -2.075687, -6.811225, -5.323606, -2.3736482, -9.623801, -2.3341563]",-50.47869110107422
a cousin took a king a pot .,DO,TAKE,A,to,"['A', ' cousin', ' took', ' a', ' king', ' a', ' pot', '.']","[-4.116546, -10.5689945, -7.2510257, -2.075687, -10.807319, -6.6842413, -7.7357044, -3.4502673]",-52.68978500366211
an actress took a knife to a partner .,PD,TAKE,A,to,"['An', ' actress', ' took', ' a', ' knife', ' to', ' a', ' partner', '.']","[-6.034515, -7.925569, -7.730532, -2.296114, -6.065755, -1.1119978, -1.6969748, -9.416759, -4.262068]",-46.540287017822266
an actress took a partner a knife .,DO,TAKE,A,to,"['An', ' actress', ' took', ' a', ' partner', ' a', ' knife', '.']","[-6.034515, -7.925569, -7.730532, -2.296114, -10.718099, -5.68963, -7.2184887, -3.349236]",-50.962181091308594
a winner took a ball to a nurse .,PD,TAKE,A,to,"['A', ' winner', ' took', ' a', ' ball', ' to', ' a', ' nurse', '.']","[-4.116546, -9.45083, -7.9119706, -3.059433, -9.64112, -1.66404, -4.1833515, -10.578138, -2.9017577]",-53.50718688964844
a winner took a nurse a ball .,DO,TAKE,A,to,"['A', ' winner', ' took', ' a', ' nurse', ' a', ' ball', '.']","[-4.116546, -9.45083, -7.9119706, -3.059433, -10.121589, -5.7728696, -8.223063, -3.39408]",-52.050384521484375
the worker bought the pie for the buddy .,PD,BUY,THE,for,"['The', ' worker', ' bought', ' the', ' pie', ' for', ' the', ' buddy', '.']","[-3.1868587, -11.131111, -9.643327, -1.1703588, -8.882854, -2.335599, -2.4352496, -10.540709, -3.0896702]",-52.415733337402344
the worker bought the buddy the pie .,DO,BUY,THE,for,"['The', ' worker', ' bought', ' the', ' buddy', ' the', ' pie', '.']","[-3.1868587, -11.131111, -9.643327, -1.1703588, -11.675823, -3.5152006, -9.269094, -2.52521]",-52.11698532104492
the boy bought the camera for the brother .,PD,BUY,THE,for,"['The', ' boy', ' bought', ' the', ' camera', ' for', ' the', ' brother', '.']","[-3.1868587, -8.978767, -8.666048, -1.8696978, -6.1185017, -2.1314704, -3.045218, -7.6071644, -2.1211677]",-43.72489929199219
the boy bought the brother the camera .,DO,BUY,THE,for,"['The', ' boy', ' bought', ' the', ' brother', ' the', ' camera', '.']","[-3.1868587, -8.978767, -8.666048, -1.8696978, -9.313814, -3.3367407, -6.0914497, -2.1248798]",-43.568260192871094
the chief bought the coffee for the student .,PD,BUY,THE,for,"['The', ' chief', ' bought', ' the', ' coffee', ' for', ' the', ' student', '.']","[-3.1868587, -8.5275955, -12.747504, -1.9790683, -6.1161404, -2.3099484, -1.1155592, -7.544556, -2.473113]",-46.000343322753906
the chief bought the student the coffee .,DO,BUY,THE,for,"['The', ' chief', ' bought', ' the', ' student', ' the', ' coffee', '.']","[-3.1868587, -8.5275955, -12.747504, -1.9790683, -9.163015, -3.7328367, -5.260193, -2.0943131]",-46.69138717651367
the guy bought the tea for the boy .,PD,BUY,THE,for,"['The', ' guy', ' bought', ' the', ' tea', ' for', ' the', ' boy', '.']","[-3.1868587, -8.6994705, -7.9224424, -1.7473048, -8.984156, -2.8632154, -2.5345695, -5.790286, -1.9860657]",-43.71437072753906
the guy bought the boy the tea .,DO,BUY,THE,for,"['The', ' guy', ' bought', ' the', ' boy', ' the', ' tea', '.']","[-3.1868587, -8.6994705, -7.9224424, -1.7473048, -8.507593, -2.884437, -8.388825, -2.8529758]",-44.189910888671875
the parent bought the flower for the kid .,PD,BUY,THE,for,"['The', ' parent', ' bought', ' the', ' flower', ' for', ' the', ' kid', '.']","[-3.1868587, -9.7150955, -9.808668, -1.3270786, -8.980436, -2.6449254, -1.4848491, -3.544359, -1.8863173]",-42.578582763671875
the parent bought the kid the flower .,DO,BUY,THE,for,"['The', ' parent', ' bought', ' the', ' kid', ' the', ' flower', '.']","[-3.1868587, -9.7150955, -9.808668, -1.3270786, -5.4804363, -1.9537177, -9.402373, -2.6015563]",-43.47578430175781
the uncle bought the meal for the chief .,PD,BUY,THE,for,"['The', ' uncle', ' bought', ' the', ' meal', ' for', ' the', ' chief', '.']","[-3.1868587, -12.957771, -8.152579, -1.8728927, -8.634699, -1.7520572, -1.1775235, -9.852663, -2.9995928]",-50.586639404296875
the uncle bought the chief the meal .,DO,BUY,THE,for,"['The', ' uncle', ' bought', ' the', ' chief', ' the', ' meal', '.']","[-3.1868587, -12.957771, -8.152579, -1.8728927, -10.302668, -4.1968584, -7.731614, -2.2522337]",-50.65347671508789
the physician bought the chocolate for the princess .,PD,BUY,THE,for,"['The', ' physician', ' bought', ' the', ' chocolate', ' for', ' the', ' princess', '.']","[-3.1868587, -10.893806, -10.60009, -1.6246119, -10.303015, -2.9844565, -1.5064576, -9.364321, -1.9092053]",-52.37281799316406
the physician bought the princess the chocolate .,DO,BUY,THE,for,"['The', ' physician', ' bought', ' the', ' princess', ' the', ' chocolate', '.']","[-3.1868587, -10.893806, -10.60009, -1.6246119, -10.476843, -3.5574775, -8.064408, -2.7629192]",-51.167015075683594
the prince bought the chicken for the soldier .,PD,BUY,THE,for,"['The', ' prince', ' bought', ' the', ' chicken', ' for', ' the', ' soldier', '.']","[-3.1868587, -10.868416, -9.285057, -1.4099023, -9.173197, -2.6416094, -2.6629996, -7.6040254, -1.8045335]",-48.636600494384766
the prince bought the soldier the chicken .,DO,BUY,THE,for,"['The', ' prince', ' bought', ' the', ' soldier', ' the', ' chicken', '.']","[-3.1868587, -10.868416, -9.285057, -1.4099023, -11.79722, -3.9782043, -7.8754125, -2.5163813]",-50.917449951171875
a chief bought a tea for a secretary .,PD,BUY,A,for,"['A', ' chief', ' bought', ' a', ' tea', ' for', ' a', ' secretary', '.']","[-4.116546, -9.809229, -12.814287, -0.917596, -8.629011, -4.189331, -1.9433227, -7.5562663, -1.8737262]",-51.84931564331055
a chief bought a secretary a tea .,DO,BUY,A,for,"['A', ' chief', ' bought', ' a', ' secretary', ' a', ' tea', '.']","[-4.116546, -9.809229, -12.814287, -0.917596, -8.550886, -1.9009149, -7.109749, -4.763008]",-49.982215881347656
a hero bought a computer for a woman .,PD,BUY,A,for,"['A', ' hero', ' bought', ' a', ' computer', ' for', ' a', ' woman', '.']","[-4.116546, -9.160791, -10.8795805, -1.6451393, -6.634563, -1.2388325, -1.7639827, -3.7266843, -4.172679]",-43.33879470825195
a hero bought a woman a computer .,DO,BUY,A,for,"['A', ' hero', ' bought', ' a', ' woman', ' a', ' computer', '.']","[-4.116546, -9.160791, -10.8795805, -1.6451393, -4.9861255, -1.2329432, -6.6988583, -3.578538]",-42.29852294921875
a candidate bought a tea for a daughter .,PD,BUY,A,for,"['A', ' candidate', ' bought', ' a', ' tea', ' for', ' a', ' daughter', '.']","[-4.116546, -9.020166, -10.957875, -1.2028028, -8.814849, -3.9833884, -1.7181873, -10.382278, -3.2382555]",-53.434349060058594
a candidate bought a daughter a tea .,DO,BUY,A,for,"['A', ' candidate', ' bought', ' a', ' daughter', ' a', ' tea', '.']","[-4.116546, -9.020166, -10.957875, -1.2028028, -11.098052, -2.2557282, -10.177671, -5.3949356]",-54.223777770996094
an opponent bought a gun for a woman .,PD,BUY,A,for,"['An', ' opponent', ' bought', ' a', ' gun', ' for', ' a', ' woman', '.']","[-6.034515, -10.341585, -10.403636, -1.382008, -4.6140704, -2.9353356, -1.8336228, -4.798893, -3.274213]",-45.617881774902344
an opponent bought a woman a gun .,DO,BUY,A,for,"['An', ' opponent', ' bought', ' a', ' woman', ' a', ' gun', '.']","[-6.034515, -10.341585, -10.403636, -1.382008, -7.6336017, -1.6442225, -5.710382, -1.9734262]",-45.123374938964844
a candidate bought a button for a priest .,PD,BUY,A,for,"['A', ' candidate', ' bought', ' a', ' button', ' for', ' a', ' priest', '.']","[-4.116546, -9.020166, -10.957875, -1.2028028, -8.502349, -2.5067983, -2.2049446, -11.320294, -2.5143359]",-52.34611129760742
a candidate bought a priest a button .,DO,BUY,A,for,"['A', ' candidate', ' bought', ' a', ' priest', ' a', ' button', '.']","[-4.116546, -9.020166, -10.957875, -1.2028028, -12.068755, -2.9229684, -10.612841, -3.5011768]",-54.40312957763672
the parent caught the coat for the father .,PD,CATCH,THE,for,"['The', ' parent', ' caught', ' the', ' coat', ' for', ' the', ' father', '.']","[-3.1868587, -9.7150955, -10.003981, -1.866678, -10.514829, -6.404667, -1.6022916, -6.1165333, -2.1833282]",-51.594261169433594
the parent caught the father the coat .,DO,CATCH,THE,for,"['The', ' parent', ' caught', ' the', ' father', ' the', ' coat', '.']","[-3.1868587, -9.7150955, -10.003981, -1.866678, -6.3058443, -6.9323277, -11.177671, -2.9904437]",-52.178897857666016
the candidate caught the newspaper for the brother .,PD,CATCH,THE,for,"['The', ' candidate', ' caught', ' the', ' newspaper', ' for', ' the', ' brother', '.']","[-3.1868587, -9.4025955, -12.092069, -2.0525, -9.553835, -6.3299494, -2.0602386, -12.119246, -3.9030542]",-60.700340270996094
the candidate caught the brother the newspaper .,DO,CATCH,THE,for,"['The', ' candidate', ' caught', ' the', ' brother', ' the', ' newspaper', '.']","[-3.1868587, -9.4025955, -12.092069, -2.0525, -10.749147, -7.661737, -8.854759, -3.7980793]",-57.79774475097656
the minister caught the plate for the guy .,PD,CATCH,THE,for,"['The', ' minister', ' caught', ' the', ' plate', ' for', ' the', ' guy', '.']","[-3.1868587, -9.336189, -9.8104725, -2.2138593, -10.234411, -5.8189545, -1.4195751, -7.9271507, -2.3984976]",-52.345970153808594
the minister caught the guy the plate .,DO,CATCH,THE,for,"['The', ' minister', ' caught', ' the', ' guy', ' the', ' plate', '.']","[-3.1868587, -9.336189, -9.8104725, -2.2138593, -7.138708, -6.2808714, -10.676933, -3.27134]",-51.91523361206055
the kid caught the card for the son .,PD,CATCH,THE,for,"['The', ' kid', ' caught', ' the', ' card', ' for', ' the', ' son', '.']","[-3.1868587, -10.169197, -7.7637043, -1.9620118, -8.694328, -5.0891876, -1.4256467, -8.719981, -2.6135635]",-49.624481201171875
the kid caught the son the card .,DO,CATCH,THE,for,"['The', ' kid', ' caught', ' the', ' son', ' the', ' card', '.']","[-3.1868587, -10.169197, -7.7637043, -1.9620118, -9.479485, -6.4395785, -8.850628, -3.0911944]",-50.942657470703125
an adult caught a card for a pilot .,PD,CATCH,A,for,"['An', ' adult', ' caught', ' a', ' card', ' for', ' a', ' pilot', '.']","[-6.034515, -7.331819, -9.564207, -3.2764308, -10.381056, -4.088191, -1.6637663, -10.109118, -3.310191]",-55.75929260253906
an adult caught a pilot a card .,DO,CATCH,A,for,"['An', ' adult', ' caught', ' a', ' pilot', ' a', ' card', '.']","[-6.034515, -7.331819, -9.564207, -3.2764308, -10.37715, -7.166012, -9.63606, -3.89818]",-57.28437042236328
a buddy caught a bell for a student .,PD,CATCH,A,for,"['A', ' buddy', ' caught', ' a', ' bell', ' for', ' a', ' student', '.']","[-4.11528, -10.4903145, -9.1167, -1.48242, -12.192792, -6.0050635, -2.1480768, -7.916715, -3.4394338]",-56.90679168701172
a buddy caught a student a bell .,DO,CATCH,A,for,"['A', ' buddy', ' caught', ' a', ' student', ' a', ' bell', '.']","[-4.116546, -10.491358, -9.116939, -1.4887328, -11.664414, -5.68051, -10.712427, -3.774601]",-57.045528411865234
a boy caught an engine for an opponent .,PD,CATCH,A,for,"['A', ' boy', ' caught', ' an', ' engine', ' for', ' an', ' opponent', '.']","[-4.116546, -7.8385253, -7.518304, -5.2916574, -9.086558, -4.2536635, -4.0912275, -9.03289, -3.0898378]",-54.319210052490234
a boy caught an opponent an engine .,DO,CATCH,A,for,"['A', ' boy', ' caught', ' an', ' opponent', ' an', ' engine', '.']","[-4.116546, -7.8385253, -7.518304, -5.2916574, -7.8365583, -8.415849, -9.269503, -3.4113593]",-53.698299407958984
an author caught a glass for a woman .,PD,CATCH,A,for,"['An', ' author', ' caught', ' a', ' glass', ' for', ' a', ' woman', '.']","[-6.034515, -7.6208816, -9.479884, -3.643978, -9.57671, -6.551291, -1.6862451, -4.393866, -3.0610476]",-52.04841995239258
an author caught a woman a glass .,DO,CATCH,A,for,"['An', ' author', ' caught', ' a', ' woman', ' a', ' glass', '.']","[-6.034515, -7.6208816, -9.479884, -3.643978, -3.9243658, -8.468535, -8.6531315, -5.1451735]",-52.97046661376953
a friend caught a telephone for a cop .,PD,CATCH,A,for,"['A', ' friend', ' caught', ' a', ' telephone', ' for', ' a', ' cop', '.']","[-4.116546, -6.2662597, -9.195778, -2.4152393, -10.717556, -7.878147, -2.603589, -8.424314, -2.392051]",-54.00947952270508
a friend caught a cop a telephone .,DO,CATCH,A,for,"['A', ' friend', ' caught', ' a', ' cop', ' a', ' telephone', '.']","[-4.116546, -6.2662597, -9.195778, -2.4152393, -9.08865, -6.5228405, -11.051234, -4.0888433]",-52.745391845703125
a princess caught a gun for a worker .,PD,CATCH,A,for,"['A', ' princess', ' caught', ' a', ' gun', ' for', ' a', ' worker', '.']","[-4.116546, -10.3771, -7.6683702, -6.7595625, -10.46724, -5.063951, -1.9940232, -9.644188, -3.672779]",-59.76375961303711
a princess caught a worker a gun .,DO,CATCH,A,for,"['A', ' princess', ' caught', ' a', ' worker', ' a', ' gun', '.']","[-4.116546, -10.3771, -7.6683702, -6.7595625, -12.673295, -5.786623, -8.701246, -2.971325]",-59.054073333740234
an adult caught a bag for a cousin .,PD,CATCH,A,for,"['An', ' adult', ' caught', ' a', ' bag', ' for', ' a', ' cousin', '.']","[-6.034515, -7.331819, -9.564207, -3.2764308, -8.062696, -6.019591, -1.6551044, -10.293545, -2.6177545]",-54.85566329956055
an adult caught a cousin a bag .,DO,CATCH,A,for,"['An', ' adult', ' caught', ' a', ' cousin', ' a', ' bag', '.']","[-6.034515, -7.331819, -9.564207, -3.2764308, -10.482618, -6.25242, -7.9560127, -4.317543]",-55.2155647277832
a nurse caught a guitar for a president .,PD,CATCH,A,for,"['A', ' nurse', ' caught', ' a', ' guitar', ' for', ' a', ' president', '.']","[-4.116546, -8.151026, -8.793911, -3.0572245, -10.251888, -5.3652287, -1.4923146, -9.194425, -2.6476662]",-53.070228576660156
a nurse caught a president a guitar .,DO,CATCH,A,for,"['A', ' nurse', ' caught', ' a', ' president', ' a', ' guitar', '.']","[-4.116546, -8.151026, -8.793911, -3.0572245, -11.566341, -6.425247, -9.799336, -2.3289678]",-54.23860168457031
a sheriff caught a coat for an uncle .,PD,CATCH,A,for,"['A', ' sheriff', ' caught', ' a', ' coat', ' for', ' an', ' uncle', '.']","[-4.116546, -10.118799, -8.950215, -2.1036701, -12.032636, -8.803849, -3.7897449, -8.21134, -2.917165]",-61.043968200683594
a sheriff caught an uncle a coat .,DO,CATCH,A,for,"['A', ' sheriff', ' caught', ' an', ' uncle', ' a', ' coat', '.']","[-4.116152, -10.118181, -8.950371, -4.1143966, -9.343843, -7.295726, -13.782179, -3.6565368]",-61.377384185791016
the guest delivered the tea for the actress .,PD,DELIVER,THE,for,"['The', ' guest', ' delivered', ' the', ' tea', ' for', ' the', ' actress', '.']","[-3.186464, -9.587418, -14.203165, -2.1450744, -7.815649, -4.553813, -1.1364231, -8.3072195, -2.3940477]",-53.32927703857422
the guest delivered the actress the tea .,DO,DELIVER,THE,for,"['The', ' guest', ' delivered', ' the', ' actress', ' the', ' tea', '.']","[-3.1868587, -9.586189, -14.198429, -2.1513417, -10.442882, -3.4243913, -7.9260135, -2.9881644]",-53.90427017211914
the captain delivered the box for the mother .,PD,DELIVER,THE,for,"['The', ' captain', ' delivered', ' the', ' box', ' for', ' the', ' mother', '.']","[-3.1868587, -10.051033, -9.860524, -1.5656836, -6.803784, -5.5419307, -1.3013499, -7.3006988, -2.4973433]",-48.10920715332031
the captain delivered the mother the box .,DO,DELIVER,THE,for,"['The', ' captain', ' delivered', ' the', ' mother', ' the', ' box', '.']","[-3.1868587, -10.051033, -9.860524, -1.5656836, -9.225658, -6.8802376, -5.7885647, -2.6707735]",-49.22932815551758
a father delivered a tea for a mother .,PD,DELIVER,A,for,"['A', ' father', ' delivered', ' a', ' tea', ' for', ' a', ' mother', '.']","[-4.116546, -8.000635, -11.452557, -1.0706139, -10.672556, -5.4174757, -2.663991, -3.9419107, -2.5340848]",-49.87036895751953
a father delivered a mother a tea .,DO,DELIVER,A,for,"['A', ' father', ' delivered', ' a', ' mother', ' a', ' tea', '.']","[-4.116546, -8.000635, -11.452557, -1.0706139, -7.379587, -3.7501097, -10.487439, -4.2783103]",-50.535797119140625
a cop delivered a beer for a child .,PD,DELIVER,A,for,"['A', ' cop', ' delivered', ' a', ' beer', ' for', ' a', ' child', '.']","[-4.116546, -8.940088, -11.466146, -0.78146356, -7.214697, -4.532959, -0.8563397, -6.735987, -3.3402405]",-47.98447036743164
a cop delivered a child a beer .,DO,DELIVER,A,for,"['A', ' cop', ' delivered', ' a', ' child', ' a', ' beer', '.']","[-4.116546, -8.940088, -11.466146, -0.78146356, -4.6326656, -6.047284, -8.072807, -2.7236865]",-46.78068923950195
the manager threw the coffee to the candidate .,PD,THROW,THE,to,"['The', ' manager', ' threw', ' the', ' coffee', ' to', ' the', ' candidate', '.']","[-3.1868587, -9.568611, -8.832011, -1.8473605, -5.2695713, -5.140155, -0.28023365, -11.887896, -2.2888489]",-48.301551818847656
the manager threw the candidate the coffee .,DO,THROW,THE,to,"['The', ' manager', ' threw', ' the', ' candidate', ' the', ' coffee', '.']","[-3.1868587, -9.568611, -8.832011, -1.8473605, -9.484415, -5.076711, -7.8927236, -2.9796393]",-48.86833190917969
the sheriff threw the beer to the attorney .,PD,THROW,THE,to,"['The', ' sheriff', ' threw', ' the', ' beer', ' to', ' the', ' attorney', '.']","[-3.1868587, -10.107674, -9.322029, -1.7441847, -8.297785, -4.765432, -0.38328913, -9.3359375, -1.9050068]",-49.048194885253906
the sheriff threw the attorney the beer .,DO,THROW,THE,to,"['The', ' sheriff', ' threw', ' the', ' attorney', ' the', ' beer', '.']","[-3.1868587, -10.107674, -9.322029, -1.7441847, -9.872004, -5.0220356, -9.4014845, -1.9102637]",-50.566532135009766
the captain threw the tea to the buddy .,PD,THROW,THE,to,"['The', ' captain', ' threw', ' the', ' tea', ' to', ' the', ' buddy', '.']","[-3.1868587, -10.051033, -8.342946, -1.5877031, -7.8981814, -4.427411, -0.16134237, -14.684612, -2.272993]",-52.61308288574219
the captain threw the buddy the tea .,DO,THROW,THE,to,"['The', ' captain', ' threw', ' the', ' buddy', ' the', ' tea', '.']","[-3.1868587, -10.051033, -8.342946, -1.5877031, -11.525135, -4.254075, -9.072273, -2.7253103]",-50.74533462524414
