text,structure,verb,det,prep
a minister designed it a key .,DO,DESIGN,A,for
a reader designed a bottle for me .,PD,DESIGN,A,for
a reader designed me a bottle .,DO,DESIGN,A,for
a band designed a computer for you .,PD,DESIGN,A,for
a band designed you a computer .,DO,DESIGN,A,for
an actress designed a coat for us .,PD,DESIGN,A,for
an actress designed us a coat .,DO,DESIGN,A,for
a worker designed an instrument for me .,PD,DESIGN,A,for
a worker designed me an instrument .,DO,DESIGN,A,for
a club designed a television for her .,PD,DESIGN,A,for
a club designed her a television .,DO,DESIGN,A,for
an opponent designed a book for us .,PD,DESIGN,A,for
an opponent designed us a book .,DO,DESIGN,A,for
an adult designed a log for us .,PD,DESIGN,A,for
an adult designed us a log .,DO,DESIGN,A,for
an administration designed a key for us .,PD,DESIGN,A,for
an administration designed us a key .,DO,DESIGN,A,for
a business designed a motor for you .,PD,DESIGN,A,for
a business designed you a motor .,DO,DESIGN,A,for
an author designed a button for us .,PD,DESIGN,A,for
an author designed us a button .,DO,DESIGN,A,for
an employer designed a box for him .,PD,DESIGN,A,for
an employer designed him a box .,DO,DESIGN,A,for
a band designed a computer for them .,PD,DESIGN,A,for
a band designed them a computer .,DO,DESIGN,A,for
a nurse designed a flower for her .,PD,DESIGN,A,for
a nurse designed her a flower .,DO,DESIGN,A,for
the man took the ball to them .,PD,TAKE,THE,to
the man took them the ball .,DO,TAKE,THE,to
the sheriff took the bowl to her .,PD,TAKE,THE,to
the sheriff took her the bowl .,DO,TAKE,THE,to
the uncle took the iron to him .,PD,TAKE,THE,to
the uncle took him the iron .,DO,TAKE,THE,to
the actress took the button to him .,PD,TAKE,THE,to
the actress took him the button .,DO,TAKE,THE,to
the leader took the instrument to them .,PD,TAKE,THE,to
the leader took them the instrument .,DO,TAKE,THE,to
the candidate took the camera to him .,PD,TAKE,THE,to
the candidate took him the camera .,DO,TAKE,THE,to
the nurse took the box to you .,PD,TAKE,THE,to
the nurse took you the box .,DO,TAKE,THE,to
the colonel took the card to us .,PD,TAKE,THE,to
the colonel took us the card .,DO,TAKE,THE,to
the boy took the knife to you .,PD,TAKE,THE,to
the boy took you the knife .,DO,TAKE,THE,to
the mother took the engine to you .,PD,TAKE,THE,to
the mother took you the engine .,DO,TAKE,THE,to
the doctor took the wire to us .,PD,TAKE,THE,to
the doctor took us the wire .,DO,TAKE,THE,to
the professor took the guitar to it .,PD,TAKE,THE,to
the professor took it the guitar .,DO,TAKE,THE,to
the worker took the television to him .,PD,TAKE,THE,to
the worker took him the television .,DO,TAKE,THE,to
the uncle took the knife to him .,PD,TAKE,THE,to
the uncle took him the knife .,DO,TAKE,THE,to
the manager took the glass to them .,PD,TAKE,THE,to
the manager took them the glass .,DO,TAKE,THE,to
the lawyer took the iron to me .,PD,TAKE,THE,to
the lawyer took me the iron .,DO,TAKE,THE,to
the boy took the jacket to it .,PD,TAKE,THE,to
the boy took it the jacket .,DO,TAKE,THE,to
the doctor took the wire to you .,PD,TAKE,THE,to
the doctor took you the wire .,DO,TAKE,THE,to
the singer took the bowl to me .,PD,TAKE,THE,to
the singer took me the bowl .,DO,TAKE,THE,to
the adult took the jacket to me .,PD,TAKE,THE,to
the adult took me the jacket .,DO,TAKE,THE,to
a girl took a glass to me .,PD,TAKE,A,to
a girl took me a glass .,DO,TAKE,A,to
a partner took a knife to you .,PD,TAKE,A,to
a partner took you a knife .,DO,TAKE,A,to
a lady took a newspaper to him .,PD,TAKE,A,to
a lady took him a newspaper .,DO,TAKE,A,to
a student took a computer to you .,PD,TAKE,A,to
a student took you a computer .,DO,TAKE,A,to
a woman took a plate to it .,PD,TAKE,A,to
a woman took it a plate .,DO,TAKE,A,to
a colonel took an iron to him .,PD,TAKE,A,to
a colonel took him an iron .,DO,TAKE,A,to
a pilot took a jacket to you .,PD,TAKE,A,to
a pilot took you a jacket .,DO,TAKE,A,to
a doctor took a log to you .,PD,TAKE,A,to
a doctor took you a log .,DO,TAKE,A,to
a reader took a telephone to them .,PD,TAKE,A,to
a reader took them a telephone .,DO,TAKE,A,to
a pilot took an instrument to them .,PD,TAKE,A,to
a pilot took them an instrument .,DO,TAKE,A,to
a champion took a cup to me .,PD,TAKE,A,to
a champion took me a cup .,DO,TAKE,A,to
a woman took a motor to them .,PD,TAKE,A,to
a woman took them a motor .,DO,TAKE,A,to
a mayor took a cigarette to him .,PD,TAKE,A,to
a mayor took him a cigarette .,DO,TAKE,A,to
a cop took an anchor to him .,PD,TAKE,A,to
a cop took him an anchor .,DO,TAKE,A,to
a husband took an instrument to us .,PD,TAKE,A,to
a husband took us an instrument .,DO,TAKE,A,to
the woman fed the pie to me .,PD,FEED,THE,to
the woman fed me the pie .,DO,FEED,THE,to
the buddy fed the chicken to you .,PD,FEED,THE,to
the buddy fed you the chicken .,DO,FEED,THE,to
the husband fed the pie to us .,PD,FEED,THE,to
the husband fed us the pie .,DO,FEED,THE,to
the captain fed the candy to us .,PD,FEED,THE,to
the captain fed us the candy .,DO,FEED,THE,to
the priest fed the salad to him .,PD,FEED,THE,to
the priest fed him the salad .,DO,FEED,THE,to
the reader fed the salad to you .,PD,FEED,THE,to
the reader fed you the salad .,DO,FEED,THE,to
the student fed the meal to him .,PD,FEED,THE,to
the student fed him the meal .,DO,FEED,THE,to
the uncle fed the chicken to it .,PD,FEED,THE,to
the uncle fed it the chicken .,DO,FEED,THE,to
the winner fed the pie to us .,PD,FEED,THE,to
the winner fed us the pie .,DO,FEED,THE,to
the guest fed the chocolate to them .,PD,FEED,THE,to
the guest fed them the chocolate .,DO,FEED,THE,to
the opponent fed the chicken to her .,PD,FEED,THE,to
the opponent fed her the chicken .,DO,FEED,THE,to
the girl fed the salad to us .,PD,FEED,THE,to
the girl fed us the salad .,DO,FEED,THE,to
the teacher fed the salad to me .,PD,FEED,THE,to
the teacher fed me the salad .,DO,FEED,THE,to
the daughter fed the salad to us .,PD,FEED,THE,to
the daughter fed us the salad .,DO,FEED,THE,to
the woman fed the chocolate to her .,PD,FEED,THE,to
the woman fed her the chocolate .,DO,FEED,THE,to
the prince fed the chocolate to him .,PD,FEED,THE,to
the prince fed him the chocolate .,DO,FEED,THE,to
the physician fed the salad to me .,PD,FEED,THE,to
the physician fed me the salad .,DO,FEED,THE,to
the employer fed the salad to us .,PD,FEED,THE,to
the employer fed us the salad .,DO,FEED,THE,to
a chief fed a cheese to them .,PD,FEED,A,to
a chief fed them a cheese .,DO,FEED,A,to
a chief fed a cheese to you .,PD,FEED,A,to
a chief fed you a cheese .,DO,FEED,A,to
a boy fed a meal to us .,PD,FEED,A,to
a boy fed us a meal .,DO,FEED,A,to
a manager fed a salad to her .,PD,FEED,A,to
a manager fed her a salad .,DO,FEED,A,to
a cop fed a candy to us .,PD,FEED,A,to
a cop fed us a candy .,DO,FEED,A,to
a worker fed a candy to me .,PD,FEED,A,to
a worker fed me a candy .,DO,FEED,A,to
an adult fed a chicken to her .,PD,FEED,A,to
an adult fed her a chicken .,DO,FEED,A,to
a champion fed a meal to me .,PD,FEED,A,to
a champion fed me a meal .,DO,FEED,A,to
a mayor fed a chicken to you .,PD,FEED,A,to
a mayor fed you a chicken .,DO,FEED,A,to
a king fed a candy to him .,PD,FEED,A,to
a king fed him a candy .,DO,FEED,A,to
an actor fed a candy to us .,PD,FEED,A,to
an actor fed us a candy .,DO,FEED,A,to
a singer fed a chocolate to me .,PD,FEED,A,to
a singer fed me a chocolate .,DO,FEED,A,to
an actress fed a pie to you .,PD,FEED,A,to
an actress fed you a pie .,DO,FEED,A,to
an uncle fed a chicken to you .,PD,FEED,A,to
an uncle fed you a chicken .,DO,FEED,A,to
an actress fed a chocolate to you .,PD,FEED,A,to
an actress fed you a chocolate .,DO,FEED,A,to
a husband fed a chicken to her .,PD,FEED,A,to
a husband fed her a chicken .,DO,FEED,A,to
a girl fed a pie to us .,PD,FEED,A,to
a girl fed us a pie .,DO,FEED,A,to
the child bought the bell for you .,PD,BUY,THE,for
the child bought you the bell .,DO,BUY,THE,for
the mayor bought the beer for me .,PD,BUY,THE,for
the mayor bought me the beer .,DO,BUY,THE,for
the parent bought the flower for it .,PD,BUY,THE,for
the parent bought it the flower .,DO,BUY,THE,for
the candidate bought the juice for it .,PD,BUY,THE,for
the candidate bought it the juice .,DO,BUY,THE,for
the opponent bought the wire for us .,PD,BUY,THE,for
the opponent bought us the wire .,DO,BUY,THE,for
the writer bought the candy for you .,PD,BUY,THE,for
the writer bought you the candy .,DO,BUY,THE,for
the kid bought the tea for me .,PD,BUY,THE,for
the kid bought me the tea .,DO,BUY,THE,for
the president bought the cheese for him .,PD,BUY,THE,for
the president bought him the cheese .,DO,BUY,THE,for
the bishop bought the juice for you .,PD,BUY,THE,for
the bishop bought you the juice .,DO,BUY,THE,for
the uncle bought the crystal for them .,PD,BUY,THE,for
the uncle bought them the crystal .,DO,BUY,THE,for
the employer bought the pie for them .,PD,BUY,THE,for
the employer bought them the pie .,DO,BUY,THE,for
the soldier bought the candy for it .,PD,BUY,THE,for
the soldier bought it the candy .,DO,BUY,THE,for
the pilot bought the salad for you .,PD,BUY,THE,for
the pilot bought you the salad .,DO,BUY,THE,for
the worker bought the instrument for you .,PD,BUY,THE,for
the worker bought you the instrument .,DO,BUY,THE,for
the adult bought the coffee for them .,PD,BUY,THE,for
the adult bought them the coffee .,DO,BUY,THE,for
the wife bought the salad for her .,PD,BUY,THE,for
the wife bought her the salad .,DO,BUY,THE,for
the adult bought the coffee for him .,PD,BUY,THE,for
the adult bought him the coffee .,DO,BUY,THE,for
a man bought a glass for her .,PD,BUY,A,for
a man bought her a glass .,DO,BUY,A,for
a physician bought a tea for us .,PD,BUY,A,for
a physician bought us a tea .,DO,BUY,A,for
a minister bought a beer for them .,PD,BUY,A,for
a minister bought them a beer .,DO,BUY,A,for
a nurse bought a wire for us .,PD,BUY,A,for
a nurse bought us a wire .,DO,BUY,A,for
an employer bought a chocolate for you .,PD,BUY,A,for
an employer bought you a chocolate .,DO,BUY,A,for
a princess bought a ball for them .,PD,BUY,A,for
a princess bought them a ball .,DO,BUY,A,for
an actor bought a juice for you .,PD,BUY,A,for
an actor bought you a juice .,DO,BUY,A,for
an employer bought a chocolate for us .,PD,BUY,A,for
an employer bought us a chocolate .,DO,BUY,A,for
a captain bought a candy for me .,PD,BUY,A,for
a captain bought me a candy .,DO,BUY,A,for
a hero bought a chicken for me .,PD,BUY,A,for
a hero bought me a chicken .,DO,BUY,A,for
a buddy bought a newspaper for me .,PD,BUY,A,for
a buddy bought me a newspaper .,DO,BUY,A,for
a leader bought a chicken for you .,PD,BUY,A,for
a leader bought you a chicken .,DO,BUY,A,for
a nurse bought a bag for it .,PD,BUY,A,for
a nurse bought it a bag .,DO,BUY,A,for
a champion bought a chocolate for him .,PD,BUY,A,for
a champion bought him a chocolate .,DO,BUY,A,for
an author bought a computer for it .,PD,BUY,A,for
an author bought it a computer .,DO,BUY,A,for
a friend bought a guitar for them .,PD,BUY,A,for
a friend bought them a guitar .,DO,BUY,A,for
a kid bought a salad for you .,PD,BUY,A,for
a kid bought you a salad .,DO,BUY,A,for
a parent bought a candy for him .,PD,BUY,A,for
a parent bought him a candy .,DO,BUY,A,for
a nurse bought a bag for her .,PD,BUY,A,for
a nurse bought her a bag .,DO,BUY,A,for
an opponent bought a salad for him .,PD,BUY,A,for
an opponent bought him a salad .,DO,BUY,A,for
the guest caught the hat for me .,PD,CATCH,THE,for
the guest caught me the hat .,DO,CATCH,THE,for
the manager caught the coat for us .,PD,CATCH,THE,for
the manager caught us the coat .,DO,CATCH,THE,for
the actress caught the newspaper for them .,PD,CATCH,THE,for
the actress caught them the newspaper .,DO,CATCH,THE,for
the girl caught the iron for you .,PD,CATCH,THE,for
the girl caught you the iron .,DO,CATCH,THE,for
the kid caught the guitar for her .,PD,CATCH,THE,for
the kid caught her the guitar .,DO,CATCH,THE,for
the bishop caught the motor for me .,PD,CATCH,THE,for
the bishop caught me the motor .,DO,CATCH,THE,for
the sheriff caught the cigarette for them .,PD,CATCH,THE,for
the sheriff caught them the cigarette .,DO,CATCH,THE,for
the candidate caught the newspaper for him .,PD,CATCH,THE,for
the candidate caught him the newspaper .,DO,CATCH,THE,for
the man caught the iron for them .,PD,CATCH,THE,for
the man caught them the iron .,DO,CATCH,THE,for
the pilot caught the button for him .,PD,CATCH,THE,for
the pilot caught him the button .,DO,CATCH,THE,for
the son caught the bag for us .,PD,CATCH,THE,for
the son caught us the bag .,DO,CATCH,THE,for
the parent caught the coat for me .,PD,CATCH,THE,for
the parent caught me the coat .,DO,CATCH,THE,for
the physician caught the card for you .,PD,CATCH,THE,for
the physician caught you the card .,DO,CATCH,THE,for
the candidate caught the flower for him .,PD,CATCH,THE,for
the candidate caught him the flower .,DO,CATCH,THE,for
the attorney caught the engine for you .,PD,CATCH,THE,for
the attorney caught you the engine .,DO,CATCH,THE,for
the minister caught the jacket for them .,PD,CATCH,THE,for
the minister caught them the jacket .,DO,CATCH,THE,for
the manager caught the television for him .,PD,CATCH,THE,for
the manager caught him the television .,DO,CATCH,THE,for
a winner caught a bottle for me .,PD,CATCH,A,for
a winner caught me a bottle .,DO,CATCH,A,for
a candidate caught a hat for them .,PD,CATCH,A,for
a candidate caught them a hat .,DO,CATCH,A,for
a cop caught a book for you .,PD,CATCH,A,for
a cop caught you a book .,DO,CATCH,A,for
an uncle caught a flower for you .,PD,CATCH,A,for
an uncle caught you a flower .,DO,CATCH,A,for
an aunt caught an iron for it .,PD,CATCH,A,for
an aunt caught it an iron .,DO,CATCH,A,for
a man caught a telephone for them .,PD,CATCH,A,for
a man caught them a telephone .,DO,CATCH,A,for
a soldier caught a wire for us .,PD,CATCH,A,for
a soldier caught us a wire .,DO,CATCH,A,for
a nurse caught a button for her .,PD,CATCH,A,for
a nurse caught her a button .,DO,CATCH,A,for
a lawyer caught a coat for you .,PD,CATCH,A,for
a lawyer caught you a coat .,DO,CATCH,A,for
a lady caught a bell for me .,PD,CATCH,A,for
a lady caught me a bell .,DO,CATCH,A,for
a leader caught a box for him .,PD,CATCH,A,for
a leader caught him a box .,DO,CATCH,A,for
a guest caught a bowl for them .,PD,CATCH,A,for
a guest caught them a bowl .,DO,CATCH,A,for
an uncle caught a flower for me .,PD,CATCH,A,for
an uncle caught me a flower .,DO,CATCH,A,for
a soldier caught a motor for me .,PD,CATCH,A,for
a soldier caught me a motor .,DO,CATCH,A,for
a parent caught a card for them .,PD,CATCH,A,for
a parent caught them a card .,DO,CATCH,A,for
a lawyer caught a camera for her .,PD,CATCH,A,for
a lawyer caught her a camera .,DO,CATCH,A,for
a physician caught a bag for it .,PD,CATCH,A,for
a physician caught it a bag .,DO,CATCH,A,for
a winner caught a television for them .,PD,CATCH,A,for
a winner caught them a television .,DO,CATCH,A,for
a captain caught a bell for them .,PD,CATCH,A,for
a captain caught them a bell .,DO,CATCH,A,for
an actor caught a ball for it .,PD,CATCH,A,for
an actor caught it a ball .,DO,CATCH,A,for
an employer caught a hat for it .,PD,CATCH,A,for
an employer caught it a hat .,DO,CATCH,A,for
the brother threw the pie to you .,PD,THROW,THE,to
the brother threw you the pie .,DO,THROW,THE,to
the author threw the juice to you .,PD,THROW,THE,to
the author threw you the juice .,DO,THROW,THE,to
the teacher threw the salad to him .,PD,THROW,THE,to
the teacher threw him the salad .,DO,THROW,THE,to
the chief threw the chocolate to us .,PD,THROW,THE,to
the chief threw us the chocolate .,DO,THROW,THE,to
the employer threw the log to you .,PD,THROW,THE,to
the employer threw you the log .,DO,THROW,THE,to
the princess threw the juice to me .,PD,THROW,THE,to
the princess threw me the juice .,DO,THROW,THE,to
the minister threw the salad to them .,PD,THROW,THE,to
the minister threw them the salad .,DO,THROW,THE,to
the professor threw the wire to him .,PD,THROW,THE,to
the professor threw him the wire .,DO,THROW,THE,to
the author threw the book to her .,PD,THROW,THE,to
the author threw her the book .,DO,THROW,THE,to
the cop threw the chocolate to us .,PD,THROW,THE,to
the cop threw us the chocolate .,DO,THROW,THE,to
the opponent threw the meal to it .,PD,THROW,THE,to
the opponent threw it the meal .,DO,THROW,THE,to
the president threw the salad to it .,PD,THROW,THE,to
the president threw it the salad .,DO,THROW,THE,to
the buddy threw the juice to me .,PD,THROW,THE,to
the buddy threw me the juice .,DO,THROW,THE,to
the chief threw the chocolate to it .,PD,THROW,THE,to
the chief threw it the chocolate .,DO,THROW,THE,to
the nurse threw the beer to you .,PD,THROW,THE,to
the nurse threw you the beer .,DO,THROW,THE,to
the captain threw the beer to you .,PD,THROW,THE,to
the captain threw you the beer .,DO,THROW,THE,to
the princess threw the chicken to us .,PD,THROW,THE,to
the princess threw us the chicken .,DO,THROW,THE,to
the employee threw the coat to it .,PD,THROW,THE,to
the employee threw it the coat .,DO,THROW,THE,to
a woman threw a chocolate to us .,PD,THROW,A,to
a woman threw us a chocolate .,DO,THROW,A,to
a mother threw a bowl to me .,PD,THROW,A,to
a mother threw me a bowl .,DO,THROW,A,to
a minister threw a pot to me .,PD,THROW,A,to
a minister threw me a pot .,DO,THROW,A,to
a woman threw a chocolate to you .,PD,THROW,A,to
a woman threw you a chocolate .,DO,THROW,A,to
a king threw a chocolate to me .,PD,THROW,A,to
a king threw me a chocolate .,DO,THROW,A,to
a guest threw a juice to you .,PD,THROW,A,to
a guest threw you a juice .,DO,THROW,A,to
an author threw a chocolate to them .,PD,THROW,A,to
an author threw them a chocolate .,DO,THROW,A,to
an actor threw a chocolate to you .,PD,THROW,A,to
an actor threw you a chocolate .,DO,THROW,A,to
a candidate threw a newspaper to us .,PD,THROW,A,to
a candidate threw us a newspaper .,DO,THROW,A,to
a friend threw a meal to him .,PD,THROW,A,to
a friend threw him a meal .,DO,THROW,A,to
an employee threw a bag to it .,PD,THROW,A,to
an employee threw it a bag .,DO,THROW,A,to
a lady threw a ball to us .,PD,THROW,A,to
a lady threw us a ball .,DO,THROW,A,to
a candidate threw a pie to it .,PD,THROW,A,to
a candidate threw it a pie .,DO,THROW,A,to
an uncle threw a candy to him .,PD,THROW,A,to
an uncle threw him a candy .,DO,THROW,A,to
a guy threw a book to me .,PD,THROW,A,to
a guy threw me a book .,DO,THROW,A,to
a minister threw a book to you .,PD,THROW,A,to
a minister threw you a book .,DO,THROW,A,to
a child threw a pie to it .,PD,THROW,A,to
a child threw it a pie .,DO,THROW,A,to
an opponent threw a cheese to him .,PD,THROW,A,to
an opponent threw him a cheese .,DO,THROW,A,to
an actor threw a coffee to it .,PD,THROW,A,to
an actor threw it a coffee .,DO,THROW,A,to
a singer threw a guitar to us .,PD,THROW,A,to
a singer threw us a guitar .,DO,THROW,A,to
a champion threw a bag to me .,PD,THROW,A,to
a champion threw me a bag .,DO,THROW,A,to
the sheriff promised the button to him .,PD,PROMISE,THE,to
the sheriff promised him the button .,DO,PROMISE,THE,to
the father promised the camera to us .,PD,PROMISE,THE,to
the father promised us the camera .,DO,PROMISE,THE,to
the hero promised the bell to her .,PD,PROMISE,THE,to
the hero promised her the bell .,DO,PROMISE,THE,to
the sheriff promised the motor to me .,PD,PROMISE,THE,to
the sheriff promised me the motor .,DO,PROMISE,THE,to
the mother promised the coffee to him .,PD,PROMISE,THE,to
the mother promised him the coffee .,DO,PROMISE,THE,to
the hero promised the juice to him .,PD,PROMISE,THE,to
the hero promised him the juice .,DO,PROMISE,THE,to
the guy promised the coffee to them .,PD,PROMISE,THE,to
the guy promised them the coffee .,DO,PROMISE,THE,to
the uncle promised the candy to you .,PD,PROMISE,THE,to
the uncle promised you the candy .,DO,PROMISE,THE,to
the worker promised the candy to you .,PD,PROMISE,THE,to
the worker promised you the candy .,DO,PROMISE,THE,to
the attorney promised the pie to her .,PD,PROMISE,THE,to
the attorney promised her the pie .,DO,PROMISE,THE,to
the actor promised the box to us .,PD,PROMISE,THE,to
the actor promised us the box .,DO,PROMISE,THE,to
the champion promised the tea to him .,PD,PROMISE,THE,to
the champion promised him the tea .,DO,PROMISE,THE,to
the professor promised the coffee to me .,PD,PROMISE,THE,to
the professor promised me the coffee .,DO,PROMISE,THE,to
the son promised the beer to me .,PD,PROMISE,THE,to
the son promised me the beer .,DO,PROMISE,THE,to
the wife promised the chicken to them .,PD,PROMISE,THE,to
the wife promised them the chicken .,DO,PROMISE,THE,to
the lady promised the beer to it .,PD,PROMISE,THE,to
the lady promised it the beer .,DO,PROMISE,THE,to
the wife promised the wire to him .,PD,PROMISE,THE,to
the wife promised him the wire .,DO,PROMISE,THE,to
the sheriff promised the tea to you .,PD,PROMISE,THE,to
the sheriff promised you the tea .,DO,PROMISE,THE,to
a king promised a juice to me .,PD,PROMISE,A,to
a king promised me a juice .,DO,PROMISE,A,to
a man promised a coffee to it .,PD,PROMISE,A,to
a man promised it a coffee .,DO,PROMISE,A,to
a teacher promised a knife to you .,PD,PROMISE,A,to
a teacher promised you a knife .,DO,PROMISE,A,to
a nurse promised a juice to us .,PD,PROMISE,A,to
a nurse promised us a juice .,DO,PROMISE,A,to
an author promised a cigarette to me .,PD,PROMISE,A,to
an author promised me a cigarette .,DO,PROMISE,A,to
a husband promised a juice to them .,PD,PROMISE,A,to
a husband promised them a juice .,DO,PROMISE,A,to
a friend promised a cheese to you .,PD,PROMISE,A,to
a friend promised you a cheese .,DO,PROMISE,A,to
a mayor promised a coffee to me .,PD,PROMISE,A,to
a mayor promised me a coffee .,DO,PROMISE,A,to
a parent promised a juice to them .,PD,PROMISE,A,to
a parent promised them a juice .,DO,PROMISE,A,to
a student promised a cheese to it .,PD,PROMISE,A,to
a student promised it a cheese .,DO,PROMISE,A,to
an opponent promised a beer to you .,PD,PROMISE,A,to
an opponent promised you a beer .,DO,PROMISE,A,to
a husband promised a coffee to him .,PD,PROMISE,A,to
a husband promised him a coffee .,DO,PROMISE,A,to
a guy promised a pot to them .,PD,PROMISE,A,to
a guy promised them a pot .,DO,PROMISE,A,to
a manager promised a meal to us .,PD,PROMISE,A,to
a manager promised us a meal .,DO,PROMISE,A,to
an uncle promised a chicken to it .,PD,PROMISE,A,to
an uncle promised it a chicken .,DO,PROMISE,A,to
a doctor promised an engine to it .,PD,PROMISE,A,to
a doctor promised it an engine .,DO,PROMISE,A,to
a secretary promised a cup to you .,PD,PROMISE,A,to
a secretary promised you a cup .,DO,PROMISE,A,to
an actress promised a key to them .,PD,PROMISE,A,to
an actress promised them a key .,DO,PROMISE,A,to
a minister promised a book to them .,PD,PROMISE,A,to
a minister promised them a book .,DO,PROMISE,A,to
a cop promised a pie to them .,PD,PROMISE,A,to
a cop promised them a pie .,DO,PROMISE,A,to
a chief promised a jacket to you .,PD,PROMISE,A,to
a chief promised you a jacket .,DO,PROMISE,A,to
an adult promised a candy to them .,PD,PROMISE,A,to
an adult promised them a candy .,DO,PROMISE,A,to
the buddy brought the chicken to me .,PD,BRING,THE,to
the buddy brought me the chicken .,DO,BRING,THE,to
the actress brought the tea to him .,PD,BRING,THE,to
the actress brought him the tea .,DO,BRING,THE,to
the father brought the pot to us .,PD,BRING,THE,to
the father brought us the pot .,DO,BRING,THE,to
the brother brought the beer to us .,PD,BRING,THE,to
the brother brought us the beer .,DO,BRING,THE,to
the doctor brought the chicken to me .,PD,BRING,THE,to
the doctor brought me the chicken .,DO,BRING,THE,to
the mayor brought the engine to her .,PD,BRING,THE,to
the mayor brought her the engine .,DO,BRING,THE,to
the guy brought the iron to me .,PD,BRING,THE,to
the guy brought me the iron .,DO,BRING,THE,to
the winner brought the camera to him .,PD,BRING,THE,to
the winner brought him the camera .,DO,BRING,THE,to
the princess brought the juice to them .,PD,BRING,THE,to
the princess brought them the juice .,DO,BRING,THE,to
the candidate brought the candy to you .,PD,BRING,THE,to
the candidate brought you the candy .,DO,BRING,THE,to
the man brought the chicken to us .,PD,BRING,THE,to
the man brought us the chicken .,DO,BRING,THE,to
the woman brought the card to us .,PD,BRING,THE,to
the woman brought us the card .,DO,BRING,THE,to
the hero brought the tea to us .,PD,BRING,THE,to
the hero brought us the tea .,DO,BRING,THE,to
the teacher brought the coffee to him .,PD,BRING,THE,to
the teacher brought him the coffee .,DO,BRING,THE,to
the soldier brought the juice to us .,PD,BRING,THE,to
the soldier brought us the juice .,DO,BRING,THE,to
the scientist brought the pie to them .,PD,BRING,THE,to
the scientist brought them the pie .,DO,BRING,THE,to
the man brought the coffee to them .,PD,BRING,THE,to
the man brought them the coffee .,DO,BRING,THE,to
the winner brought the coffee to us .,PD,BRING,THE,to
the winner brought us the coffee .,DO,BRING,THE,to
the pilot brought the juice to it .,PD,BRING,THE,to
the pilot brought it the juice .,DO,BRING,THE,to
a worker brought a computer to me .,PD,BRING,A,to
a worker brought me a computer .,DO,BRING,A,to
a doctor brought a chocolate to him .,PD,BRING,A,to
a doctor brought him a chocolate .,DO,BRING,A,to
a cousin brought a camera to you .,PD,BRING,A,to
a cousin brought you a camera .,DO,BRING,A,to
an adult brought a meal to you .,PD,BRING,A,to
an adult brought you a meal .,DO,BRING,A,to
a singer brought a wire to him .,PD,BRING,A,to
a singer brought him a wire .,DO,BRING,A,to
a friend brought a pie to them .,PD,BRING,A,to
a friend brought them a pie .,DO,BRING,A,to
an adult brought a box to me .,PD,BRING,A,to
an adult brought me a box .,DO,BRING,A,to
an aunt brought a candy to them .,PD,BRING,A,to
an aunt brought them a candy .,DO,BRING,A,to
a chief brought a chicken to it .,PD,BRING,A,to
a chief brought it a chicken .,DO,BRING,A,to
a cousin brought a cheese to me .,PD,BRING,A,to
a cousin brought me a cheese .,DO,BRING,A,to
a cousin brought a cheese to you .,PD,BRING,A,to
a cousin brought you a cheese .,DO,BRING,A,to
a doctor brought a chicken to you .,PD,BRING,A,to
a doctor brought you a chicken .,DO,BRING,A,to
a writer brought a salad to you .,PD,BRING,A,to
a writer brought you a salad .,DO,BRING,A,to
a father brought a salad to them .,PD,BRING,A,to
a father brought them a salad .,DO,BRING,A,to
a president brought a meal to her .,PD,BRING,A,to
a president brought her a meal .,DO,BRING,A,to
a girl brought a guitar to them .,PD,BRING,A,to
a girl brought them a guitar .,DO,BRING,A,to
a lawyer brought an iron to him .,PD,BRING,A,to
a lawyer brought him an iron .,DO,BRING,A,to
an uncle brought a chocolate to him .,PD,BRING,A,to
an uncle brought him a chocolate .,DO,BRING,A,to
a worker brought a beer to him .,PD,BRING,A,to
a worker brought him a beer .,DO,BRING,A,to
the writer drew the log for them .,PD,DRAW,THE,for
the writer drew them the log .,DO,DRAW,THE,for
the pilot drew the machine for us .,PD,DRAW,THE,for
the pilot drew us the machine .,DO,DRAW,THE,for
the secretary drew the cup for you .,PD,DRAW,THE,for
the secretary drew you the cup .,DO,DRAW,THE,for
the winner drew the jacket for us .,PD,DRAW,THE,for
the winner drew us the jacket .,DO,DRAW,THE,for
the husband drew the instrument for them .,PD,DRAW,THE,for
the husband drew them the instrument .,DO,DRAW,THE,for
the pilot drew the key for him .,PD,DRAW,THE,for
the pilot drew him the key .,DO,DRAW,THE,for
the captain drew the ball for it .,PD,DRAW,THE,for
the captain drew it the ball .,DO,DRAW,THE,for
the wife drew the motor for me .,PD,DRAW,THE,for
the wife drew me the motor .,DO,DRAW,THE,for
the leader drew the cigarette for me .,PD,DRAW,THE,for
the leader drew me the cigarette .,DO,DRAW,THE,for
the guy drew the card for him .,PD,DRAW,THE,for
the guy drew him the card .,DO,DRAW,THE,for
the author drew the newspaper for them .,PD,DRAW,THE,for
the author drew them the newspaper .,DO,DRAW,THE,for
the teacher drew the ball for them .,PD,DRAW,THE,for
the teacher drew them the ball .,DO,DRAW,THE,for
the adult drew the camera for him .,PD,DRAW,THE,for
the adult drew him the camera .,DO,DRAW,THE,for
the actor drew the newspaper for her .,PD,DRAW,THE,for
the actor drew her the newspaper .,DO,DRAW,THE,for
the cop drew the crystal for me .,PD,DRAW,THE,for
the cop drew me the crystal .,DO,DRAW,THE,for
