text,structure,verb,det,prep
the student showed the pie to the mother .,PD,SHOW,THE,to
the student showed the mother the pie .,DO,SHOW,THE,to
the pilot showed the beer to the reader .,PD,SHOW,THE,to
the pilot showed the reader the beer .,DO,SHOW,THE,to
the brother showed the camera to the band .,PD,SHOW,THE,to
the brother showed the band the camera .,DO,SHOW,THE,to
the mayor showed the computer to the aunt .,PD,SHOW,THE,to
the mayor showed the aunt the computer .,DO,SHOW,THE,to
the aunt showed the chicken to the administration .,PD,SHOW,THE,to
the aunt showed the administration the chicken .,DO,SHOW,THE,to
the prince showed the salad to the chief .,PD,SHOW,THE,to
the prince showed the chief the salad .,DO,SHOW,THE,to
the singer showed the salad to the company .,PD,SHOW,THE,to
the singer showed the company the salad .,DO,SHOW,THE,to
the mother showed the chicken to the mayor .,PD,SHOW,THE,to
the mother showed the mayor the chicken .,DO,SHOW,THE,to
an employee showed a chicken to an opponent .,PD,SHOW,A,to
an employee showed an opponent a chicken .,DO,SHOW,A,to
a boy showed a candy to a soldier .,PD,SHOW,A,to
a boy showed a soldier a candy .,DO,SHOW,A,to
a husband showed a cheese to a business .,PD,SHOW,A,to
a husband showed a business a cheese .,DO,SHOW,A,to
a partner showed a cup to an administration .,PD,SHOW,A,to
a partner showed an administration a cup .,DO,SHOW,A,to
an employee showed a chocolate to a corporation .,PD,SHOW,A,to
an employee showed a corporation a chocolate .,DO,SHOW,A,to
a princess showed a candy to a corporation .,PD,SHOW,A,to
a princess showed a corporation a candy .,DO,SHOW,A,to
a bishop showed a tea to a singer .,PD,SHOW,A,to
a bishop showed a singer a tea .,DO,SHOW,A,to
the singer supplied the pie to the club .,PD,SUPPLY,THE,to
the singer supplied the club the pie .,DO,SUPPLY,THE,to
the colonel supplied the tea to the administration .,PD,SUPPLY,THE,to
the colonel supplied the administration the tea .,DO,SUPPLY,THE,to
the doctor supplied the crystal to the business .,PD,SUPPLY,THE,to
the doctor supplied the business the crystal .,DO,SUPPLY,THE,to
the partner supplied the salad to the administration .,PD,SUPPLY,THE,to
the partner supplied the administration the salad .,DO,SUPPLY,THE,to
the colonel supplied the cheese to the prince .,PD,SUPPLY,THE,to
the colonel supplied the prince the cheese .,DO,SUPPLY,THE,to
the physician supplied the juice to the opponent .,PD,SUPPLY,THE,to
the physician supplied the opponent the juice .,DO,SUPPLY,THE,to
the cousin supplied the coffee to the administration .,PD,SUPPLY,THE,to
the cousin supplied the administration the coffee .,DO,SUPPLY,THE,to
the minister supplied the bag to the writer .,PD,SUPPLY,THE,to
the minister supplied the writer the bag .,DO,SUPPLY,THE,to
the mayor supplied the candy to the company .,PD,SUPPLY,THE,to
the mayor supplied the company the candy .,DO,SUPPLY,THE,to
the actress supplied the wire to the administration .,PD,SUPPLY,THE,to
the actress supplied the administration the wire .,DO,SUPPLY,THE,to
the minister supplied the jacket to the uncle .,PD,SUPPLY,THE,to
the minister supplied the uncle the jacket .,DO,SUPPLY,THE,to
a colonel supplied a tea to a friend .,PD,SUPPLY,A,to
a colonel supplied a friend a tea .,DO,SUPPLY,A,to
a winner supplied a coat to a club .,PD,SUPPLY,A,to
a winner supplied a club a coat .,DO,SUPPLY,A,to
a cousin supplied a pie to a band .,PD,SUPPLY,A,to
a cousin supplied a band a pie .,DO,SUPPLY,A,to
a father supplied a book to an opponent .,PD,SUPPLY,A,to
a father supplied an opponent a book .,DO,SUPPLY,A,to
a minister supplied a juice to an opponent .,PD,SUPPLY,A,to
a minister supplied an opponent a juice .,DO,SUPPLY,A,to
a lawyer supplied a beer to a corporation .,PD,SUPPLY,A,to
a lawyer supplied a corporation a beer .,DO,SUPPLY,A,to
an aunt supplied a meal to a company .,PD,SUPPLY,A,to
an aunt supplied a company a meal .,DO,SUPPLY,A,to
a priest supplied a coffee to a friend .,PD,SUPPLY,A,to
a priest supplied a friend a coffee .,DO,SUPPLY,A,to
a hero supplied a flower to an administration .,PD,SUPPLY,A,to
a hero supplied an administration a flower .,DO,SUPPLY,A,to
the club designed the iron for the corporation .,PD,DESIGN,THE,for
the club designed the corporation the iron .,DO,DESIGN,THE,for
the administration designed the telephone for the club .,PD,DESIGN,THE,for
the administration designed the club the telephone .,DO,DESIGN,THE,for
the business designed the flower for the club .,PD,DESIGN,THE,for
the business designed the club the flower .,DO,DESIGN,THE,for
the candidate designed the newspaper for the boy .,PD,DESIGN,THE,for
the candidate designed the boy the newspaper .,DO,DESIGN,THE,for
the soldier designed the cigarette for the chief .,PD,DESIGN,THE,for
the soldier designed the chief the cigarette .,DO,DESIGN,THE,for
the business designed the cup for the administration .,PD,DESIGN,THE,for
the business designed the administration the cup .,DO,DESIGN,THE,for
the army designed the ball for the administration .,PD,DESIGN,THE,for
the army designed the administration the ball .,DO,DESIGN,THE,for
the corporation designed the bottle for the company .,PD,DESIGN,THE,for
the corporation designed the company the bottle .,DO,DESIGN,THE,for
the club designed the telephone for the army .,PD,DESIGN,THE,for
the club designed the army the telephone .,DO,DESIGN,THE,for
the manager designed the key for the candidate .,PD,DESIGN,THE,for
the manager designed the candidate the key .,DO,DESIGN,THE,for
the army designed the hat for the company .,PD,DESIGN,THE,for
the army designed the company the hat .,DO,DESIGN,THE,for
a pilot designed a newspaper for a champion .,PD,DESIGN,A,for
a pilot designed a champion a newspaper .,DO,DESIGN,A,for
an administration designed a coat for a corporation .,PD,DESIGN,A,for
an administration designed a corporation a coat .,DO,DESIGN,A,for
an army designed a gun for a club .,PD,DESIGN,A,for
an army designed a club a gun .,DO,DESIGN,A,for
a business designed a glass for an administration .,PD,DESIGN,A,for
a business designed an administration a glass .,DO,DESIGN,A,for
an actress designed a cup for a chief .,PD,DESIGN,A,for
an actress designed a chief a cup .,DO,DESIGN,A,for
a club designed a hat for an army .,PD,DESIGN,A,for
a club designed an army a hat .,DO,DESIGN,A,for
a student designed an iron for a winner .,PD,DESIGN,A,for
a student designed a winner an iron .,DO,DESIGN,A,for
the winner took the knife to the pilot .,PD,TAKE,THE,to
the winner took the pilot the knife .,DO,TAKE,THE,to
the aunt took the cigarette to the singer .,PD,TAKE,THE,to
the aunt took the singer the cigarette .,DO,TAKE,THE,to
the man took the ball to the lady .,PD,TAKE,THE,to
the man took the lady the ball .,DO,TAKE,THE,to
the actress took the instrument to the actor .,PD,TAKE,THE,to
the actress took the actor the instrument .,DO,TAKE,THE,to
the prince took the knife to the father .,PD,TAKE,THE,to
the prince took the father the knife .,DO,TAKE,THE,to
a mayor took a cigarette to an attorney .,PD,TAKE,A,to
a mayor took an attorney a cigarette .,DO,TAKE,A,to
a cousin took a bag to a man .,PD,TAKE,A,to
a cousin took a man a bag .,DO,TAKE,A,to
an adult took a camera to a buddy .,PD,TAKE,A,to
an adult took a buddy a camera .,DO,TAKE,A,to
an actress took a television to a lady .,PD,TAKE,A,to
an actress took a lady a television .,DO,TAKE,A,to
a cousin took a crystal to a guest .,PD,TAKE,A,to
a cousin took a guest a crystal .,DO,TAKE,A,to
a son took a newspaper to an adult .,PD,TAKE,A,to
a son took an adult a newspaper .,DO,TAKE,A,to
an employer took a bag to a father .,PD,TAKE,A,to
an employer took a father a bag .,DO,TAKE,A,to
the prince fed the candy to the physician .,PD,FEED,THE,to
the prince fed the physician the candy .,DO,FEED,THE,to
the author fed the cheese to the cousin .,PD,FEED,THE,to
the author fed the cousin the cheese .,DO,FEED,THE,to
the opponent fed the salad to the son .,PD,FEED,THE,to
the opponent fed the son the salad .,DO,FEED,THE,to
the boy fed the meal to the physician .,PD,FEED,THE,to
the boy fed the physician the meal .,DO,FEED,THE,to
the soldier fed the candy to the employee .,PD,FEED,THE,to
the soldier fed the employee the candy .,DO,FEED,THE,to
the friend fed the salad to the lawyer .,PD,FEED,THE,to
the friend fed the lawyer the salad .,DO,FEED,THE,to
the girl fed the meal to the winner .,PD,FEED,THE,to
the girl fed the winner the meal .,DO,FEED,THE,to
the doctor fed the cheese to the singer .,PD,FEED,THE,to
the doctor fed the singer the cheese .,DO,FEED,THE,to
a mayor fed a meal to a candidate .,PD,FEED,A,to
a mayor fed a candidate a meal .,DO,FEED,A,to
a scientist fed a pie to a kid .,PD,FEED,A,to
a scientist fed a kid a pie .,DO,FEED,A,to
a reader fed a chicken to a captain .,PD,FEED,A,to
a reader fed a captain a chicken .,DO,FEED,A,to
a father fed a cheese to a colonel .,PD,FEED,A,to
a father fed a colonel a cheese .,DO,FEED,A,to
a bishop fed a chicken to a reader .,PD,FEED,A,to
a bishop fed a reader a chicken .,DO,FEED,A,to
a sheriff fed a chocolate to a priest .,PD,FEED,A,to
a sheriff fed a priest a chocolate .,DO,FEED,A,to
a father fed a cheese to a scientist .,PD,FEED,A,to
a father fed a scientist a cheese .,DO,FEED,A,to
a guest fed a pie to a lady .,PD,FEED,A,to
a guest fed a lady a pie .,DO,FEED,A,to
the child bought the pot for the secretary .,PD,BUY,THE,for
the child bought the secretary the pot .,DO,BUY,THE,for
the pilot bought the box for the daughter .,PD,BUY,THE,for
the pilot bought the daughter the box .,DO,BUY,THE,for
the girl bought the candy for the mayor .,PD,BUY,THE,for
the girl bought the mayor the candy .,DO,BUY,THE,for
the student bought the tea for the lady .,PD,BUY,THE,for
the student bought the lady the tea .,DO,BUY,THE,for
the sheriff bought the juice for the lady .,PD,BUY,THE,for
the sheriff bought the lady the juice .,DO,BUY,THE,for
the candidate bought the beer for the pilot .,PD,BUY,THE,for
the candidate bought the pilot the beer .,DO,BUY,THE,for
the guy bought the box for the sheriff .,PD,BUY,THE,for
the guy bought the sheriff the box .,DO,BUY,THE,for
the brother bought the salad for the champion .,PD,BUY,THE,for
the brother bought the champion the salad .,DO,BUY,THE,for
an employer bought a beer for a brother .,PD,BUY,A,for
an employer bought a brother a beer .,DO,BUY,A,for
a singer bought a knife for a chief .,PD,BUY,A,for
a singer bought a chief a knife .,DO,BUY,A,for
the captain delivered the coffee for the actress .,PD,DELIVER,THE,for
the captain delivered the actress the coffee .,DO,DELIVER,THE,for
the guest delivered the cigarette for the cousin .,PD,DELIVER,THE,for
the guest delivered the cousin the cigarette .,DO,DELIVER,THE,for
a husband delivered a juice for a sheriff .,PD,DELIVER,A,for
a husband delivered a sheriff a juice .,DO,DELIVER,A,for
a minister delivered a flower for a writer .,PD,DELIVER,A,for
a minister delivered a writer a flower .,DO,DELIVER,A,for
the chief threw the newspaper to the winner .,PD,THROW,THE,to
the chief threw the winner the newspaper .,DO,THROW,THE,to
the pilot threw the tea to the employee .,PD,THROW,THE,to
the pilot threw the employee the tea .,DO,THROW,THE,to
the reader threw the gun to the champion .,PD,THROW,THE,to
the reader threw the champion the gun .,DO,THROW,THE,to
the worker threw the crystal to the doctor .,PD,THROW,THE,to
the worker threw the doctor the crystal .,DO,THROW,THE,to
the reader threw the tea to the actor .,PD,THROW,THE,to
the reader threw the actor the tea .,DO,THROW,THE,to
the girl threw the tea to the kid .,PD,THROW,THE,to
the girl threw the kid the tea .,DO,THROW,THE,to
the child threw the computer to the guest .,PD,THROW,THE,to
the child threw the guest the computer .,DO,THROW,THE,to
the physician threw the meal to the mother .,PD,THROW,THE,to
the physician threw the mother the meal .,DO,THROW,THE,to
the bishop threw the beer to the actor .,PD,THROW,THE,to
the bishop threw the actor the beer .,DO,THROW,THE,to
the worker threw the meal to the cousin .,PD,THROW,THE,to
the worker threw the cousin the meal .,DO,THROW,THE,to
an attorney threw a candy to a champion .,PD,THROW,A,to
an attorney threw a champion a candy .,DO,THROW,A,to
a cop threw a chocolate to a pilot .,PD,THROW,A,to
a cop threw a pilot a chocolate .,DO,THROW,A,to
a singer threw a juice to a cousin .,PD,THROW,A,to
a singer threw a cousin a juice .,DO,THROW,A,to
a leader threw a juice to a partner .,PD,THROW,A,to
a leader threw a partner a juice .,DO,THROW,A,to
a hero threw a coffee to a parent .,PD,THROW,A,to
a hero threw a parent a coffee .,DO,THROW,A,to
a friend threw a meal to an opponent .,PD,THROW,A,to
a friend threw an opponent a meal .,DO,THROW,A,to
an aunt threw a pie to a lawyer .,PD,THROW,A,to
an aunt threw a lawyer a pie .,DO,THROW,A,to
a mayor threw a juice to a father .,PD,THROW,A,to
a mayor threw a father a juice .,DO,THROW,A,to
the manager promised the box to the candidate .,PD,PROMISE,THE,to
the manager promised the candidate the box .,DO,PROMISE,THE,to
the sheriff promised the beer to the parent .,PD,PROMISE,THE,to
the sheriff promised the parent the beer .,DO,PROMISE,THE,to
the lady promised the iron to the uncle .,PD,PROMISE,THE,to
the lady promised the uncle the iron .,DO,PROMISE,THE,to
the actor promised the glass to the king .,PD,PROMISE,THE,to
the actor promised the king the glass .,DO,PROMISE,THE,to
the worker promised the coffee to the son .,PD,PROMISE,THE,to
the worker promised the son the coffee .,DO,PROMISE,THE,to
the singer promised the juice to the professor .,PD,PROMISE,THE,to
the singer promised the professor the juice .,DO,PROMISE,THE,to
the worker promised the tea to the professor .,PD,PROMISE,THE,to
the worker promised the professor the tea .,DO,PROMISE,THE,to
the brother promised the meal to the winner .,PD,PROMISE,THE,to
the brother promised the winner the meal .,DO,PROMISE,THE,to
the prince promised the coffee to the woman .,PD,PROMISE,THE,to
the prince promised the woman the coffee .,DO,PROMISE,THE,to
the prince promised the salad to the author .,PD,PROMISE,THE,to
the prince promised the author the salad .,DO,PROMISE,THE,to
the worker promised the salad to the pilot .,PD,PROMISE,THE,to
the worker promised the pilot the salad .,DO,PROMISE,THE,to
a singer promised a chicken to an opponent .,PD,PROMISE,A,to
a singer promised an opponent a chicken .,DO,PROMISE,A,to
a professor promised a computer to a child .,PD,PROMISE,A,to
a professor promised a child a computer .,DO,PROMISE,A,to
a child promised an instrument to a princess .,PD,PROMISE,A,to
a child promised a princess an instrument .,DO,PROMISE,A,to
a manager promised a beer to a cop .,PD,PROMISE,A,to
a manager promised a cop a beer .,DO,PROMISE,A,to
a reader promised a juice to an attorney .,PD,PROMISE,A,to
a reader promised an attorney a juice .,DO,PROMISE,A,to
a worker promised a chocolate to a pilot .,PD,PROMISE,A,to
a worker promised a pilot a chocolate .,DO,PROMISE,A,to
a husband promised a gun to a writer .,PD,PROMISE,A,to
a husband promised a writer a gun .,DO,PROMISE,A,to
an actress promised a chocolate to a singer .,PD,PROMISE,A,to
an actress promised a singer a chocolate .,DO,PROMISE,A,to
a secretary promised a beer to a captain .,PD,PROMISE,A,to
a secretary promised a captain a beer .,DO,PROMISE,A,to
a sheriff promised a tea to a mother .,PD,PROMISE,A,to
a sheriff promised a mother a tea .,DO,PROMISE,A,to
a mayor promised a tea to a bishop .,PD,PROMISE,A,to
a mayor promised a bishop a tea .,DO,PROMISE,A,to
a leader promised a gun to a wife .,PD,PROMISE,A,to
a leader promised a wife a gun .,DO,PROMISE,A,to
a nurse promised a beer to a mother .,PD,PROMISE,A,to
a nurse promised a mother a beer .,DO,PROMISE,A,to
the child brought the pie to the woman .,PD,BRING,THE,to
the child brought the woman the pie .,DO,BRING,THE,to
the teacher brought the chocolate to the author .,PD,BRING,THE,to
the teacher brought the author the chocolate .,DO,BRING,THE,to
the buddy brought the pie to the employee .,PD,BRING,THE,to
the buddy brought the employee the pie .,DO,BRING,THE,to
the captain brought the jacket to the candidate .,PD,BRING,THE,to
the captain brought the candidate the jacket .,DO,BRING,THE,to
a nurse brought a book to a company .,PD,BRING,A,to
a nurse brought a company a book .,DO,BRING,A,to
an attorney brought a salad to an army .,PD,BRING,A,to
an attorney brought an army a salad .,DO,BRING,A,to
a partner brought a coffee to a manager .,PD,BRING,A,to
a partner brought a manager a coffee .,DO,BRING,A,to
a mother brought a bowl to a band .,PD,BRING,A,to
a mother brought a band a bowl .,DO,BRING,A,to
a priest brought a candy to an uncle .,PD,BRING,A,to
a priest brought an uncle a candy .,DO,BRING,A,to
an actress brought a salad to a writer .,PD,BRING,A,to
an actress brought a writer a salad .,DO,BRING,A,to
a guest brought a candy to a mother .,PD,BRING,A,to
a guest brought a mother a candy .,DO,BRING,A,to
a reader brought an instrument to a company .,PD,BRING,A,to
a reader brought a company an instrument .,DO,BRING,A,to
a parent brought a bell to a corporation .,PD,BRING,A,to
a parent brought a corporation a bell .,DO,BRING,A,to
an opponent brought a tea to a business .,PD,BRING,A,to
an opponent brought a business a tea .,DO,BRING,A,to
a physician brought a television to a corporation .,PD,BRING,A,to
a physician brought a corporation a television .,DO,BRING,A,to
an author brought a coffee to a student .,PD,BRING,A,to
an author brought a student a coffee .,DO,BRING,A,to
the father drew the cigarette for the corporation .,PD,DRAW,THE,for
the father drew the corporation the cigarette .,DO,DRAW,THE,for
the son drew the plate for the opponent .,PD,DRAW,THE,for
the son drew the opponent the plate .,DO,DRAW,THE,for
the princess drew the box for the business .,PD,DRAW,THE,for
the princess drew the business the box .,DO,DRAW,THE,for
the opponent drew the motor for the author .,PD,DRAW,THE,for
the opponent drew the author the motor .,DO,DRAW,THE,for
the scientist drew the newspaper for the administration .,PD,DRAW,THE,for
the scientist drew the administration the newspaper .,DO,DRAW,THE,for
the actress drew the crystal for the corporation .,PD,DRAW,THE,for
the actress drew the corporation the crystal .,DO,DRAW,THE,for
the aunt drew the glass for the guest .,PD,DRAW,THE,for
the aunt drew the guest the glass .,DO,DRAW,THE,for
the uncle drew the key for the author .,PD,DRAW,THE,for
the uncle drew the author the key .,DO,DRAW,THE,for
the lady drew the glass for the club .,PD,DRAW,THE,for
the lady drew the club the glass .,DO,DRAW,THE,for
the priest drew the log for the writer .,PD,DRAW,THE,for
the priest drew the writer the log .,DO,DRAW,THE,for
the student drew the cigarette for the princess .,PD,DRAW,THE,for
the student drew the princess the cigarette .,DO,DRAW,THE,for
a kid drew a log for a club .,PD,DRAW,A,for
a kid drew a club a log .,DO,DRAW,A,for
a child drew a flower for a lawyer .,PD,DRAW,A,for
a child drew a lawyer a flower .,DO,DRAW,A,for
a woman drew a guitar for a chief .,PD,DRAW,A,for
a woman drew a chief a guitar .,DO,DRAW,A,for
a physician drew a coat for a company .,PD,DRAW,A,for
a physician drew a company a coat .,DO,DRAW,A,for
a girl drew an anchor for a business .,PD,DRAW,A,for
a girl drew a business an anchor .,DO,DRAW,A,for
a hero drew an engine for an employer .,PD,DRAW,A,for
a hero drew an employer an engine .,DO,DRAW,A,for
a cousin drew a guitar for a hero .,PD,DRAW,A,for
a cousin drew a hero a guitar .,DO,DRAW,A,for
a scientist drew a motor for a club .,PD,DRAW,A,for
a scientist drew a club a motor .,DO,DRAW,A,for
the boy found the iron for the club .,PD,FIND,THE,for
the boy found the club the iron .,DO,FIND,THE,for
the teacher found the newspaper for the cop .,PD,FIND,THE,for
the teacher found the cop the newspaper .,DO,FIND,THE,for
the reader found the hat for the corporation .,PD,FIND,THE,for
the reader found the corporation the hat .,DO,FIND,THE,for
the child found the ball for the administration .,PD,FIND,THE,for
the child found the administration the ball .,DO,FIND,THE,for
the employer found the salad for the administration .,PD,FIND,THE,for
the employer found the administration the salad .,DO,FIND,THE,for
the aunt found the cigarette for the company .,PD,FIND,THE,for
the aunt found the company the cigarette .,DO,FIND,THE,for
the aunt found the pot for the band .,PD,FIND,THE,for
the aunt found the band the pot .,DO,FIND,THE,for
a chief found a chicken for a cousin .,PD,FIND,A,for
a chief found a cousin a chicken .,DO,FIND,A,for
an employer found a telephone for an army .,PD,FIND,A,for
an employer found an army a telephone .,DO,FIND,A,for
a colonel found a juice for a parent .,PD,FIND,A,for
a colonel found a parent a juice .,DO,FIND,A,for
an aunt found a meal for an army .,PD,FIND,A,for
an aunt found an army a meal .,DO,FIND,A,for
a girl found a coffee for a princess .,PD,FIND,A,for
a girl found a princess a coffee .,DO,FIND,A,for
a student found a tea for a writer .,PD,FIND,A,for
a student found a writer a tea .,DO,FIND,A,for
a prince found a tea for an administration .,PD,FIND,A,for
a prince found an administration a tea .,DO,FIND,A,for
a writer found a beer for a priest .,PD,FIND,A,for
a writer found a priest a beer .,DO,FIND,A,for
the professor got the salad for the mayor .,PD,GET,THE,for
the professor got the mayor the salad .,DO,GET,THE,for
the man got the pie for the mother .,PD,GET,THE,for
the man got the mother the pie .,DO,GET,THE,for
the chief got the juice for the aunt .,PD,GET,THE,for
the chief got the aunt the juice .,DO,GET,THE,for
the king got the coffee for the author .,PD,GET,THE,for
the king got the author the coffee .,DO,GET,THE,for
a scientist got a gun for a company .,PD,GET,A,for
a scientist got a company a gun .,DO,GET,A,for
a hero got a candy for a band .,PD,GET,A,for
a hero got a band a candy .,DO,GET,A,for
a singer got a salad for a king .,PD,GET,A,for
a singer got a king a salad .,DO,GET,A,for
a reader got a card for a band .,PD,GET,A,for
a reader got a band a card .,DO,GET,A,for
a cop got a telephone for an administration .,PD,GET,A,for
a cop got an administration a telephone .,DO,GET,A,for
a mayor got a log for a company .,PD,GET,A,for
a mayor got a company a log .,DO,GET,A,for
the parent gave the pie to the prince .,PD,GIVE,THE,to
the parent gave the prince the pie .,DO,GIVE,THE,to
the winner gave the meal to the minister .,PD,GIVE,THE,to
the winner gave the minister the meal .,DO,GIVE,THE,to
the author gave the chocolate to the attorney .,PD,GIVE,THE,to
the author gave the attorney the chocolate .,DO,GIVE,THE,to
the winner gave the crystal to the administration .,PD,GIVE,THE,to
the winner gave the administration the crystal .,DO,GIVE,THE,to
the mother gave the cheese to the adult .,PD,GIVE,THE,to
the mother gave the adult the cheese .,DO,GIVE,THE,to
the lawyer gave the salad to the adult .,PD,GIVE,THE,to
the lawyer gave the adult the salad .,DO,GIVE,THE,to
the author gave the candy to the secretary .,PD,GIVE,THE,to
the author gave the secretary the candy .,DO,GIVE,THE,to
the woman gave the beer to the club .,PD,GIVE,THE,to
the woman gave the club the beer .,DO,GIVE,THE,to
the guy gave the knife to the army .,PD,GIVE,THE,to
the guy gave the army the knife .,DO,GIVE,THE,to
the nurse gave the juice to the administration .,PD,GIVE,THE,to
the nurse gave the administration the juice .,DO,GIVE,THE,to
a nurse gave a chocolate to a club .,PD,GIVE,A,to
a nurse gave a club a chocolate .,DO,GIVE,A,to
a singer gave a juice to a candidate .,PD,GIVE,A,to
a singer gave a candidate a juice .,DO,GIVE,A,to
a prince gave an anchor to an administration .,PD,GIVE,A,to
a prince gave an administration an anchor .,DO,GIVE,A,to
an aunt gave a tea to a writer .,PD,GIVE,A,to
an aunt gave a writer a tea .,DO,GIVE,A,to
an uncle gave a meal to an army .,PD,GIVE,A,to
an uncle gave an army a meal .,DO,GIVE,A,to
a friend gave a tea to a secretary .,PD,GIVE,A,to
a friend gave a secretary a tea .,DO,GIVE,A,to
a lady gave a candy to an administration .,PD,GIVE,A,to
a lady gave an administration a candy .,DO,GIVE,A,to
the hero kept the coffee for the parent .,PD,KEEP,THE,for
the hero kept the parent the coffee .,DO,KEEP,THE,for
the minister kept the salad for the corporation .,PD,KEEP,THE,for
the minister kept the corporation the salad .,DO,KEEP,THE,for
the nurse kept the pie for the band .,PD,KEEP,THE,for
the nurse kept the band the pie .,DO,KEEP,THE,for
the champion kept the beer for the sheriff .,PD,KEEP,THE,for
the champion kept the sheriff the beer .,DO,KEEP,THE,for
the lawyer kept the bowl for the band .,PD,KEEP,THE,for
the lawyer kept the band the bowl .,DO,KEEP,THE,for
the prince kept the book for the president .,PD,KEEP,THE,for
the prince kept the president the book .,DO,KEEP,THE,for
a friend kept a wire for a teacher .,PD,KEEP,A,for
a friend kept a teacher a wire .,DO,KEEP,A,for
an employer kept a cigarette for an army .,PD,KEEP,A,for
an employer kept an army a cigarette .,DO,KEEP,A,for
the husband left the key for the cousin .,PD,LEAVE,THE,for
the husband left the cousin the key .,DO,LEAVE,THE,for
the prince left the juice for the woman .,PD,LEAVE,THE,for
the prince left the woman the juice .,DO,LEAVE,THE,for
a lawyer left a beer for a lady .,PD,LEAVE,A,for
a lawyer left a lady a beer .,DO,LEAVE,A,for
a man left a tea for a princess .,PD,LEAVE,A,for
a man left a princess a tea .,DO,LEAVE,A,for
a pilot left a beer for a worker .,PD,LEAVE,A,for
a pilot left a worker a beer .,DO,LEAVE,A,for
a bishop left a television for a man .,PD,LEAVE,A,for
a bishop left a man a television .,DO,LEAVE,A,for
a secretary left an engine for an uncle .,PD,LEAVE,A,for
a secretary left an uncle an engine .,DO,LEAVE,A,for
a chief left a newspaper for a company .,PD,LEAVE,A,for
a chief left a company a newspaper .,DO,LEAVE,A,for
a scientist left a beer for a pilot .,PD,LEAVE,A,for
a scientist left a pilot a beer .,DO,LEAVE,A,for
the colonel made the telephone for the business .,PD,MAKE,THE,for
the colonel made the business the telephone .,DO,MAKE,THE,for
the man made the plate for the club .,PD,MAKE,THE,for
the man made the club the plate .,DO,MAKE,THE,for
the wife made the iron for the adult .,PD,MAKE,THE,for
the wife made the adult the iron .,DO,MAKE,THE,for
the soldier made the telephone for the band .,PD,MAKE,THE,for
the soldier made the band the telephone .,DO,MAKE,THE,for
the parent made the iron for the army .,PD,MAKE,THE,for
the parent made the army the iron .,DO,MAKE,THE,for
the pilot made the newspaper for the club .,PD,MAKE,THE,for
the pilot made the club the newspaper .,DO,MAKE,THE,for
the guest made the bottle for the winner .,PD,MAKE,THE,for
the guest made the winner the bottle .,DO,MAKE,THE,for
the daughter made the card for the worker .,PD,MAKE,THE,for
the daughter made the worker the card .,DO,MAKE,THE,for
the nurse made the camera for the administration .,PD,MAKE,THE,for
the nurse made the administration the camera .,DO,MAKE,THE,for
a president made a log for a business .,PD,MAKE,A,for
a president made a business a log .,DO,MAKE,A,for
an employer made a motor for an administration .,PD,MAKE,A,for
an employer made an administration a motor .,DO,MAKE,A,for
a princess made a button for a club .,PD,MAKE,A,for
a princess made a club a button .,DO,MAKE,A,for
a minister made an iron for a man .,PD,MAKE,A,for
a minister made a man an iron .,DO,MAKE,A,for
a sheriff made a pot for a priest .,PD,MAKE,A,for
a sheriff made a priest a pot .,DO,MAKE,A,for
a reader made an engine for a corporation .,PD,MAKE,A,for
a reader made a corporation an engine .,DO,MAKE,A,for
the boy purchased the meal for the author .,PD,PURCHASE,THE,for
the boy purchased the author the meal .,DO,PURCHASE,THE,for
the physician purchased the cheese for the corporation .,PD,PURCHASE,THE,for
the physician purchased the corporation the cheese .,DO,PURCHASE,THE,for
the hero purchased the coffee for the club .,PD,PURCHASE,THE,for
the hero purchased the club the coffee .,DO,PURCHASE,THE,for
the guy purchased the meal for the company .,PD,PURCHASE,THE,for
the guy purchased the company the meal .,DO,PURCHASE,THE,for
the worker purchased the beer for the student .,PD,PURCHASE,THE,for
the worker purchased the student the beer .,DO,PURCHASE,THE,for
a reader purchased a bell for a club .,PD,PURCHASE,A,for
a reader purchased a club a bell .,DO,PURCHASE,A,for
a parent purchased a candy for a president .,PD,PURCHASE,A,for
a parent purchased a president a candy .,DO,PURCHASE,A,for
a prince purchased a pie for a company .,PD,PURCHASE,A,for
a prince purchased a company a pie .,DO,PURCHASE,A,for
an employer purchased a chicken for an army .,PD,PURCHASE,A,for
an employer purchased an army a chicken .,DO,PURCHASE,A,for
a singer purchased a juice for a band .,PD,PURCHASE,A,for
a singer purchased a band a juice .,DO,PURCHASE,A,for
a brother purchased a salad for an administration .,PD,PURCHASE,A,for
a brother purchased an administration a salad .,DO,PURCHASE,A,for
a king purchased a gun for a company .,PD,PURCHASE,A,for
a king purchased a company a gun .,DO,PURCHASE,A,for
an aunt purchased a juice for a club .,PD,PURCHASE,A,for
an aunt purchased a club a juice .,DO,PURCHASE,A,for
the manager saved the hat for the band .,PD,SAVE,THE,for
the manager saved the band the hat .,DO,SAVE,THE,for
the girl saved the pie for the club .,PD,SAVE,THE,for
the girl saved the club the pie .,DO,SAVE,THE,for
the reader saved the gun for the company .,PD,SAVE,THE,for
the reader saved the company the gun .,DO,SAVE,THE,for
the candidate saved the coffee for the leader .,PD,SAVE,THE,for
the candidate saved the leader the coffee .,DO,SAVE,THE,for
a manager saved a chicken for an employee .,PD,SAVE,A,for
a manager saved an employee a chicken .,DO,SAVE,A,for
