prime_sentence,target_sentence,prime_structure,target_structure,prime_verb,target_verb,prime_det,target_det,prime_prep,target_prep
a guy got an employer a flower .,the lady bought the child the cup .,DO,DO,GET,BUY,A,THE,for,for
the professor gave the card to the guy .,a minister bought a tea for an adult .,PD,PD,GIVE,BUY,THE,A,to,for
the professor gave the card to the guy .,a minister bought an adult a tea .,PD,DO,GIVE,BUY,THE,A,to,for
the professor gave the guy the card .,a minister bought a tea for an adult .,DO,PD,GIVE,BUY,THE,A,to,for
the professor gave the guy the card .,a minister bought an adult a tea .,DO,DO,GIVE,BUY,THE,A,to,for
the leader gave the log to the corporation .,a buddy bought an anchor for a child .,PD,PD,GIVE,BUY,THE,A,to,for
the leader gave the log to the corporation .,a buddy bought a child an anchor .,PD,DO,GIVE,BUY,THE,A,to,for
the leader gave the corporation the log .,a buddy bought an anchor for a child .,DO,PD,GIVE,BUY,THE,A,to,for
the leader gave the corporation the log .,a buddy bought a child an anchor .,DO,DO,GIVE,BUY,THE,A,to,for
the employer gave the instrument to the president .,a soldier bought a meal for a candidate .,PD,PD,GIVE,BUY,THE,A,to,for
the employer gave the instrument to the president .,a soldier bought a candidate a meal .,PD,DO,GIVE,BUY,THE,A,to,for
the employer gave the president the instrument .,a soldier bought a meal for a candidate .,DO,PD,GIVE,BUY,THE,A,to,for
the employer gave the president the instrument .,a soldier bought a candidate a meal .,DO,DO,GIVE,BUY,THE,A,to,for
the friend gave the chocolate to the army .,a minister bought a machine for a president .,PD,PD,GIVE,BUY,THE,A,to,for
the friend gave the chocolate to the army .,a minister bought a president a machine .,PD,DO,GIVE,BUY,THE,A,to,for
the friend gave the army the chocolate .,a minister bought a machine for a president .,DO,PD,GIVE,BUY,THE,A,to,for
the friend gave the army the chocolate .,a minister bought a president a machine .,DO,DO,GIVE,BUY,THE,A,to,for
the candidate gave the glass to the club .,a sheriff bought a motor for a champion .,PD,PD,GIVE,BUY,THE,A,to,for
the candidate gave the glass to the club .,a sheriff bought a champion a motor .,PD,DO,GIVE,BUY,THE,A,to,for
the candidate gave the club the glass .,a sheriff bought a motor for a champion .,DO,PD,GIVE,BUY,THE,A,to,for
the candidate gave the club the glass .,a sheriff bought a champion a motor .,DO,DO,GIVE,BUY,THE,A,to,for
the boy gave the guitar to the king .,a bishop bought a beer for a wife .,PD,PD,GIVE,BUY,THE,A,to,for
the boy gave the guitar to the king .,a bishop bought a wife a beer .,PD,DO,GIVE,BUY,THE,A,to,for
the boy gave the king the guitar .,a bishop bought a beer for a wife .,DO,PD,GIVE,BUY,THE,A,to,for
the boy gave the king the guitar .,a bishop bought a wife a beer .,DO,DO,GIVE,BUY,THE,A,to,for
the uncle gave the juice to the administration .,a champion bought a beer for a singer .,PD,PD,GIVE,BUY,THE,A,to,for
the uncle gave the juice to the administration .,a champion bought a singer a beer .,PD,DO,GIVE,BUY,THE,A,to,for
the uncle gave the administration the juice .,a champion bought a beer for a singer .,DO,PD,GIVE,BUY,THE,A,to,for
the uncle gave the administration the juice .,a champion bought a singer a beer .,DO,DO,GIVE,BUY,THE,A,to,for
the writer gave the beer to the army .,a priest bought a coffee for a woman .,PD,PD,GIVE,BUY,THE,A,to,for
the writer gave the beer to the army .,a priest bought a woman a coffee .,PD,DO,GIVE,BUY,THE,A,to,for
the writer gave the army the beer .,a priest bought a coffee for a woman .,DO,PD,GIVE,BUY,THE,A,to,for
the writer gave the army the beer .,a priest bought a woman a coffee .,DO,DO,GIVE,BUY,THE,A,to,for
the manager gave the coffee to the daughter .,a princess bought a bag for a father .,PD,PD,GIVE,BUY,THE,A,to,for
the manager gave the coffee to the daughter .,a princess bought a father a bag .,PD,DO,GIVE,BUY,THE,A,to,for
the manager gave the daughter the coffee .,a princess bought a bag for a father .,DO,PD,GIVE,BUY,THE,A,to,for
the manager gave the daughter the coffee .,a princess bought a father a bag .,DO,DO,GIVE,BUY,THE,A,to,for
the opponent gave the beer to the corporation .,a father bought a chicken for a son .,PD,PD,GIVE,BUY,THE,A,to,for
the opponent gave the beer to the corporation .,a father bought a son a chicken .,PD,DO,GIVE,BUY,THE,A,to,for
the opponent gave the corporation the beer .,a father bought a chicken for a son .,DO,PD,GIVE,BUY,THE,A,to,for
the opponent gave the corporation the beer .,a father bought a son a chicken .,DO,DO,GIVE,BUY,THE,A,to,for
the boy gave the tea to the brother .,a hero bought a chicken for a priest .,PD,PD,GIVE,BUY,THE,A,to,for
the boy gave the tea to the brother .,a hero bought a priest a chicken .,PD,DO,GIVE,BUY,THE,A,to,for
the boy gave the brother the tea .,a hero bought a chicken for a priest .,DO,PD,GIVE,BUY,THE,A,to,for
the boy gave the brother the tea .,a hero bought a priest a chicken .,DO,DO,GIVE,BUY,THE,A,to,for
the son gave the glass to the daughter .,a kid bought a key for a mayor .,PD,PD,GIVE,BUY,THE,A,to,for
the son gave the glass to the daughter .,a kid bought a mayor a key .,PD,DO,GIVE,BUY,THE,A,to,for
the son gave the daughter the glass .,a kid bought a key for a mayor .,DO,PD,GIVE,BUY,THE,A,to,for
the son gave the daughter the glass .,a kid bought a mayor a key .,DO,DO,GIVE,BUY,THE,A,to,for
the soldier gave the tea to the administration .,a mayor bought a jacket for a guy .,PD,PD,GIVE,BUY,THE,A,to,for
the soldier gave the tea to the administration .,a mayor bought a guy a jacket .,PD,DO,GIVE,BUY,THE,A,to,for
the soldier gave the administration the tea .,a mayor bought a jacket for a guy .,DO,PD,GIVE,BUY,THE,A,to,for
the soldier gave the administration the tea .,a mayor bought a guy a jacket .,DO,DO,GIVE,BUY,THE,A,to,for
the guy gave the chocolate to the band .,a chief bought a candy for a cop .,PD,PD,GIVE,BUY,THE,A,to,for
the guy gave the chocolate to the band .,a chief bought a cop a candy .,PD,DO,GIVE,BUY,THE,A,to,for
the guy gave the band the chocolate .,a chief bought a candy for a cop .,DO,PD,GIVE,BUY,THE,A,to,for
the guy gave the band the chocolate .,a chief bought a cop a candy .,DO,DO,GIVE,BUY,THE,A,to,for
the adult gave the anchor to the mayor .,a lady bought a meal for a king .,PD,PD,GIVE,BUY,THE,A,to,for
the adult gave the anchor to the mayor .,a lady bought a king a meal .,PD,DO,GIVE,BUY,THE,A,to,for
the adult gave the mayor the anchor .,a lady bought a meal for a king .,DO,PD,GIVE,BUY,THE,A,to,for
the adult gave the mayor the anchor .,a lady bought a king a meal .,DO,DO,GIVE,BUY,THE,A,to,for
the prince gave the hat to the army .,a woman bought a salad for a lady .,PD,PD,GIVE,BUY,THE,A,to,for
the prince gave the hat to the army .,a woman bought a lady a salad .,PD,DO,GIVE,BUY,THE,A,to,for
the prince gave the army the hat .,a woman bought a salad for a lady .,DO,PD,GIVE,BUY,THE,A,to,for
the prince gave the army the hat .,a woman bought a lady a salad .,DO,DO,GIVE,BUY,THE,A,to,for
the president gave the chicken to the administration .,an actress bought a coffee for a husband .,PD,PD,GIVE,BUY,THE,A,to,for
the president gave the chicken to the administration .,an actress bought a husband a coffee .,PD,DO,GIVE,BUY,THE,A,to,for
the president gave the administration the chicken .,an actress bought a coffee for a husband .,DO,PD,GIVE,BUY,THE,A,to,for
the president gave the administration the chicken .,an actress bought a husband a coffee .,DO,DO,GIVE,BUY,THE,A,to,for
the prince gave the beer to the army .,an attorney bought a salad for an opponent .,PD,PD,GIVE,BUY,THE,A,to,for
the prince gave the beer to the army .,an attorney bought an opponent a salad .,PD,DO,GIVE,BUY,THE,A,to,for
the prince gave the army the beer .,an attorney bought a salad for an opponent .,DO,PD,GIVE,BUY,THE,A,to,for
the prince gave the army the beer .,an attorney bought an opponent a salad .,DO,DO,GIVE,BUY,THE,A,to,for
the boy gave the beer to the corporation .,a president bought an anchor for a cousin .,PD,PD,GIVE,BUY,THE,A,to,for
the boy gave the beer to the corporation .,a president bought a cousin an anchor .,PD,DO,GIVE,BUY,THE,A,to,for
the boy gave the corporation the beer .,a president bought an anchor for a cousin .,DO,PD,GIVE,BUY,THE,A,to,for
the boy gave the corporation the beer .,a president bought a cousin an anchor .,DO,DO,GIVE,BUY,THE,A,to,for
the lawyer gave the key to the corporation .,a bishop bought a chocolate for an author .,PD,PD,GIVE,BUY,THE,A,to,for
the lawyer gave the key to the corporation .,a bishop bought an author a chocolate .,PD,DO,GIVE,BUY,THE,A,to,for
the lawyer gave the corporation the key .,a bishop bought a chocolate for an author .,DO,PD,GIVE,BUY,THE,A,to,for
the lawyer gave the corporation the key .,a bishop bought an author a chocolate .,DO,DO,GIVE,BUY,THE,A,to,for
the author gave the cheese to the administration .,an adult bought a salad for a teacher .,PD,PD,GIVE,BUY,THE,A,to,for
the author gave the cheese to the administration .,an adult bought a teacher a salad .,PD,DO,GIVE,BUY,THE,A,to,for
the author gave the administration the cheese .,an adult bought a salad for a teacher .,DO,PD,GIVE,BUY,THE,A,to,for
the author gave the administration the cheese .,an adult bought a teacher a salad .,DO,DO,GIVE,BUY,THE,A,to,for
the partner gave the ball to the club .,a cop bought a coffee for a bishop .,PD,PD,GIVE,BUY,THE,A,to,for
the partner gave the ball to the club .,a cop bought a bishop a coffee .,PD,DO,GIVE,BUY,THE,A,to,for
the partner gave the club the ball .,a cop bought a coffee for a bishop .,DO,PD,GIVE,BUY,THE,A,to,for
the partner gave the club the ball .,a cop bought a bishop a coffee .,DO,DO,GIVE,BUY,THE,A,to,for
the guest gave the beer to the band .,an adult bought an engine for a cousin .,PD,PD,GIVE,BUY,THE,A,to,for
the guest gave the beer to the band .,an adult bought a cousin an engine .,PD,DO,GIVE,BUY,THE,A,to,for
the guest gave the band the beer .,an adult bought an engine for a cousin .,DO,PD,GIVE,BUY,THE,A,to,for
the guest gave the band the beer .,an adult bought a cousin an engine .,DO,DO,GIVE,BUY,THE,A,to,for
the scientist gave the tea to the administration .,a champion bought a pot for a friend .,PD,PD,GIVE,BUY,THE,A,to,for
the scientist gave the tea to the administration .,a champion bought a friend a pot .,PD,DO,GIVE,BUY,THE,A,to,for
the scientist gave the administration the tea .,a champion bought a pot for a friend .,DO,PD,GIVE,BUY,THE,A,to,for
the scientist gave the administration the tea .,a champion bought a friend a pot .,DO,DO,GIVE,BUY,THE,A,to,for
the reader gave the juice to the corporation .,an actor bought a coffee for a father .,PD,PD,GIVE,BUY,THE,A,to,for
the reader gave the juice to the corporation .,an actor bought a father a coffee .,PD,DO,GIVE,BUY,THE,A,to,for
the reader gave the corporation the juice .,an actor bought a coffee for a father .,DO,PD,GIVE,BUY,THE,A,to,for
the reader gave the corporation the juice .,an actor bought a father a coffee .,DO,DO,GIVE,BUY,THE,A,to,for
a buddy gave a beer to an army .,the attorney bought the pie for the writer .,PD,PD,GIVE,BUY,A,THE,to,for
a buddy gave a beer to an army .,the attorney bought the writer the pie .,PD,DO,GIVE,BUY,A,THE,to,for
a buddy gave an army a beer .,the attorney bought the pie for the writer .,DO,PD,GIVE,BUY,A,THE,to,for
a buddy gave an army a beer .,the attorney bought the writer the pie .,DO,DO,GIVE,BUY,A,THE,to,for
a buddy gave a juice to a son .,the writer bought the motor for the king .,PD,PD,GIVE,BUY,A,THE,to,for
a buddy gave a juice to a son .,the writer bought the king the motor .,PD,DO,GIVE,BUY,A,THE,to,for
a buddy gave a son a juice .,the writer bought the motor for the king .,DO,PD,GIVE,BUY,A,THE,to,for
a buddy gave a son a juice .,the writer bought the king the motor .,DO,DO,GIVE,BUY,A,THE,to,for
an author gave a salad to a professor .,the boy bought the coat for the doctor .,PD,PD,GIVE,BUY,A,THE,to,for
an author gave a salad to a professor .,the boy bought the doctor the coat .,PD,DO,GIVE,BUY,A,THE,to,for
an author gave a professor a salad .,the boy bought the coat for the doctor .,DO,PD,GIVE,BUY,A,THE,to,for
an author gave a professor a salad .,the boy bought the doctor the coat .,DO,DO,GIVE,BUY,A,THE,to,for
a daughter gave a pot to an administration .,the leader bought the tea for the boy .,PD,PD,GIVE,BUY,A,THE,to,for
a daughter gave a pot to an administration .,the leader bought the boy the tea .,PD,DO,GIVE,BUY,A,THE,to,for
a daughter gave an administration a pot .,the leader bought the tea for the boy .,DO,PD,GIVE,BUY,A,THE,to,for
a daughter gave an administration a pot .,the leader bought the boy the tea .,DO,DO,GIVE,BUY,A,THE,to,for
a man gave a gun to a business .,the worker bought the beer for the adult .,PD,PD,GIVE,BUY,A,THE,to,for
a man gave a gun to a business .,the worker bought the adult the beer .,PD,DO,GIVE,BUY,A,THE,to,for
a man gave a business a gun .,the worker bought the beer for the adult .,DO,PD,GIVE,BUY,A,THE,to,for
a man gave a business a gun .,the worker bought the adult the beer .,DO,DO,GIVE,BUY,A,THE,to,for
a guest gave a chocolate to a band .,the writer bought the pie for the brother .,PD,PD,GIVE,BUY,A,THE,to,for
a guest gave a chocolate to a band .,the writer bought the brother the pie .,PD,DO,GIVE,BUY,A,THE,to,for
a guest gave a band a chocolate .,the writer bought the pie for the brother .,DO,PD,GIVE,BUY,A,THE,to,for
a guest gave a band a chocolate .,the writer bought the brother the pie .,DO,DO,GIVE,BUY,A,THE,to,for
a boy gave an iron to a band .,the writer bought the meal for the mother .,PD,PD,GIVE,BUY,A,THE,to,for
a boy gave an iron to a band .,the writer bought the mother the meal .,PD,DO,GIVE,BUY,A,THE,to,for
a boy gave a band an iron .,the writer bought the meal for the mother .,DO,PD,GIVE,BUY,A,THE,to,for
a boy gave a band an iron .,the writer bought the mother the meal .,DO,DO,GIVE,BUY,A,THE,to,for
an uncle gave a chocolate to an administration .,the author bought the card for the man .,PD,PD,GIVE,BUY,A,THE,to,for
an uncle gave a chocolate to an administration .,the author bought the man the card .,PD,DO,GIVE,BUY,A,THE,to,for
an uncle gave an administration a chocolate .,the author bought the card for the man .,DO,PD,GIVE,BUY,A,THE,to,for
an uncle gave an administration a chocolate .,the author bought the man the card .,DO,DO,GIVE,BUY,A,THE,to,for
a kid gave a coffee to an employee .,the father bought the juice for the princess .,PD,PD,GIVE,BUY,A,THE,to,for
a kid gave a coffee to an employee .,the father bought the princess the juice .,PD,DO,GIVE,BUY,A,THE,to,for
a kid gave an employee a coffee .,the father bought the juice for the princess .,DO,PD,GIVE,BUY,A,THE,to,for
a kid gave an employee a coffee .,the father bought the princess the juice .,DO,DO,GIVE,BUY,A,THE,to,for
an author gave a salad to a professor .,the king bought the crystal for the mayor .,PD,PD,GIVE,BUY,A,THE,to,for
an author gave a salad to a professor .,the king bought the mayor the crystal .,PD,DO,GIVE,BUY,A,THE,to,for
an author gave a professor a salad .,the king bought the crystal for the mayor .,DO,PD,GIVE,BUY,A,THE,to,for
an author gave a professor a salad .,the king bought the mayor the crystal .,DO,DO,GIVE,BUY,A,THE,to,for
a cop gave a candy to a husband .,the employer bought the pie for the singer .,PD,PD,GIVE,BUY,A,THE,to,for
a cop gave a candy to a husband .,the employer bought the singer the pie .,PD,DO,GIVE,BUY,A,THE,to,for
a cop gave a husband a candy .,the employer bought the pie for the singer .,DO,PD,GIVE,BUY,A,THE,to,for
a cop gave a husband a candy .,the employer bought the singer the pie .,DO,DO,GIVE,BUY,A,THE,to,for
an employee gave a coat to a brother .,the man bought the meal for the reader .,PD,PD,GIVE,BUY,A,THE,to,for
an employee gave a coat to a brother .,the man bought the reader the meal .,PD,DO,GIVE,BUY,A,THE,to,for
an employee gave a brother a coat .,the man bought the meal for the reader .,DO,PD,GIVE,BUY,A,THE,to,for
an employee gave a brother a coat .,the man bought the reader the meal .,DO,DO,GIVE,BUY,A,THE,to,for
a winner gave a coffee to an army .,the brother bought the bowl for the pilot .,PD,PD,GIVE,BUY,A,THE,to,for
a winner gave a coffee to an army .,the brother bought the pilot the bowl .,PD,DO,GIVE,BUY,A,THE,to,for
a winner gave an army a coffee .,the brother bought the bowl for the pilot .,DO,PD,GIVE,BUY,A,THE,to,for
a winner gave an army a coffee .,the brother bought the pilot the bowl .,DO,DO,GIVE,BUY,A,THE,to,for
a guy gave a pie to a company .,the minister bought the chicken for the brother .,PD,PD,GIVE,BUY,A,THE,to,for
a guy gave a pie to a company .,the minister bought the brother the chicken .,PD,DO,GIVE,BUY,A,THE,to,for
a guy gave a company a pie .,the minister bought the chicken for the brother .,DO,PD,GIVE,BUY,A,THE,to,for
a guy gave a company a pie .,the minister bought the brother the chicken .,DO,DO,GIVE,BUY,A,THE,to,for
a wife gave a tea to a business .,the kid bought the cigarette for the woman .,PD,PD,GIVE,BUY,A,THE,to,for
a wife gave a tea to a business .,the kid bought the woman the cigarette .,PD,DO,GIVE,BUY,A,THE,to,for
a wife gave a business a tea .,the kid bought the cigarette for the woman .,DO,PD,GIVE,BUY,A,THE,to,for
a wife gave a business a tea .,the kid bought the woman the cigarette .,DO,DO,GIVE,BUY,A,THE,to,for
a minister gave a newspaper to a cousin .,the manager bought the cheese for the singer .,PD,PD,GIVE,BUY,A,THE,to,for
a minister gave a newspaper to a cousin .,the manager bought the singer the cheese .,PD,DO,GIVE,BUY,A,THE,to,for
a minister gave a cousin a newspaper .,the manager bought the cheese for the singer .,DO,PD,GIVE,BUY,A,THE,to,for
a minister gave a cousin a newspaper .,the manager bought the singer the cheese .,DO,DO,GIVE,BUY,A,THE,to,for
an employee gave a camera to an administration .,the soldier bought the candy for the physician .,PD,PD,GIVE,BUY,A,THE,to,for
an employee gave a camera to an administration .,the soldier bought the physician the candy .,PD,DO,GIVE,BUY,A,THE,to,for
an employee gave an administration a camera .,the soldier bought the candy for the physician .,DO,PD,GIVE,BUY,A,THE,to,for
an employee gave an administration a camera .,the soldier bought the physician the candy .,DO,DO,GIVE,BUY,A,THE,to,for
a colonel gave a tea to a child .,the buddy bought the coffee for the king .,PD,PD,GIVE,BUY,A,THE,to,for
a colonel gave a tea to a child .,the buddy bought the king the coffee .,PD,DO,GIVE,BUY,A,THE,to,for
a colonel gave a child a tea .,the buddy bought the coffee for the king .,DO,PD,GIVE,BUY,A,THE,to,for
a colonel gave a child a tea .,the buddy bought the king the coffee .,DO,DO,GIVE,BUY,A,THE,to,for
a candidate gave a juice to a wife .,the colonel bought the candy for the guest .,PD,PD,GIVE,BUY,A,THE,to,for
a candidate gave a juice to a wife .,the colonel bought the guest the candy .,PD,DO,GIVE,BUY,A,THE,to,for
a candidate gave a wife a juice .,the colonel bought the candy for the guest .,DO,PD,GIVE,BUY,A,THE,to,for
a candidate gave a wife a juice .,the colonel bought the guest the candy .,DO,DO,GIVE,BUY,A,THE,to,for
an aunt gave a juice to a lady .,the wife bought the chicken for the lawyer .,PD,PD,GIVE,BUY,A,THE,to,for
an aunt gave a juice to a lady .,the wife bought the lawyer the chicken .,PD,DO,GIVE,BUY,A,THE,to,for
an aunt gave a lady a juice .,the wife bought the chicken for the lawyer .,DO,PD,GIVE,BUY,A,THE,to,for
an aunt gave a lady a juice .,the wife bought the lawyer the chicken .,DO,DO,GIVE,BUY,A,THE,to,for
a student gave a beer to a teacher .,the scientist bought the salad for the mayor .,PD,PD,GIVE,BUY,A,THE,to,for
a student gave a beer to a teacher .,the scientist bought the mayor the salad .,PD,DO,GIVE,BUY,A,THE,to,for
a student gave a teacher a beer .,the scientist bought the salad for the mayor .,DO,PD,GIVE,BUY,A,THE,to,for
a student gave a teacher a beer .,the scientist bought the mayor the salad .,DO,DO,GIVE,BUY,A,THE,to,for
a cousin gave a television to an attorney .,the daughter bought the tea for the father .,PD,PD,GIVE,BUY,A,THE,to,for
a cousin gave a television to an attorney .,the daughter bought the father the tea .,PD,DO,GIVE,BUY,A,THE,to,for
a cousin gave an attorney a television .,the daughter bought the tea for the father .,DO,PD,GIVE,BUY,A,THE,to,for
a cousin gave an attorney a television .,the daughter bought the father the tea .,DO,DO,GIVE,BUY,A,THE,to,for
an aunt gave a television to a bishop .,the friend bought the beer for the singer .,PD,PD,GIVE,BUY,A,THE,to,for
an aunt gave a television to a bishop .,the friend bought the singer the beer .,PD,DO,GIVE,BUY,A,THE,to,for
an aunt gave a bishop a television .,the friend bought the beer for the singer .,DO,PD,GIVE,BUY,A,THE,to,for
an aunt gave a bishop a television .,the friend bought the singer the beer .,DO,DO,GIVE,BUY,A,THE,to,for
a writer gave a chicken to a buddy .,the child bought the candy for the author .,PD,PD,GIVE,BUY,A,THE,to,for
a writer gave a chicken to a buddy .,the child bought the author the candy .,PD,DO,GIVE,BUY,A,THE,to,for
a writer gave a buddy a chicken .,the child bought the candy for the author .,DO,PD,GIVE,BUY,A,THE,to,for
a writer gave a buddy a chicken .,the child bought the author the candy .,DO,DO,GIVE,BUY,A,THE,to,for
an uncle gave a bag to a princess .,the lady bought the cup for the child .,PD,PD,GIVE,BUY,A,THE,to,for
an uncle gave a bag to a princess .,the lady bought the child the cup .,PD,DO,GIVE,BUY,A,THE,to,for
an uncle gave a princess a bag .,the lady bought the cup for the child .,DO,PD,GIVE,BUY,A,THE,to,for
an uncle gave a princess a bag .,the lady bought the child the cup .,DO,DO,GIVE,BUY,A,THE,to,for
the daughter kept the ball for the corporation .,a minister bought a tea for an adult .,PD,PD,KEEP,BUY,THE,A,for,for
the daughter kept the ball for the corporation .,a minister bought an adult a tea .,PD,DO,KEEP,BUY,THE,A,for,for
the daughter kept the corporation the ball .,a minister bought a tea for an adult .,DO,PD,KEEP,BUY,THE,A,for,for
the daughter kept the corporation the ball .,a minister bought an adult a tea .,DO,DO,KEEP,BUY,THE,A,for,for
the reader kept the chocolate for the mother .,a buddy bought an anchor for a child .,PD,PD,KEEP,BUY,THE,A,for,for
the reader kept the chocolate for the mother .,a buddy bought a child an anchor .,PD,DO,KEEP,BUY,THE,A,for,for
the reader kept the mother the chocolate .,a buddy bought an anchor for a child .,DO,PD,KEEP,BUY,THE,A,for,for
the reader kept the mother the chocolate .,a buddy bought a child an anchor .,DO,DO,KEEP,BUY,THE,A,for,for
the winner kept the camera for the corporation .,a soldier bought a meal for a candidate .,PD,PD,KEEP,BUY,THE,A,for,for
the winner kept the camera for the corporation .,a soldier bought a candidate a meal .,PD,DO,KEEP,BUY,THE,A,for,for
the winner kept the corporation the camera .,a soldier bought a meal for a candidate .,DO,PD,KEEP,BUY,THE,A,for,for
the winner kept the corporation the camera .,a soldier bought a candidate a meal .,DO,DO,KEEP,BUY,THE,A,for,for
the pilot kept the telephone for the cop .,a minister bought a machine for a president .,PD,PD,KEEP,BUY,THE,A,for,for
the pilot kept the telephone for the cop .,a minister bought a president a machine .,PD,DO,KEEP,BUY,THE,A,for,for
the pilot kept the cop the telephone .,a minister bought a machine for a president .,DO,PD,KEEP,BUY,THE,A,for,for
the pilot kept the cop the telephone .,a minister bought a president a machine .,DO,DO,KEEP,BUY,THE,A,for,for
the uncle kept the gun for the corporation .,a sheriff bought a motor for a champion .,PD,PD,KEEP,BUY,THE,A,for,for
the uncle kept the gun for the corporation .,a sheriff bought a champion a motor .,PD,DO,KEEP,BUY,THE,A,for,for
the uncle kept the corporation the gun .,a sheriff bought a motor for a champion .,DO,PD,KEEP,BUY,THE,A,for,for
the uncle kept the corporation the gun .,a sheriff bought a champion a motor .,DO,DO,KEEP,BUY,THE,A,for,for
the priest kept the tea for the administration .,a bishop bought a beer for a wife .,PD,PD,KEEP,BUY,THE,A,for,for
the priest kept the tea for the administration .,a bishop bought a wife a beer .,PD,DO,KEEP,BUY,THE,A,for,for
the priest kept the administration the tea .,a bishop bought a beer for a wife .,DO,PD,KEEP,BUY,THE,A,for,for
the priest kept the administration the tea .,a bishop bought a wife a beer .,DO,DO,KEEP,BUY,THE,A,for,for
the physician kept the chicken for the pilot .,a champion bought a beer for a singer .,PD,PD,KEEP,BUY,THE,A,for,for
the physician kept the chicken for the pilot .,a champion bought a singer a beer .,PD,DO,KEEP,BUY,THE,A,for,for
the physician kept the pilot the chicken .,a champion bought a beer for a singer .,DO,PD,KEEP,BUY,THE,A,for,for
the physician kept the pilot the chicken .,a champion bought a singer a beer .,DO,DO,KEEP,BUY,THE,A,for,for
the champion kept the beer for the club .,a priest bought a coffee for a woman .,PD,PD,KEEP,BUY,THE,A,for,for
the champion kept the beer for the club .,a priest bought a woman a coffee .,PD,DO,KEEP,BUY,THE,A,for,for
the champion kept the club the beer .,a priest bought a coffee for a woman .,DO,PD,KEEP,BUY,THE,A,for,for
the champion kept the club the beer .,a priest bought a woman a coffee .,DO,DO,KEEP,BUY,THE,A,for,for
the employer kept the salad for the uncle .,a princess bought a bag for a father .,PD,PD,KEEP,BUY,THE,A,for,for
the employer kept the salad for the uncle .,a princess bought a father a bag .,PD,DO,KEEP,BUY,THE,A,for,for
the employer kept the uncle the salad .,a princess bought a bag for a father .,DO,PD,KEEP,BUY,THE,A,for,for
the employer kept the uncle the salad .,a princess bought a father a bag .,DO,DO,KEEP,BUY,THE,A,for,for
the employee kept the chocolate for the army .,a father bought a chicken for a son .,PD,PD,KEEP,BUY,THE,A,for,for
the employee kept the chocolate for the army .,a father bought a son a chicken .,PD,DO,KEEP,BUY,THE,A,for,for
the employee kept the army the chocolate .,a father bought a chicken for a son .,DO,PD,KEEP,BUY,THE,A,for,for
the employee kept the army the chocolate .,a father bought a son a chicken .,DO,DO,KEEP,BUY,THE,A,for,for
the champion kept the tea for the minister .,a hero bought a chicken for a priest .,PD,PD,KEEP,BUY,THE,A,for,for
the champion kept the tea for the minister .,a hero bought a priest a chicken .,PD,DO,KEEP,BUY,THE,A,for,for
the champion kept the minister the tea .,a hero bought a chicken for a priest .,DO,PD,KEEP,BUY,THE,A,for,for
the champion kept the minister the tea .,a hero bought a priest a chicken .,DO,DO,KEEP,BUY,THE,A,for,for
the doctor kept the beer for the company .,a kid bought a key for a mayor .,PD,PD,KEEP,BUY,THE,A,for,for
the doctor kept the beer for the company .,a kid bought a mayor a key .,PD,DO,KEEP,BUY,THE,A,for,for
the doctor kept the company the beer .,a kid bought a key for a mayor .,DO,PD,KEEP,BUY,THE,A,for,for
the doctor kept the company the beer .,a kid bought a mayor a key .,DO,DO,KEEP,BUY,THE,A,for,for
the king kept the juice for the worker .,a mayor bought a jacket for a guy .,PD,PD,KEEP,BUY,THE,A,for,for
the king kept the juice for the worker .,a mayor bought a guy a jacket .,PD,DO,KEEP,BUY,THE,A,for,for
the king kept the worker the juice .,a mayor bought a jacket for a guy .,DO,PD,KEEP,BUY,THE,A,for,for
the king kept the worker the juice .,a mayor bought a guy a jacket .,DO,DO,KEEP,BUY,THE,A,for,for
the minister kept the box for the club .,a chief bought a candy for a cop .,PD,PD,KEEP,BUY,THE,A,for,for
the minister kept the box for the club .,a chief bought a cop a candy .,PD,DO,KEEP,BUY,THE,A,for,for
the minister kept the club the box .,a chief bought a candy for a cop .,DO,PD,KEEP,BUY,THE,A,for,for
the minister kept the club the box .,a chief bought a cop a candy .,DO,DO,KEEP,BUY,THE,A,for,for
the secretary kept the coffee for the club .,a lady bought a meal for a king .,PD,PD,KEEP,BUY,THE,A,for,for
the secretary kept the coffee for the club .,a lady bought a king a meal .,PD,DO,KEEP,BUY,THE,A,for,for
the secretary kept the club the coffee .,a lady bought a meal for a king .,DO,PD,KEEP,BUY,THE,A,for,for
the secretary kept the club the coffee .,a lady bought a king a meal .,DO,DO,KEEP,BUY,THE,A,for,for
the captain kept the pie for the adult .,a woman bought a salad for a lady .,PD,PD,KEEP,BUY,THE,A,for,for
the captain kept the pie for the adult .,a woman bought a lady a salad .,PD,DO,KEEP,BUY,THE,A,for,for
the captain kept the adult the pie .,a woman bought a salad for a lady .,DO,PD,KEEP,BUY,THE,A,for,for
the captain kept the adult the pie .,a woman bought a lady a salad .,DO,DO,KEEP,BUY,THE,A,for,for
the secretary kept the beer for the army .,an actress bought a coffee for a husband .,PD,PD,KEEP,BUY,THE,A,for,for
the secretary kept the beer for the army .,an actress bought a husband a coffee .,PD,DO,KEEP,BUY,THE,A,for,for
the secretary kept the army the beer .,an actress bought a coffee for a husband .,DO,PD,KEEP,BUY,THE,A,for,for
