prime_sentence,prime_structure,prime_verb,target_sentence,target_structure,target_verb,perplexity,log_prob
an uncle brought a priest an anchor .,DO,BRING,the scientist drew the lady the bowl .,DO,DRAW,4272.10302734375,-58.51902770996094
a hero took an instrument to an actor .,PD,TAKE,the scientist drew the bowl for the lady .,PD,DRAW,1615.09326171875,-59.09718322753906
a hero took an actor an instrument .,DO,TAKE,the scientist drew the bowl for the lady .,PD,DRAW,1624.804443359375,-59.1451416015625
a hero took an instrument to an actor .,PD,TAKE,the scientist drew the lady the bowl .,DO,DRAW,4257.4404296875,-58.49496078491211
a hero took an actor an instrument .,DO,TAKE,the scientist drew the lady the bowl .,DO,DRAW,4284.634765625,-58.53953170776367
a champion threw a motor to a son .,PD,THROW,the scientist drew the bowl for the lady .,PD,DRAW,1603.3812255859375,-59.03895950317383
a champion threw a son a motor .,DO,THROW,the scientist drew the bowl for the lady .,PD,DRAW,1602.724609375,-59.035682678222656
a champion threw a motor to a son .,PD,THROW,the scientist drew the lady the bowl .,DO,DRAW,4223.39013671875,-58.438751220703125
a champion threw a son a motor .,DO,THROW,the scientist drew the lady the bowl .,DO,DRAW,4247.6025390625,-58.47876739501953
a cousin gave a cheese to a brother .,PD,GIVE,the scientist drew the bowl for the lady .,PD,DRAW,1614.232421875,-59.092918395996094
a cousin gave a brother a cheese .,DO,GIVE,the scientist drew the bowl for the lady .,PD,DRAW,1613.6121826171875,-59.08984375
a cousin gave a cheese to a brother .,PD,GIVE,the scientist drew the lady the bowl .,DO,DRAW,4236.89404296875,-58.461097717285156
a cousin gave a brother a cheese .,DO,GIVE,the scientist drew the lady the bowl .,DO,DRAW,4276.02490234375,-58.52545166015625
a singer took a card to a prince .,PD,TAKE,the scientist drew the bowl for the lady .,PD,DRAW,1648.8575439453125,-59.26270294189453
a singer took a prince a card .,DO,TAKE,the scientist drew the bowl for the lady .,PD,DRAW,1639.2432861328125,-59.215919494628906
a singer took a card to a prince .,PD,TAKE,the scientist drew the lady the bowl .,DO,DRAW,4341.62841796875,-58.63203048706055
a singer took a prince a card .,DO,TAKE,the scientist drew the lady the bowl .,DO,DRAW,4338.3173828125,-58.62668991088867
a guest brought a candy to a mother .,PD,BRING,the scientist drew the bowl for the lady .,PD,DRAW,1612.24462890625,-59.08306121826172
a guest brought a mother a candy .,DO,BRING,the scientist drew the bowl for the lady .,PD,DRAW,1619.906005859375,-59.12098693847656
a guest brought a candy to a mother .,PD,BRING,the scientist drew the lady the bowl .,DO,DRAW,4237.21728515625,-58.461631774902344
a guest brought a mother a candy .,DO,BRING,the scientist drew the lady the bowl .,DO,DRAW,4299.30908203125,-58.5634651184082
a captain threw an anchor to a brother .,PD,THROW,the scientist drew the bowl for the lady .,PD,DRAW,1626.89599609375,-59.155433654785156
a captain threw a brother an anchor .,DO,THROW,the scientist drew the bowl for the lady .,PD,DRAW,1607.2928466796875,-59.05845260620117
a captain threw an anchor to a brother .,PD,THROW,the scientist drew the lady the bowl .,DO,DRAW,4273.2392578125,-58.52088928222656
a captain threw a brother an anchor .,DO,THROW,the scientist drew the lady the bowl .,DO,DRAW,4214.775390625,-58.42445755004883
the captain promised the coffee to the soldier .,PD,PROMISE,a girl caught a book for a mother .,PD,CATCH,446.6097106933594,-48.813480377197266
the captain promised the soldier the coffee .,DO,PROMISE,a girl caught a book for a mother .,PD,CATCH,441.2859191894531,-48.71754455566406
the captain promised the coffee to the soldier .,PD,PROMISE,a girl caught a mother a book .,DO,CATCH,1078.8460693359375,-48.885528564453125
the captain promised the soldier the coffee .,DO,PROMISE,a girl caught a mother a book .,DO,CATCH,1062.2242431640625,-48.77684020996094
the singer supplied the meal to the hero .,PD,SUPPLY,a girl caught a book for a mother .,PD,CATCH,448.54779052734375,-48.848121643066406
the singer supplied the hero the meal .,DO,SUPPLY,a girl caught a book for a mother .,PD,CATCH,444.76141357421875,-48.780303955078125
the singer supplied the meal to the hero .,PD,SUPPLY,a girl caught a mother a book .,DO,CATCH,1083.683837890625,-48.916847229003906
the singer supplied the hero the meal .,DO,SUPPLY,a girl caught a mother a book .,DO,CATCH,1076.1168212890625,-48.8677978515625
the nurse gave the beer to the president .,PD,GIVE,a girl caught a book for a mother .,PD,CATCH,442.835693359375,-48.74559020996094
the nurse gave the president the beer .,DO,GIVE,a girl caught a book for a mother .,PD,CATCH,445.6205139160156,-48.79574203491211
the nurse gave the beer to the president .,PD,GIVE,a girl caught a mother a book .,DO,CATCH,1071.15771484375,-48.83546447753906
the nurse gave the president the beer .,DO,GIVE,a girl caught a mother a book .,DO,CATCH,1084.2379150390625,-48.92042541503906
the employee sent the meal to the administration .,PD,SEND,a girl caught a book for a mother .,PD,CATCH,447.02581787109375,-48.82093048095703
the employee sent the administration the meal .,DO,SEND,a girl caught a book for a mother .,PD,CATCH,444.08880615234375,-48.76819610595703
the employee sent the meal to the administration .,PD,SEND,a girl caught a mother a book .,DO,CATCH,1082.134033203125,-48.906829833984375
the employee sent the administration the meal .,DO,SEND,a girl caught a mother a book .,DO,CATCH,1073.490478515625,-48.85069274902344
the attorney took the key to the son .,PD,TAKE,a girl caught a book for a mother .,PD,CATCH,442.8612365722656,-48.74605178833008
the attorney took the son the key .,DO,TAKE,a girl caught a book for a mother .,PD,CATCH,448.61492919921875,-48.84931945800781
the attorney took the key to the son .,PD,TAKE,a girl caught a mother a book .,DO,CATCH,1067.402099609375,-48.81087875366211
the attorney took the son the key .,DO,TAKE,a girl caught a mother a book .,DO,CATCH,1091.18310546875,-48.96512222290039
the sheriff took the television to the lawyer .,PD,TAKE,a girl caught a book for a mother .,PD,CATCH,447.9815673828125,-48.838016510009766
the sheriff took the lawyer the television .,DO,TAKE,a girl caught a book for a mother .,PD,CATCH,448.11187744140625,-48.8403434753418
the sheriff took the television to the lawyer .,PD,TAKE,a girl caught a mother a book .,DO,CATCH,1087.76220703125,-48.94314193725586
the sheriff took the lawyer the television .,DO,TAKE,a girl caught a mother a book .,DO,CATCH,1079.110595703125,-48.887245178222656
the pilot fed the pie to the sheriff .,PD,FEED,a girl caught a book for a mother .,PD,CATCH,447.7759094238281,-48.83434295654297
the pilot fed the sheriff the pie .,DO,FEED,a girl caught a book for a mother .,PD,CATCH,440.2537536621094,-48.69881057739258
the pilot fed the pie to the sheriff .,PD,FEED,a girl caught a mother a book .,DO,CATCH,1090.136962890625,-48.95840835571289
the pilot fed the sheriff the pie .,DO,FEED,a girl caught a mother a book .,DO,CATCH,1056.1070556640625,-48.736412048339844
the son sent the pie to the manager .,PD,SEND,a girl caught a book for a mother .,PD,CATCH,443.2446594238281,-48.75297546386719
the son sent the manager the pie .,DO,SEND,a girl caught a book for a mother .,PD,CATCH,439.5223388671875,-48.685508728027344
the son sent the pie to the manager .,PD,SEND,a girl caught a mother a book .,DO,CATCH,1071.1168212890625,-48.83519744873047
the son sent the manager the pie .,DO,SEND,a girl caught a mother a book .,DO,CATCH,1053.3751220703125,-48.71828079223633
the buddy fed the meal to the opponent .,PD,FEED,a girl caught a book for a mother .,PD,CATCH,446.8263244628906,-48.817359924316406
the buddy fed the opponent the meal .,DO,FEED,a girl caught a book for a mother .,PD,CATCH,443.0194396972656,-48.74890899658203
the buddy fed the meal to the opponent .,PD,FEED,a girl caught a mother a book .,DO,CATCH,1082.10693359375,-48.906654357910156
the buddy fed the opponent the meal .,DO,FEED,a girl caught a mother a book .,DO,CATCH,1070.908935546875,-48.833839416503906
the hero gave the coffee to the minister .,PD,GIVE,a girl caught a book for a mother .,PD,CATCH,443.8550720214844,-48.76398468017578
the hero gave the minister the coffee .,DO,GIVE,a girl caught a book for a mother .,PD,CATCH,442.9176330566406,-48.7470703125
the hero gave the coffee to the minister .,PD,GIVE,a girl caught a mother a book .,DO,CATCH,1077.159912109375,-48.87458038330078
the hero gave the minister the coffee .,DO,GIVE,a girl caught a mother a book .,DO,CATCH,1067.68017578125,-48.81270217895508
a child sent a meal to a winner .,PD,SEND,the writer saved the pie for the company .,PD,SAVE,636.985595703125,-51.65397644042969
a child sent a winner a meal .,DO,SEND,the writer saved the pie for the company .,PD,SAVE,635.0525512695312,-51.629661560058594
a child sent a meal to a winner .,PD,SEND,the writer saved the company the pie .,DO,SAVE,2162.227783203125,-53.75225830078125
a child sent a winner a meal .,DO,SEND,the writer saved the company the pie .,DO,SAVE,2145.9580078125,-53.69938659667969
a chief showed a beer to a daughter .,PD,SHOW,the writer saved the pie for the company .,PD,SAVE,626.6446533203125,-51.52303695678711
a chief showed a daughter a beer .,DO,SHOW,the writer saved the pie for the company .,PD,SAVE,635.7794189453125,-51.63881301879883
a chief showed a beer to a daughter .,PD,SHOW,the writer saved the company the pie .,DO,SAVE,2125.424072265625,-53.632083892822266
a chief showed a daughter a beer .,DO,SHOW,the writer saved the company the pie .,DO,SAVE,2176.86962890625,-53.79949951171875
a lawyer sold a meal to a club .,PD,SELL,the writer saved the pie for the company .,PD,SAVE,638.1931762695312,-51.66912841796875
a lawyer sold a club a meal .,DO,SELL,the writer saved the pie for the company .,PD,SAVE,641.4564819335938,-51.709930419921875
a lawyer sold a meal to a club .,PD,SELL,the writer saved the company the pie .,DO,SAVE,2170.9521484375,-53.78044509887695
a lawyer sold a club a meal .,DO,SELL,the writer saved the company the pie .,DO,SAVE,2187.66552734375,-53.834129333496094
a parent took an iron to a manager .,PD,TAKE,the writer saved the pie for the company .,PD,SAVE,630.1889038085938,-51.56815719604492
a parent took a manager an iron .,DO,TAKE,the writer saved the pie for the company .,PD,SAVE,616.0983276367188,-51.38725280761719
a parent took an iron to a manager .,PD,TAKE,the writer saved the company the pie .,DO,SAVE,2136.9697265625,-53.670005798339844
a parent took a manager an iron .,DO,TAKE,the writer saved the company the pie .,DO,SAVE,2106.84033203125,-53.57061004638672
a son took a bottle to a president .,PD,TAKE,the writer saved the pie for the company .,PD,SAVE,632.9465942382812,-51.60308837890625
a son took a president a bottle .,DO,TAKE,the writer saved the pie for the company .,PD,SAVE,622.3856201171875,-51.46847915649414
a son took a bottle to a president .,PD,TAKE,the writer saved the company the pie .,DO,SAVE,2165.7197265625,-53.763553619384766
a son took a president a bottle .,DO,TAKE,the writer saved the company the pie .,DO,SAVE,2109.774658203125,-53.580352783203125
a mother showed a coat to a club .,PD,SHOW,the writer saved the pie for the company .,PD,SAVE,639.089111328125,-51.68035125732422
a mother showed a club a coat .,DO,SHOW,the writer saved the pie for the company .,PD,SAVE,634.0809326171875,-51.61741256713867
a mother showed a coat to a club .,PD,SHOW,the writer saved the company the pie .,DO,SAVE,2171.14013671875,-53.78105163574219
a mother showed a club a coat .,DO,SHOW,the writer saved the company the pie .,DO,SAVE,2151.02880859375,-53.71590805053711
a professor sold a beer to a mother .,PD,SELL,the writer saved the pie for the company .,PD,SAVE,625.373291015625,-51.50679016113281
a professor sold a mother a beer .,DO,SELL,the writer saved the pie for the company .,PD,SAVE,634.9786376953125,-51.62873077392578
a professor sold a beer to a mother .,PD,SELL,the writer saved the company the pie .,DO,SAVE,2113.604736328125,-53.593048095703125
a professor sold a mother a beer .,DO,SELL,the writer saved the company the pie .,DO,SAVE,2192.782470703125,-53.85048294067383
a teacher promised a pot to a lawyer .,PD,PROMISE,the writer saved the pie for the company .,PD,SAVE,641.7042236328125,-51.71302032470703
a teacher promised a lawyer a pot .,DO,PROMISE,the writer saved the pie for the company .,PD,SAVE,637.5823974609375,-51.661468505859375
a teacher promised a pot to a lawyer .,PD,PROMISE,the writer saved the company the pie .,DO,SAVE,2192.369873046875,-53.84916687011719
a teacher promised a lawyer a pot .,DO,PROMISE,the writer saved the company the pie .,DO,SAVE,2155.47607421875,-53.73036575317383
an employee sold a candy to a club .,PD,SELL,the writer saved the pie for the company .,PD,SAVE,639.5086059570312,-51.68560028076172
an employee sold a club a candy .,DO,SELL,the writer saved the pie for the company .,PD,SAVE,616.4242553710938,-51.391483306884766
an employee sold a candy to a club .,PD,SELL,the writer saved the company the pie .,DO,SAVE,2185.34423828125,-53.826698303222656
an employee sold a club a candy .,DO,SELL,the writer saved the company the pie .,DO,SAVE,2111.1318359375,-53.58485412597656
a child fed a salad to a secretary .,PD,FEED,the writer saved the pie for the company .,PD,SAVE,623.5938110351562,-51.48399353027344
a child fed a secretary a salad .,DO,FEED,the writer saved the pie for the company .,PD,SAVE,626.7902221679688,-51.52489471435547
a child fed a salad to a secretary .,PD,FEED,the writer saved the company the pie .,DO,SAVE,2111.916748046875,-53.58745574951172
a child fed a secretary a salad .,DO,FEED,the writer saved the company the pie .,DO,SAVE,2124.941162109375,-53.6304931640625
a hero threw a pot to a father .,PD,THROW,the teacher kept the candy for the partner .,PD,KEEP,681.5009765625,-52.19438171386719
a hero threw a father a pot .,DO,THROW,the teacher kept the candy for the partner .,PD,KEEP,694.0601806640625,-52.34046936035156
a hero threw a pot to a father .,PD,THROW,the teacher kept the partner the candy .,DO,KEEP,2138.649658203125,-53.675506591796875
a hero threw a father a pot .,DO,THROW,the teacher kept the partner the candy .,DO,KEEP,2190.791015625,-53.84412384033203
a cousin threw a pie to a lady .,PD,THROW,the teacher kept the candy for the partner .,PD,KEEP,696.4241943359375,-52.367671966552734
a cousin threw a lady a pie .,DO,THROW,the teacher kept the candy for the partner .,PD,KEEP,683.2593383789062,-52.214996337890625
a cousin threw a pie to a lady .,PD,THROW,the teacher kept the partner the candy .,DO,KEEP,2189.125,-53.83879852294922
a cousin threw a lady a pie .,DO,THROW,the teacher kept the partner the candy .,DO,KEEP,2150.656005859375,-53.71469497680664
an actor sent a glass to a company .,PD,SEND,the teacher kept the candy for the partner .,PD,KEEP,696.9122314453125,-52.37327575683594
an actor sent a company a glass .,DO,SEND,the teacher kept the candy for the partner .,PD,KEEP,697.640380859375,-52.381629943847656
an actor sent a glass to a company .,PD,SEND,the teacher kept the partner the candy .,DO,KEEP,2203.982666015625,-53.886146545410156
an actor sent a company a glass .,DO,SEND,the teacher kept the partner the candy .,DO,KEEP,2199.66650390625,-53.8724250793457
a nurse supplied a beer to a wife .,PD,SUPPLY,the teacher kept the candy for the partner .,PD,KEEP,694.6876220703125,-52.34769821166992
a nurse supplied a wife a beer .,DO,SUPPLY,the teacher kept the candy for the partner .,PD,KEEP,698.4345703125,-52.39073181152344
a nurse supplied a beer to a wife .,PD,SUPPLY,the teacher kept the partner the candy .,DO,KEEP,2192.590087890625,-53.84986877441406
a nurse supplied a wife a beer .,DO,SUPPLY,the teacher kept the partner the candy .,DO,KEEP,2208.9775390625,-53.90199279785156
an uncle showed a chicken to a club .,PD,SHOW,the teacher kept the candy for the partner .,PD,KEEP,700.421630859375,-52.41345977783203
an uncle showed a club a chicken .,DO,SHOW,the teacher kept the candy for the partner .,PD,KEEP,696.5454711914062,-52.36906433105469
an uncle showed a chicken to a club .,PD,SHOW,the teacher kept the partner the candy .,DO,KEEP,2209.98779296875,-53.90519332885742
an uncle showed a club a chicken .,DO,SHOW,the teacher kept the partner the candy .,DO,KEEP,2210.316650390625,-53.90623474121094
a father fed a cheese to a scientist .,PD,FEED,the teacher kept the candy for the partner .,PD,KEEP,697.0142211914062,-52.374446868896484
a father fed a scientist a cheese .,DO,FEED,the teacher kept the candy for the partner .,PD,KEEP,689.4781494140625,-52.287479400634766
a father fed a cheese to a scientist .,PD,FEED,the teacher kept the partner the candy .,DO,KEEP,2199.9482421875,-53.873321533203125
a father fed a scientist a cheese .,DO,FEED,the teacher kept the partner the candy .,DO,KEEP,2170.30517578125,-53.778358459472656
a bishop showed a pie to an army .,PD,SHOW,the teacher kept the candy for the partner .,PD,KEEP,693.57421875,-52.33486557006836
a bishop showed an army a pie .,DO,SHOW,the teacher kept the candy for the partner .,PD,KEEP,679.1671752929688,-52.16693878173828
a bishop showed a pie to an army .,PD,SHOW,the teacher kept the partner the candy .,DO,KEEP,2187.43408203125,-53.83338928222656
a bishop showed an army a pie .,DO,SHOW,the teacher kept the partner the candy .,DO,KEEP,2137.691650390625,-53.67237091064453
an adult supplied a tea to a company .,PD,SUPPLY,the teacher kept the candy for the partner .,PD,KEEP,696.099853515625,-52.36394500732422
an adult supplied a company a tea .,DO,SUPPLY,the teacher kept the candy for the partner .,PD,KEEP,691.6068725585938,-52.31214141845703
an adult supplied a tea to a company .,PD,SUPPLY,the teacher kept the partner the candy .,DO,KEEP,2204.883544921875,-53.889007568359375
an adult supplied a company a tea .,DO,SUPPLY,the teacher kept the partner the candy .,DO,KEEP,2190.383056640625,-53.84281921386719
a scientist sold a beer to a hero .,PD,SELL,the teacher kept the candy for the partner .,PD,KEEP,696.2625122070312,-52.365814208984375
a scientist sold a hero a beer .,DO,SELL,the teacher kept the candy for the partner .,PD,KEEP,701.0514526367188,-52.420650482177734
a scientist sold a beer to a hero .,PD,SELL,the teacher kept the partner the candy .,DO,KEEP,2199.572021484375,-53.87212371826172
a scientist sold a hero a beer .,DO,SELL,the teacher kept the partner the candy .,DO,KEEP,2222.47705078125,-53.94464111328125
a mother supplied a juice to a husband .,PD,SUPPLY,the teacher kept the candy for the partner .,PD,KEEP,695.2904663085938,-52.354637145996094
a mother supplied a husband a juice .,DO,SUPPLY,the teacher kept the candy for the partner .,PD,KEEP,691.4005126953125,-52.30975341796875
a mother supplied a juice to a husband .,PD,SUPPLY,the teacher kept the partner the candy .,DO,KEEP,2189.544921875,-53.84014129638672
a mother supplied a husband a juice .,DO,SUPPLY,the teacher kept the partner the candy .,DO,KEEP,2179.6318359375,-53.80837631225586
an author took a jacket to a bishop .,PD,TAKE,the guest bought the coffee for the father .,PD,BUY,768.5513305664062,-53.15605926513672
an author took a bishop a jacket .,DO,TAKE,the guest bought the coffee for the father .,PD,BUY,777.3157348632812,-53.24677276611328
an author took a jacket to a bishop .,PD,TAKE,the guest bought the father the coffee .,DO,BUY,2577.556640625,-54.982177734375
an author took a bishop a jacket .,DO,TAKE,the guest bought the father the coffee .,DO,BUY,2590.719482421875,-55.0178337097168
a reader fed a cheese to a singer .,PD,FEED,the guest bought the coffee for the father .,PD,BUY,765.379150390625,-53.12297058105469
a reader fed a singer a cheese .,DO,FEED,the guest bought the coffee for the father .,PD,BUY,767.5595703125,-53.145729064941406
a reader fed a cheese to a singer .,PD,FEED,the guest bought the father the coffee .,DO,BUY,2564.22998046875,-54.945892333984375
a reader fed a singer a cheese .,DO,FEED,the guest bought the father the coffee .,DO,BUY,2557.365478515625,-54.927127838134766
a kid promised a beer to a girl .,PD,PROMISE,the guest bought the coffee for the father .,PD,BUY,765.81396484375,-53.12751388549805
a kid promised a girl a beer .,DO,PROMISE,the guest bought the coffee for the father .,PD,BUY,774.87841796875,-53.221649169921875
a kid promised a beer to a girl .,PD,PROMISE,the guest bought the father the coffee .,DO,BUY,2565.83349609375,-54.95026779174805
a kid promised a girl a beer .,DO,PROMISE,the guest bought the father the coffee .,DO,BUY,2596.56396484375,-55.033607482910156
a manager sent a beer to a girl .,PD,SEND,the guest bought the coffee for the father .,PD,BUY,767.3004760742188,-53.143028259277344
a manager sent a girl a beer .,DO,SEND,the guest bought the coffee for the father .,PD,BUY,776.1427001953125,-53.23469161987305
a manager sent a beer to a girl .,PD,SEND,the guest bought the father the coffee .,DO,BUY,2575.01806640625,-54.97528076171875
a manager sent a girl a beer .,DO,SEND,the guest bought the father the coffee .,DO,BUY,2603.3662109375,-55.05192184448242
an employee brought a candy to an administration .,PD,BRING,the guest bought the coffee for the father .,PD,BUY,774.7062377929688,-53.219871520996094
an employee brought an administration a candy .,DO,BRING,the guest bought the coffee for the father .,PD,BUY,761.7694702148438,-53.08515167236328
an employee brought a candy to an administration .,PD,BRING,the guest bought the father the coffee .,DO,BUY,2593.623779296875,-55.02567672729492
an employee brought an administration a candy .,DO,BRING,the guest bought the father the coffee .,DO,BUY,2534.64599609375,-54.864662170410156
a candidate fed a chocolate to a princess .,PD,FEED,the guest bought the coffee for the father .,PD,BUY,768.961181640625,-53.16032409667969
a candidate fed a princess a chocolate .,DO,FEED,the guest bought the coffee for the father .,PD,BUY,771.1162109375,-53.18271255493164
a candidate fed a chocolate to a princess .,PD,FEED,the guest bought the father the coffee .,DO,BUY,2575.42529296875,-54.97638702392578
a candidate fed a princess a chocolate .,DO,FEED,the guest bought the father the coffee .,DO,BUY,2567.220947265625,-54.95405197143555
a chief promised a salad to a princess .,PD,PROMISE,the guest bought the coffee for the father .,PD,BUY,769.1680297851562,-53.1624755859375
a chief promised a princess a salad .,DO,PROMISE,the guest bought the coffee for the father .,PD,BUY,774.90576171875,-53.22193145751953
a chief promised a salad to a princess .,PD,PROMISE,the guest bought the father the coffee .,DO,BUY,2567.541259765625,-54.954925537109375
a chief promised a princess a salad .,DO,PROMISE,the guest bought the father the coffee .,DO,BUY,2581.947021484375,-54.99409103393555
a prince gave a beer to a colonel .,PD,GIVE,the guest bought the coffee for the father .,PD,BUY,763.845703125,-53.10692596435547
a prince gave a colonel a beer .,DO,GIVE,the guest bought the coffee for the father .,PD,BUY,769.6343994140625,-53.16732406616211
a prince gave a beer to a colonel .,PD,GIVE,the guest bought the father the coffee .,DO,BUY,2548.857421875,-54.90380096435547
a prince gave a colonel a beer .,DO,GIVE,the guest bought the father the coffee .,DO,BUY,2573.193359375,-54.97031784057617
an author fed a pie to a colonel .,PD,FEED,the guest bought the coffee for the father .,PD,BUY,764.140380859375,-53.11001205444336
an author fed a colonel a pie .,DO,FEED,the guest bought the coffee for the father .,PD,BUY,758.9939575195312,-53.05595016479492
an author fed a pie to a colonel .,PD,FEED,the guest bought the father the coffee .,DO,BUY,2549.390869140625,-54.90526580810547
an author fed a colonel a pie .,DO,FEED,the guest bought the father the coffee .,DO,BUY,2521.86279296875,-54.82926940917969
a champion fed a chocolate to a lawyer .,PD,FEED,the guest bought the coffee for the father .,PD,BUY,768.4447021484375,-53.15494918823242
a champion fed a lawyer a chocolate .,DO,FEED,the guest bought the coffee for the father .,PD,BUY,768.5616455078125,-53.156166076660156
a champion fed a chocolate to a lawyer .,PD,FEED,the guest bought the father the coffee .,DO,BUY,2571.1396484375,-54.96472930908203
a champion fed a lawyer a chocolate .,DO,FEED,the guest bought the father the coffee .,DO,BUY,2566.89208984375,-54.953155517578125
a woman promised a cheese to an author .,PD,PROMISE,the husband got the beer for the physician .,PD,GET,746.8090209960938,-52.926475524902344
a woman promised an author a cheese .,DO,PROMISE,the husband got the beer for the physician .,PD,GET,743.74072265625,-52.89353942871094
a woman promised a cheese to an author .,PD,PROMISE,the husband got the physician the beer .,DO,GET,2311.66552734375,-54.220062255859375
a woman promised an author a cheese .,DO,PROMISE,the husband got the physician the beer .,DO,GET,2297.001953125,-54.17551803588867
a lady supplied a juice to a corporation .,PD,SUPPLY,the husband got the beer for the physician .,PD,GET,748.2604370117188,-52.94200897216797
a lady supplied a corporation a juice .,DO,SUPPLY,the husband got the beer for the physician .,PD,GET,751.3607177734375,-52.9750862121582
a lady supplied a juice to a corporation .,PD,SUPPLY,the husband got the physician the beer .,DO,GET,2311.7509765625,-54.22032165527344
a lady supplied a corporation a juice .,DO,SUPPLY,the husband got the physician the beer .,DO,GET,2329.630859375,-54.274253845214844
a professor fed a candy to a mayor .,PD,FEED,the husband got the beer for the physician .,PD,GET,747.9358520507812,-52.93853759765625
a professor fed a mayor a candy .,DO,FEED,the husband got the beer for the physician .,PD,GET,747.4277954101562,-52.933101654052734
a professor fed a candy to a mayor .,PD,FEED,the husband got the physician the beer .,DO,GET,2303.41748046875,-54.19504165649414
a professor fed a mayor a candy .,DO,FEED,the husband got the physician the beer .,DO,GET,2315.709228515625,-54.232295989990234
a mother supplied a salad to a kid .,PD,SUPPLY,the husband got the beer for the physician .,PD,GET,750.236572265625,-52.96310806274414
a mother supplied a kid a salad .,DO,SUPPLY,the husband got the beer for the physician .,PD,GET,737.8082885742188,-52.829471588134766
a mother supplied a salad to a kid .,PD,SUPPLY,the husband got the physician the beer .,DO,GET,2320.477783203125,-54.24669647216797
a mother supplied a kid a salad .,DO,SUPPLY,the husband got the physician the beer .,DO,GET,2280.67822265625,-54.12559509277344
a lawyer promised a tea to an adult .,PD,PROMISE,the husband got the beer for the physician .,PD,GET,738.5816040039062,-52.837852478027344
a lawyer promised an adult a tea .,DO,PROMISE,the husband got the beer for the physician .,PD,GET,740.5557861328125,-52.85920715332031
a lawyer promised a tea to an adult .,PD,PROMISE,the husband got the physician the beer .,DO,GET,2280.283203125,-54.12438201904297
a lawyer promised an adult a tea .,DO,PROMISE,the husband got the physician the beer .,DO,GET,2290.06396484375,-54.15434265136719
a bishop supplied a coffee to a girl .,PD,SUPPLY,the husband got the beer for the physician .,PD,GET,743.9712524414062,-52.896018981933594
a bishop supplied a girl a coffee .,DO,SUPPLY,the husband got the beer for the physician .,PD,GET,741.5182495117188,-52.869598388671875
a bishop supplied a coffee to a girl .,PD,SUPPLY,the husband got the physician the beer .,DO,GET,2296.995849609375,-54.175498962402344
a bishop supplied a girl a coffee .,DO,SUPPLY,the husband got the physician the beer .,DO,GET,2291.556884765625,-54.158905029296875
an actor promised a jacket to an opponent .,PD,PROMISE,the husband got the beer for the physician .,PD,GET,744.6204223632812,-52.90299606323242
an actor promised an opponent a jacket .,DO,PROMISE,the husband got the beer for the physician .,PD,GET,753.4620361328125,-52.99742889404297
an actor promised a jacket to an opponent .,PD,PROMISE,the husband got the physician the beer .,DO,GET,2305.674072265625,-54.20189666748047
an actor promised an opponent a jacket .,DO,PROMISE,the husband got the physician the beer .,DO,GET,2333.109619140625,-54.284698486328125
a prince fed a candy to a bishop .,PD,FEED,the husband got the beer for the physician .,PD,GET,746.1141967773438,-52.919029235839844
a prince fed a bishop a candy .,DO,FEED,the husband got the beer for the physician .,PD,GET,742.4420776367188,-52.87955856323242
a prince fed a candy to a bishop .,PD,FEED,the husband got the physician the beer .,DO,GET,2303.33203125,-54.19478225708008
a prince fed a bishop a candy .,DO,FEED,the husband got the physician the beer .,DO,GET,2298.9091796875,-54.18132781982422
a nurse sold a chicken to a business .,PD,SELL,the husband got the beer for the physician .,PD,GET,746.1519165039062,-52.91943359375
a nurse sold a business a chicken .,DO,SELL,the husband got the beer for the physician .,PD,GET,751.6756591796875,-52.97843933105469
a nurse sold a chicken to a business .,PD,SELL,the husband got the physician the beer .,DO,GET,2307.501953125,-54.20744323730469
a nurse sold a business a chicken .,DO,SELL,the husband got the physician the beer .,DO,GET,2326.459228515625,-54.26471710205078
a professor fed a salad to a worker .,PD,FEED,the husband got the beer for the physician .,PD,GET,739.6304321289062,-52.849205017089844
a professor fed a worker a salad .,DO,FEED,the husband got the beer for the physician .,PD,GET,743.5155029296875,-52.891117095947266
a professor fed a salad to a worker .,PD,FEED,the husband got the physician the beer .,DO,GET,2282.97265625,-54.132633209228516
a professor fed a worker a salad .,DO,FEED,the husband got the physician the beer .,DO,GET,2296.690185546875,-54.17456817626953
a guest purchased a candy for a cop .,PD,PURCHASE,the woman fed the pie to the husband .,PD,FEED,647.1082763671875,-51.78010940551758
a guest purchased a cop a candy .,DO,PURCHASE,the woman fed the pie to the husband .,PD,FEED,672.4422607421875,-52.08732986450195
a guest purchased a candy for a cop .,PD,PURCHASE,the woman fed the husband the pie .,DO,FEED,1595.2359619140625,-51.623435974121094
a guest purchased a cop a candy .,DO,PURCHASE,the woman fed the husband the pie .,DO,FEED,1650.717529296875,-51.862754821777344
a writer purchased a coffee for a physician .,PD,PURCHASE,the woman fed the pie to the husband .,PD,FEED,662.2137451171875,-51.96470642089844
a writer purchased a physician a coffee .,DO,PURCHASE,the woman fed the pie to the husband .,PD,FEED,670.5819091796875,-52.06516647338867
a writer purchased a coffee for a physician .,PD,PURCHASE,the woman fed the husband the pie .,DO,FEED,1633.862548828125,-51.79091262817383
a writer purchased a physician a coffee .,DO,PURCHASE,the woman fed the husband the pie .,DO,FEED,1655.48046875,-51.8829231262207
