prime_sentence,prime_structure,prime_verb,target_sentence,target_structure,target_verb,perplexity,log_prob
a sheriff sent me a computer .,DO,SEND,the aunt kept us the tea .,DO,KEEP,5141.271484375,-51.27033233642578
a singer fed a chocolate to me .,PD,FEED,the aunt kept the tea for them .,PD,KEEP,692.8067626953125,-45.785255432128906
a singer fed me a chocolate .,DO,FEED,the aunt kept the tea for them .,PD,KEEP,678.8952026367188,-45.64326477050781
a singer fed a chocolate to me .,PD,FEED,the aunt kept them the tea .,DO,KEEP,3184.264892578125,-48.39585876464844
a singer fed me a chocolate .,DO,FEED,the aunt kept them the tea .,DO,KEEP,3178.140625,-48.384307861328125
a princess supplied a beer to me .,PD,SUPPLY,the aunt kept the tea for me .,PD,KEEP,787.0953979492188,-46.678443908691406
a princess supplied me a beer .,DO,SUPPLY,the aunt kept the tea for me .,PD,KEEP,783.0391845703125,-46.642276763916016
a princess supplied a beer to me .,PD,SUPPLY,the aunt kept me the tea .,DO,KEEP,4179.52685546875,-50.02771759033203
a princess supplied me a beer .,DO,SUPPLY,the aunt kept me the tea .,DO,KEEP,4155.89306640625,-49.99369430541992
a worker brought a chicken to him .,PD,BRING,the aunt kept the tea for us .,PD,KEEP,1013.694091796875,-48.449493408203125
a worker brought him a chicken .,DO,BRING,the aunt kept the tea for us .,PD,KEEP,992.2883911132812,-48.30009460449219
a worker brought a chicken to him .,PD,BRING,the aunt kept us the tea .,DO,KEEP,5266.94189453125,-51.41522979736328
a worker brought him a chicken .,DO,BRING,the aunt kept us the tea .,DO,KEEP,5199.05810546875,-51.33739471435547
the employer sent the flower to you .,PD,SEND,an author purchased a key for him .,PD,PURCHASE,320.68560791015625,-40.393226623535156
the employer sent you the flower .,DO,SEND,an author purchased a key for him .,PD,PURCHASE,316.1625061035156,-40.293792724609375
the employer sent the flower to you .,PD,SEND,an author purchased him a key .,DO,PURCHASE,1242.193359375,-42.747802734375
the employer sent you the flower .,DO,SEND,an author purchased him a key .,DO,PURCHASE,1224.829833984375,-42.6633415222168
the husband supplied the beer to us .,PD,SUPPLY,an author purchased a key for you .,PD,PURCHASE,670.2362060546875,-45.553409576416016
the husband supplied us the beer .,DO,SUPPLY,an author purchased a key for you .,PD,PURCHASE,674.458984375,-45.597373962402344
the husband supplied the beer to us .,PD,SUPPLY,an author purchased you a key .,DO,PURCHASE,2301.462890625,-46.44779968261719
the husband supplied us the beer .,DO,SUPPLY,an author purchased you a key .,DO,PURCHASE,2342.176025390625,-46.55301284790039
the pilot took the hat to me .,PD,TAKE,an author purchased a key for them .,PD,PURCHASE,358.1068115234375,-41.16581726074219
the pilot took me the hat .,DO,TAKE,an author purchased a key for them .,PD,PURCHASE,370.4540100097656,-41.40310287475586
the pilot took the hat to me .,PD,TAKE,an author purchased them a key .,DO,PURCHASE,1545.314697265625,-44.05789566040039
the pilot took me the hat .,DO,TAKE,an author purchased them a key .,DO,PURCHASE,1591.31591796875,-44.2338981628418
the cop supplied the pie to you .,PD,SUPPLY,an author purchased a key for him .,PD,PURCHASE,321.61456298828125,-40.413475036621094
the cop supplied you the pie .,DO,SUPPLY,an author purchased a key for him .,PD,PURCHASE,319.34033203125,-40.363800048828125
the cop supplied the pie to you .,PD,SUPPLY,an author purchased him a key .,DO,PURCHASE,1246.4742431640625,-42.7684440612793
the cop supplied you the pie .,DO,SUPPLY,an author purchased him a key .,DO,PURCHASE,1243.169921875,-42.75251770019531
the president promised the coffee to you .,PD,PROMISE,an author purchased a key for me .,PD,PURCHASE,473.7884216308594,-43.12532424926758
the president promised you the coffee .,DO,PROMISE,an author purchased a key for me .,PD,PURCHASE,473.5130310058594,-43.121253967285156
the president promised the coffee to you .,PD,PROMISE,an author purchased me a key .,DO,PURCHASE,1603.7091064453125,-44.28044509887695
the president promised you the coffee .,DO,PROMISE,an author purchased me a key .,DO,PURCHASE,1610.845947265625,-44.30708694458008
the teacher threw the coffee to it .,PD,THROW,an author purchased a key for us .,PD,PURCHASE,698.5358276367188,-45.84290313720703
the teacher threw it the coffee .,DO,THROW,an author purchased a key for us .,PD,PURCHASE,707.4207763671875,-45.93137741088867
the teacher threw the coffee to it .,PD,THROW,an author purchased us a key .,DO,PURCHASE,2337.47216796875,-46.540950775146484
the teacher threw it the coffee .,DO,THROW,an author purchased us a key .,DO,PURCHASE,2362.027587890625,-46.60365295410156
the man took the guitar to you .,PD,TAKE,an author purchased a key for me .,PD,PURCHASE,468.55120849609375,-43.047515869140625
the man took you the guitar .,DO,TAKE,an author purchased a key for me .,PD,PURCHASE,482.6091613769531,-43.25444793701172
the man took the guitar to you .,PD,TAKE,an author purchased me a key .,DO,PURCHASE,1588.6361083984375,-44.223785400390625
the man took you the guitar .,DO,TAKE,an author purchased me a key .,DO,PURCHASE,1655.5938720703125,-44.47148895263672
the king threw the salad to you .,PD,THROW,an author purchased a key for them .,PD,PURCHASE,365.18280029296875,-41.30278396606445
the king threw you the salad .,DO,THROW,an author purchased a key for them .,PD,PURCHASE,377.14080810546875,-41.52832794189453
the king threw the salad to you .,PD,THROW,an author purchased them a key .,DO,PURCHASE,1572.185791015625,-44.16133117675781
the king threw you the salad .,DO,THROW,an author purchased them a key .,DO,PURCHASE,1631.6640625,-44.384132385253906
the prince gave the flower to him .,PD,GIVE,an author purchased a key for you .,PD,PURCHASE,671.8720092773438,-45.570472717285156
the prince gave him the flower .,DO,GIVE,an author purchased a key for you .,PD,PURCHASE,661.0224609375,-45.456512451171875
the prince gave the flower to him .,PD,GIVE,an author purchased you a key .,DO,PURCHASE,2308.505859375,-46.46613311767578
the prince gave him the flower .,DO,GIVE,an author purchased you a key .,DO,PURCHASE,2296.315185546875,-46.434364318847656
the partner promised the cheese to me .,PD,PROMISE,an author purchased a key for them .,PD,PURCHASE,364.5929870605469,-41.29146957397461
the partner promised me the cheese .,DO,PROMISE,an author purchased a key for them .,PD,PURCHASE,364.9673156738281,-41.29865264892578
the partner promised the cheese to me .,PD,PROMISE,an author purchased them a key .,DO,PURCHASE,1577.8955078125,-44.183082580566406
the partner promised me the cheese .,DO,PROMISE,an author purchased them a key .,DO,PURCHASE,1577.271728515625,-44.18070983886719
the lawyer bought the tea for you .,PD,BUY,a buddy gave a plate to them .,PD,GIVE,797.8968505859375,-46.77385330200195
the lawyer bought you the tea .,DO,BUY,a buddy gave a plate to them .,PD,GIVE,798.90234375,-46.78266906738281
the lawyer bought the tea for you .,PD,BUY,a buddy gave them a plate .,DO,GIVE,1561.0948486328125,-44.11885452270508
the lawyer bought you the tea .,DO,BUY,a buddy gave them a plate .,DO,GIVE,1556.577392578125,-44.10146713256836
the minister made the bell for them .,PD,MAKE,a buddy gave a plate to me .,PD,GIVE,725.8728637695312,-46.11162185668945
the minister made them the bell .,DO,MAKE,a buddy gave a plate to me .,PD,GIVE,727.08154296875,-46.123268127441406
the minister made the bell for them .,PD,MAKE,a buddy gave me a plate .,DO,GIVE,1228.64599609375,-42.6820068359375
the minister made them the bell .,DO,MAKE,a buddy gave me a plate .,DO,GIVE,1231.94921875,-42.698116302490234
the physician bought the tea for him .,PD,BUY,a buddy gave a plate to me .,PD,GIVE,733.6380004882812,-46.18610763549805
the physician bought him the tea .,DO,BUY,a buddy gave a plate to me .,PD,GIVE,726.2752685546875,-46.115501403808594
the physician bought the tea for him .,PD,BUY,a buddy gave me a plate .,DO,GIVE,1243.9835205078125,-42.75644302368164
the physician bought him the tea .,DO,BUY,a buddy gave me a plate .,DO,GIVE,1229.3797607421875,-42.68558883666992
the captain purchased the meal for you .,PD,PURCHASE,a buddy gave a plate to her .,PD,GIVE,570.1233520507812,-44.42096710205078
the captain purchased you the meal .,DO,PURCHASE,a buddy gave a plate to her .,PD,GIVE,565.3826904296875,-44.362518310546875
the captain purchased the meal for you .,PD,PURCHASE,a buddy gave her a plate .,DO,GIVE,1449.49462890625,-43.67382049560547
the captain purchased you the meal .,DO,PURCHASE,a buddy gave her a plate .,DO,GIVE,1430.7742919921875,-43.5958251953125
the parent caught the coat for me .,PD,CATCH,a buddy gave a plate to us .,PD,GIVE,1079.8460693359375,-48.89201354980469
the parent caught me the coat .,DO,CATCH,a buddy gave a plate to us .,PD,GIVE,1087.3846435546875,-48.940711975097656
the parent caught the coat for me .,PD,CATCH,a buddy gave us a plate .,DO,GIVE,1951.5576171875,-45.45829772949219
the parent caught me the coat .,DO,CATCH,a buddy gave us a plate .,DO,GIVE,1956.74853515625,-45.47423553466797
the wife found the beer for her .,PD,FIND,a buddy gave a plate to him .,PD,GIVE,599.6278076171875,-44.77416229248047
the wife found her the beer .,DO,FIND,a buddy gave a plate to him .,PD,GIVE,597.890625,-44.75385284423828
the wife found the beer for her .,PD,FIND,a buddy gave him a plate .,DO,GIVE,1126.3104248046875,-42.160213470458984
the wife found her the beer .,DO,FIND,a buddy gave him a plate .,DO,GIVE,1128.124267578125,-42.16986846923828
the actress designed the flower for him .,PD,DESIGN,a buddy gave a plate to me .,PD,GIVE,733.2207641601562,-46.182125091552734
the actress designed him the flower .,DO,DESIGN,a buddy gave a plate to me .,PD,GIVE,722.7628173828125,-46.081565856933594
the actress designed the flower for him .,PD,DESIGN,a buddy gave me a plate .,DO,GIVE,1242.135009765625,-42.747520446777344
the actress designed him the flower .,DO,DESIGN,a buddy gave me a plate .,DO,GIVE,1230.27734375,-42.68996810913086
the student saved the tea for you .,PD,SAVE,a buddy gave a plate to him .,PD,GIVE,599.5833740234375,-44.773643493652344
the student saved you the tea .,DO,SAVE,a buddy gave a plate to him .,PD,GIVE,594.3396606445312,-44.712154388427734
the student saved the tea for you .,PD,SAVE,a buddy gave him a plate .,DO,GIVE,1133.1280517578125,-42.1964225769043
the student saved you the tea .,DO,SAVE,a buddy gave him a plate .,DO,GIVE,1118.313720703125,-42.117462158203125
the administration designed the bell for you .,PD,DESIGN,a buddy gave a plate to me .,PD,GIVE,719.59521484375,-46.050819396972656
the administration designed you the bell .,DO,DESIGN,a buddy gave a plate to me .,PD,GIVE,722.8085327148438,-46.082008361816406
the administration designed the bell for you .,PD,DESIGN,a buddy gave me a plate .,DO,GIVE,1219.6583251953125,-42.63795471191406
the administration designed you the bell .,DO,DESIGN,a buddy gave me a plate .,DO,GIVE,1226.4381103515625,-42.67121505737305
the attorney bought the guitar for you .,PD,BUY,a buddy gave a plate to it .,PD,GIVE,916.8839721679688,-47.746864318847656
the attorney bought you the guitar .,DO,BUY,a buddy gave a plate to it .,PD,GIVE,927.9821166992188,-47.831085205078125
the attorney bought the guitar for you .,PD,BUY,a buddy gave it a plate .,DO,GIVE,1690.9395751953125,-44.598236083984375
the attorney bought you the guitar .,DO,BUY,a buddy gave it a plate .,DO,GIVE,1734.20703125,-44.74983215332031
the woman fed the chocolate to you .,PD,FEED,a scientist caught a jacket for us .,PD,CATCH,2661.488037109375,-55.20648193359375
the woman fed you the chocolate .,DO,FEED,a scientist caught a jacket for us .,PD,CATCH,2664.375732421875,-55.214073181152344
the woman fed the chocolate to you .,PD,FEED,a scientist caught us a jacket .,DO,CATCH,6746.439453125,-52.90061950683594
the woman fed you the chocolate .,DO,FEED,a scientist caught us a jacket .,DO,CATCH,6775.68701171875,-52.92657470703125
the cousin showed the beer to her .,PD,SHOW,a scientist caught a jacket for you .,PD,CATCH,2718.537353515625,-55.354942321777344
the cousin showed her the beer .,DO,SHOW,a scientist caught a jacket for you .,PD,CATCH,2720.09619140625,-55.35895538330078
the cousin showed the beer to her .,PD,SHOW,a scientist caught you a jacket .,DO,CATCH,6734.072265625,-52.889610290527344
the cousin showed her the beer .,DO,SHOW,a scientist caught you a jacket .,DO,CATCH,6757.03369140625,-52.9100341796875
the husband sent the cheese to you .,PD,SEND,a scientist caught a jacket for it .,PD,CATCH,1094.6260986328125,-48.98717498779297
the husband sent you the cheese .,DO,SEND,a scientist caught a jacket for it .,PD,CATCH,1110.1058349609375,-49.085472106933594
the husband sent the cheese to you .,PD,SEND,a scientist caught it a jacket .,DO,CATCH,4089.721923828125,-49.89739227294922
the husband sent you the cheese .,DO,SEND,a scientist caught it a jacket .,DO,CATCH,4088.4404296875,-49.895511627197266
the secretary brought the tea to me .,PD,BRING,a scientist caught a jacket for him .,PD,CATCH,1081.3004150390625,-48.90143585205078
the secretary brought me the tea .,DO,BRING,a scientist caught a jacket for him .,PD,CATCH,1079.9566650390625,-48.892730712890625
the secretary brought the tea to me .,PD,BRING,a scientist caught him a jacket .,DO,CATCH,2612.781494140625,-47.209022521972656
the secretary brought me the tea .,DO,BRING,a scientist caught him a jacket .,DO,CATCH,2586.0810546875,-47.14739227294922
the girl brought the coffee to them .,PD,BRING,a scientist caught a jacket for him .,PD,CATCH,1079.782470703125,-48.8916015625
the girl brought them the coffee .,DO,BRING,a scientist caught a jacket for him .,PD,CATCH,1082.9256591796875,-48.911949157714844
the girl brought the coffee to them .,PD,BRING,a scientist caught him a jacket .,DO,CATCH,2607.20947265625,-47.19621276855469
the girl brought them the coffee .,DO,BRING,a scientist caught him a jacket .,DO,CATCH,2577.989501953125,-47.12858963012695
the actor sent the salad to us .,PD,SEND,a scientist caught a jacket for us .,PD,CATCH,2636.689453125,-55.140953063964844
the actor sent us the salad .,DO,SEND,a scientist caught a jacket for us .,PD,CATCH,2674.76025390625,-55.241302490234375
the actor sent the salad to us .,PD,SEND,a scientist caught us a jacket .,DO,CATCH,6683.84228515625,-52.844688415527344
the actor sent us the salad .,DO,SEND,a scientist caught us a jacket .,DO,CATCH,6809.904296875,-52.9567985534668
the candidate gave the camera to it .,PD,GIVE,a scientist caught a jacket for him .,PD,CATCH,1091.233642578125,-48.96544647216797
the candidate gave it the camera .,DO,GIVE,a scientist caught a jacket for him .,PD,CATCH,1104.7540283203125,-49.05164337158203
the candidate gave the camera to it .,PD,GIVE,a scientist caught him a jacket .,DO,CATCH,2633.394287109375,-47.25617218017578
the candidate gave it the camera .,DO,GIVE,a scientist caught him a jacket .,DO,CATCH,2636.3125,-47.2628173828125
the president sold the meal to me .,PD,SELL,a scientist caught a jacket for me .,PD,CATCH,1874.5172119140625,-52.752742767333984
the president sold me the meal .,DO,SELL,a scientist caught a jacket for me .,PD,CATCH,1898.142822265625,-52.840415954589844
the president sold the meal to me .,PD,SELL,a scientist caught me a jacket .,DO,CATCH,4012.18310546875,-49.78254318237305
the president sold me the meal .,DO,SELL,a scientist caught me a jacket .,DO,CATCH,4077.91845703125,-49.88005065917969
the friend supplied the candy to me .,PD,SUPPLY,a scientist caught a jacket for us .,PD,CATCH,2666.720458984375,-55.22023010253906
the friend supplied me the candy .,DO,SUPPLY,a scientist caught a jacket for us .,PD,CATCH,2623.067138671875,-55.10469436645508
the friend supplied the candy to me .,PD,SUPPLY,a scientist caught us a jacket .,DO,CATCH,6742.34912109375,-52.89698028564453
the friend supplied me the candy .,DO,SUPPLY,a scientist caught us a jacket .,DO,CATCH,6645.47021484375,-52.810142517089844
the son sent the coffee to him .,PD,SEND,a scientist caught a jacket for me .,PD,CATCH,1901.8817138671875,-52.854190826416016
the son sent him the coffee .,DO,SEND,a scientist caught a jacket for me .,PD,CATCH,1867.3719482421875,-52.726009368896484
the son sent the coffee to him .,PD,SEND,a scientist caught me a jacket .,DO,CATCH,4082.11572265625,-49.88622283935547
the son sent him the coffee .,DO,SEND,a scientist caught me a jacket .,DO,CATCH,3993.414306640625,-49.75440979003906
the lady purchased the beer for us .,PD,PURCHASE,a wife brought a juice to you .,PD,BRING,893.0271606445312,-47.56231689453125
the lady purchased us the beer .,DO,PURCHASE,a wife brought a juice to you .,PD,BRING,902.39453125,-47.63536071777344
the lady purchased the beer for us .,PD,PURCHASE,a wife brought you a juice .,DO,BRING,2828.005615234375,-47.6839599609375
the lady purchased us the beer .,DO,PURCHASE,a wife brought you a juice .,DO,BRING,2837.125244140625,-47.703277587890625
the king designed the cup for it .,PD,DESIGN,a wife brought a juice to you .,PD,BRING,898.59130859375,-47.605796813964844
the king designed it the cup .,DO,DESIGN,a wife brought a juice to you .,PD,BRING,901.6066284179688,-47.62924575805664
the king designed the cup for it .,PD,DESIGN,a wife brought you a juice .,DO,BRING,2853.630615234375,-47.73808288574219
the king designed it the cup .,DO,DESIGN,a wife brought you a juice .,DO,BRING,2839.97265625,-47.70929718017578
the winner found the crystal for me .,PD,FIND,a wife brought a juice to you .,PD,BRING,897.9730834960938,-47.60097885131836
the winner found me the crystal .,DO,FIND,a wife brought a juice to you .,PD,BRING,906.0576782226562,-47.663719177246094
the winner found the crystal for me .,PD,FIND,a wife brought you a juice .,DO,BRING,2845.186767578125,-47.72030258178711
the winner found me the crystal .,DO,FIND,a wife brought you a juice .,DO,BRING,2848.15478515625,-47.726558685302734
the chief drew the cup for him .,PD,DRAW,a wife brought a juice to me .,PD,BRING,638.470947265625,-45.213531494140625
the chief drew him the cup .,DO,DRAW,a wife brought a juice to me .,PD,BRING,643.1963500976562,-45.2651481628418
the chief drew the cup for him .,PD,DRAW,a wife brought me a juice .,DO,BRING,1671.492431640625,-44.528831481933594
the chief drew him the cup .,DO,DRAW,a wife brought me a juice .,DO,BRING,1673.6798095703125,-44.536678314208984
the lawyer found the candy for me .,PD,FIND,a wife brought a juice to me .,PD,BRING,638.14501953125,-45.209957122802734
the lawyer found me the candy .,DO,FIND,a wife brought a juice to me .,PD,BRING,633.1717529296875,-45.155189514160156
the lawyer found the candy for me .,PD,FIND,a wife brought me a juice .,DO,BRING,1663.968505859375,-44.50176239013672
the lawyer found me the candy .,DO,FIND,a wife brought me a juice .,DO,BRING,1647.907958984375,-44.44356918334961
the captain drew the log for me .,PD,DRAW,a wife brought a juice to them .,PD,BRING,546.26318359375,-44.1217041015625
the captain drew me the log .,DO,DRAW,a wife brought a juice to them .,PD,BRING,544.5399169921875,-44.099586486816406
the captain drew the log for me .,PD,DRAW,a wife brought them a juice .,DO,BRING,1563.7799072265625,-44.12916564941406
the captain drew me the log .,DO,DRAW,a wife brought them a juice .,DO,BRING,1554.4996337890625,-44.09345245361328
the cop made the ball for him .,PD,MAKE,a wife brought a juice to me .,PD,BRING,643.2695922851562,-45.26594543457031
the cop made him the ball .,DO,MAKE,a wife brought a juice to me .,PD,BRING,649.3876342773438,-45.33220672607422
the cop made the ball for him .,PD,MAKE,a wife brought me a juice .,DO,BRING,1678.962890625,-44.55558776855469
the cop made him the ball .,DO,MAKE,a wife brought me a juice .,DO,BRING,1688.953857421875,-44.5911865234375
the scientist drew the telephone for it .,PD,DRAW,a wife brought a juice to them .,PD,BRING,550.277587890625,-44.17295837402344
the scientist drew it the telephone .,DO,DRAW,a wife brought a juice to them .,PD,BRING,548.50634765625,-44.150390625
the scientist drew the telephone for it .,PD,DRAW,a wife brought them a juice .,DO,BRING,1582.4608154296875,-44.200416564941406
the scientist drew it the telephone .,DO,DRAW,a wife brought them a juice .,DO,BRING,1562.7115478515625,-44.125064849853516
the reader left the cheese for me .,PD,LEAVE,a wife brought a juice to them .,PD,BRING,546.68603515625,-44.12712097167969
the reader left me the cheese .,DO,LEAVE,a wife brought a juice to them .,PD,BRING,551.3088989257812,-44.186065673828125
the reader left the cheese for me .,PD,LEAVE,a wife brought them a juice .,DO,BRING,1561.7529296875,-44.12138366699219
the reader left me the cheese .,DO,LEAVE,a wife brought them a juice .,DO,BRING,1568.3441162109375,-44.14665222167969
the boy drew the guitar for them .,PD,DRAW,a wife brought a juice to you .,PD,BRING,897.5689697265625,-47.59782791137695
the boy drew them the guitar .,DO,DRAW,a wife brought a juice to you .,PD,BRING,916.4528198242188,-47.74357223510742
the boy drew the guitar for them .,PD,DRAW,a wife brought you a juice .,DO,BRING,2846.864013671875,-47.723838806152344
the boy drew them the guitar .,DO,DRAW,a wife brought you a juice .,DO,BRING,2886.4755859375,-47.80674743652344
a captain designed a box for him .,PD,DESIGN,the father showed the chocolate to them .,PD,SHOW,558.729736328125,-44.279659271240234
a captain designed him a box .,DO,DESIGN,the father showed the chocolate to them .,PD,SHOW,554.8795166015625,-44.23125457763672
a captain designed a box for him .,PD,DESIGN,the father showed them the chocolate .,DO,SHOW,1115.0435791015625,-42.099891662597656
a captain designed him a box .,DO,DESIGN,the father showed them the chocolate .,DO,SHOW,1102.8414306640625,-42.033870697021484
a chief made a hat for him .,PD,MAKE,the father showed the chocolate to you .,PD,SHOW,869.3622436523438,-47.37431716918945
a chief made him a hat .,DO,MAKE,the father showed the chocolate to you .,PD,SHOW,859.5162353515625,-47.294586181640625
a chief made a hat for him .,PD,MAKE,the father showed you the chocolate .,DO,SHOW,2259.653564453125,-46.337799072265625
a chief made him a hat .,DO,MAKE,the father showed you the chocolate .,DO,SHOW,2227.083251953125,-46.25068664550781
a club designed an anchor for you .,PD,DESIGN,the father showed the chocolate to you .,PD,SHOW,864.987548828125,-47.33900451660156
a club designed you an anchor .,DO,DESIGN,the father showed the chocolate to you .,PD,SHOW,854.0789794921875,-47.25016403198242
a club designed an anchor for you .,PD,DESIGN,the father showed you the chocolate .,DO,SHOW,2241.521484375,-46.289459228515625
a club designed you an anchor .,DO,DESIGN,the father showed you the chocolate .,DO,SHOW,2190.585205078125,-46.15154266357422
an employer left a wire for me .,PD,LEAVE,the father showed the chocolate to you .,PD,SHOW,866.7665405273438,-47.35338592529297
an employer left me a wire .,DO,LEAVE,the father showed the chocolate to you .,PD,SHOW,863.1567993164062,-47.32417297363281
an employer left a wire for me .,PD,LEAVE,the father showed you the chocolate .,DO,SHOW,2248.5966796875,-46.30836868286133
an employer left me a wire .,DO,LEAVE,the father showed you the chocolate .,DO,SHOW,2240.656494140625,-46.28714370727539
a singer left an anchor for you .,PD,LEAVE,the father showed the chocolate to them .,PD,SHOW,555.7086181640625,-44.24170684814453
a singer left you an anchor .,DO,LEAVE,the father showed the chocolate to them .,PD,SHOW,545.1138305664062,-44.10696029663086
a singer left an anchor for you .,PD,LEAVE,the father showed them the chocolate .,DO,SHOW,1102.2022705078125,-42.030391693115234
a singer left you an anchor .,DO,LEAVE,the father showed them the chocolate .,DO,SHOW,1082.711181640625,-41.92333984375
an attorney designed a flower for us .,PD,DESIGN,the father showed the chocolate to you .,PD,SHOW,855.6171875,-47.262760162353516
an attorney designed us a flower .,DO,DESIGN,the father showed the chocolate to you .,PD,SHOW,842.7566528320312,-47.15674591064453
an attorney designed a flower for us .,PD,DESIGN,the father showed you the chocolate .,DO,SHOW,2213.220458984375,-46.21322250366211
an attorney designed us a flower .,DO,DESIGN,the father showed you the chocolate .,DO,SHOW,2179.435791015625,-46.12092590332031
a scientist delivered a meal for them .,PD,DELIVER,the father showed the chocolate to it .,PD,SHOW,608.07568359375,-44.872093200683594
a scientist delivered them a meal .,DO,DELIVER,the father showed the chocolate to it .,PD,SHOW,606.5849609375,-44.85491180419922
a scientist delivered a meal for them .,PD,DELIVER,the father showed it the chocolate .,DO,SHOW,1806.553466796875,-44.99505615234375
a scientist delivered them a meal .,DO,DELIVER,the father showed it the chocolate .,DO,SHOW,1808.478515625,-45.00144577026367
a champion left a cheese for me .,PD,LEAVE,the father showed the chocolate to them .,PD,SHOW,555.6596069335938,-44.2410888671875
a champion left me a cheese .,DO,LEAVE,the father showed the chocolate to them .,PD,SHOW,547.7154541015625,-44.140289306640625
a champion left a cheese for me .,PD,LEAVE,the father showed them the chocolate .,DO,SHOW,1102.572265625,-42.032405853271484
a champion left me a cheese .,DO,LEAVE,the father showed them the chocolate .,DO,SHOW,1082.7344970703125,-41.92346954345703
a writer made a jacket for us .,PD,MAKE,the father showed the chocolate to him .,PD,SHOW,354.35394287109375,-41.092071533203125
a writer made us a jacket .,DO,MAKE,the father showed the chocolate to him .,PD,SHOW,355.0350646972656,-41.10551452636719
a writer made a jacket for us .,PD,MAKE,the father showed him the chocolate .,DO,SHOW,833.9644775390625,-40.35714340209961
a writer made us a jacket .,DO,MAKE,the father showed him the chocolate .,DO,SHOW,836.67138671875,-40.3765869140625
a chief made a coat for me .,PD,MAKE,the father showed the chocolate to us .,PD,SHOW,645.3250732421875,-45.28827667236328
a chief made me a coat .,DO,MAKE,the father showed the chocolate to us .,PD,SHOW,646.6635131835938,-45.30278015136719
a chief made a coat for me .,PD,MAKE,the father showed us the chocolate .,DO,SHOW,1615.8197021484375,-44.325584411621094
a chief made me a coat .,DO,MAKE,the father showed us the chocolate .,DO,SHOW,1610.779296875,-44.30683898925781
the student sold the tea to them .,PD,SELL,an administration designed a crystal for him .,PD,DESIGN,762.3253784179688,-46.454612731933594
the student sold them the tea .,DO,SELL,an administration designed a crystal for him .,PD,DESIGN,762.74267578125,-46.45844268798828
the student sold the tea to them .,PD,SELL,an administration designed him a crystal .,DO,DESIGN,2787.5830078125,-47.59757995605469
the student sold them the tea .,DO,SELL,an administration designed him a crystal .,DO,DESIGN,2776.535400390625,-47.573753356933594
the father gave the salad to us .,PD,GIVE,an administration designed a crystal for me .,PD,DESIGN,914.7379760742188,-47.73046112060547
the father gave us the salad .,DO,GIVE,an administration designed a crystal for me .,PD,DESIGN,932.2423706054688,-47.8631477355957
the father gave the salad to us .,PD,GIVE,an administration designed me a crystal .,DO,DESIGN,4192.9990234375,-50.047027587890625
the father gave us the salad .,DO,GIVE,an administration designed me a crystal .,DO,DESIGN,4289.443359375,-50.1834716796875
the actress supplied the tea to me .,PD,SUPPLY,an administration designed a crystal for us .,PD,DESIGN,970.1888427734375,-48.142433166503906
the actress supplied me the tea .,DO,SUPPLY,an administration designed a crystal for us .,PD,DESIGN,981.6176147460938,-48.22441101074219
the actress supplied the tea to me .,PD,SUPPLY,an administration designed us a crystal .,DO,DESIGN,4768.01220703125,-50.81810760498047
the actress supplied me the tea .,DO,SUPPLY,an administration designed us a crystal .,DO,DESIGN,4808.189453125,-50.86845397949219
the soldier sold the tea to us .,PD,SELL,an administration designed a crystal for us .,PD,DESIGN,969.307373046875,-48.136070251464844
the soldier sold us the tea .,DO,SELL,an administration designed a crystal for us .,PD,DESIGN,975.1533813476562,-48.17816162109375
the soldier sold the tea to us .,PD,SELL,an administration designed us a crystal .,DO,DESIGN,4739.0537109375,-50.78155517578125
the soldier sold us the tea .,DO,SELL,an administration designed us a crystal .,DO,DESIGN,4788.14697265625,-50.84339141845703
the champion fed the chicken to her .,PD,FEED,an administration designed a crystal for us .,PD,DESIGN,970.6044921875,-48.14543151855469
the champion fed her the chicken .,DO,FEED,an administration designed a crystal for us .,PD,DESIGN,974.51220703125,-48.17355728149414
the champion fed the chicken to her .,PD,FEED,an administration designed us a crystal .,DO,DESIGN,4745.18017578125,-50.789306640625
the champion fed her the chicken .,DO,FEED,an administration designed us a crystal .,DO,DESIGN,4806.1513671875,-50.865909576416016
the sheriff supplied the coat to us .,PD,SUPPLY,an administration designed a crystal for me .,PD,DESIGN,918.2044677734375,-47.75693893432617
the sheriff supplied us the coat .,DO,SUPPLY,an administration designed a crystal for me .,PD,DESIGN,952.16650390625,-48.01117706298828
the sheriff supplied the coat to us .,PD,SUPPLY,an administration designed me a crystal .,DO,DESIGN,4222.01806640625,-50.088409423828125
the sheriff supplied us the coat .,DO,SUPPLY,an administration designed me a crystal .,DO,DESIGN,4359.12841796875,-50.2801628112793
the cop supplied the tea to them .,PD,SUPPLY,an administration designed a crystal for them .,PD,DESIGN,715.5930786132812,-46.01177978515625
the cop supplied them the tea .,DO,SUPPLY,an administration designed a crystal for them .,PD,DESIGN,706.8269653320312,-45.925498962402344
the cop supplied the tea to them .,PD,SUPPLY,an administration designed them a crystal .,DO,DESIGN,3466.359130859375,-48.90515899658203
the cop supplied them the tea .,DO,SUPPLY,an administration designed them a crystal .,DO,DESIGN,3423.033203125,-48.82969284057617
the uncle fed the chocolate to you .,PD,FEED,an administration designed a crystal for you .,PD,DESIGN,1193.39306640625,-49.591888427734375
the uncle fed you the chocolate .,DO,FEED,an administration designed a crystal for you .,PD,DESIGN,1212.581298828125,-49.70354461669922
